Start Timestep,End Timestep,Average Episodic Return
1856800,1856800,20.313896
1857200,1857200,17.695477
1857600,1858000,17.096882
1858400,1858400,12.212078
1858800,1858800,17.991224
1859200,1859200,22.481274
1859600,1860000,35.55551
1860400,1860400,24.75317
1860800,1860800,36.801445
1861200,1861600,36.422813
1862000,1862000,29.287582
1862400,1862400,21.556126
1862800,1862800,13.945383
1863200,1863600,35.593575
1864000,1864000,39.10209
1864400,1864400,42.503162
1864800,1865200,38.477787
1865600,1865600,32.240963
1866000,1866000,27.129757
1866400,1866400,42.531155
1866800,1867200,41.702766
1867600,1867600,29.569023
1868000,1868000,43.533665
1868400,1868800,38.189938
1869200,1869200,21.650242
1869600,1869600,53.737343
1870000,1870000,22.458996
1870400,1870800,38.064915
1871200,1871200,58.878212
1871600,1871600,31.668432
1872000,1872000,30.49881
1872400,1872800,37.80932
1873200,1873200,50.839382
1873600,1873600,46.753384
1874000,1874400,37.218468
1874800,1874800,37.153595
1875200,1875200,37.11925
1875600,1875600,46.180927
1876000,1876400,39.339447
1876800,1876800,39.74861
1877200,1877200,34.81717
1877600,1878000,55.4427
1878400,1878400,48.3369
1878800,1878800,23.189995
1879200,1879200,15.545293
1879600,1880000,50.646744
1880400,1880400,49.493874
1880800,1880800,34.45087
1881200,1881600,36.820812
1882000,1882000,43.54088
1882400,1882400,45.233253
1882800,1882800,47.45765
1883200,1883600,47.00892
1884000,1884000,27.54429
1884400,1884400,51.54884
1884800,1884800,42.12661
1885200,1885600,38.98871
1886000,1886000,30.946232
1886400,1886400,41.256485
1886800,1887200,36.246014
1887600,1887600,35.96334
1888000,1888000,46.909344
1888400,1888400,48.507347
1888800,1889200,35.73945
1889600,1889600,35.33775
1890000,1890000,46.20437
1890400,1890800,37.500805
1891200,1891200,45.727116
1891600,1891600,37.72845
1892000,1892000,40.569664
1892400,1892800,35.737816
1893200,1893200,29.18573
1893600,1893600,36.105846
1894000,1894400,33.63601
1894800,1894800,26.038467
1895200,1895200,43.671574
1895600,1895600,28.006374
1896000,1896400,38.586224
1896800,1896800,64.03926
1897200,1897200,28.855267
1897600,1897600,34.101627
1898000,1898400,33.724754
1898800,1898800,48.16067
1899200,1899200,26.78367
1899600,1900000,36.5248
1900400,1900400,57.83342
1900800,1900800,45.615288
1901200,1901200,42.311325
1901600,1902000,49.55114
1902400,1902400,58.685123
1902800,1902800,35.37874
1903200,1903600,39.322
1904000,1904000,43.09118
1904400,1904400,53.19516
1904800,1904800,48.76989
1905200,1905600,42.55391
1906000,1906000,44.349205
1906400,1906400,41.829544
1906800,1907200,54.353825
1907600,1907600,53.217422
1908000,1908000,38.02661
1908400,1908400,43.985962
1908800,1909200,37.79121
1909600,1909600,23.342857
1910000,1910000,23.231606
1910400,1910400,29.795546
1910800,1911200,40.176025
1911600,1911600,31.829844
1912000,1912000,69.752304
1912400,1912800,37.110157
1913200,1913200,24.469093
1913600,1913600,32.71733
1914000,1914000,40.696144
1914400,1914800,24.751144
1915200,1915200,30.85912
1915600,1915600,24.633488
1916000,1916400,36.39055
1916800,1916800,22.73922
1917200,1917200,24.816105
1917600,1917600,40.577057
1918000,1918400,40.428547
1918800,1918800,39.504948
1919200,1919200,32.64126
1919600,1920000,27.289389
1920400,1920400,39.275116
1920800,1920800,37.095814
1921200,1921200,36.162354
1921600,1922000,55.90256
1922400,1922400,47.082397
1922800,1922800,9.111659
1923200,1923200,52.58616
1923600,1924000,51.252228
1924400,1924400,39.821434
1924800,1924800,46.45601
1925200,1925600,39.84458
1926000,1926000,50.020638
1926400,1926400,50.201572
1926800,1926800,32.351833
1927200,1927600,52.382362
1928000,1928000,33.183395
1928400,1928400,54.064346
1928800,1929200,41.514286
1929600,1929600,37.87003
1930000,1930000,52.378513
1930400,1930400,42.07962
1930800,1931200,42.74012
1931600,1931600,47.893574
1932000,1932000,39.029003
1932400,1932800,50.50168
1933200,1933200,37.495415
1933600,1933600,33.156864
1934000,1934000,54.592506
1934400,1934800,51.913345
1935200,1935200,28.141973
1935600,1935600,44.454376
1936000,1936000,21.28455
1936400,1936800,63.65561
1937200,1937200,33.76719
1937600,1937600,51.06537
1938000,1938400,46.0279
1938800,1938800,65.131325
1939200,1939200,29.42577
1939600,1939600,36.646652
1940000,1940400,48.02073
1940800,1940800,36.65416
1941200,1941200,58.98838
1941600,1942000,47.619442
1942400,1942400,43.52849
1942800,1942800,53.338734
1943200,1943200,40.464462
1943600,1944000,32.768303
1944400,1944400,41.20007
1944800,1944800,59.286583
1945200,1945600,37.46532
1946000,1946000,24.179262
1946400,1946400,27.587837
1946800,1946800,61.478138
1947200,1947600,21.196583
1948000,1948000,30.25214
1948400,1948400,39.799667
1948800,1948800,26.642834
1949200,1949600,34.13424
1950000,1950000,51.699234
1950400,1950400,47.1509
1950800,1951200,45.138496
1951600,1951600,42.32895
1952000,1952000,36.755394
1952400,1952400,24.675594
1952800,1953200,37.92885
1953600,1953600,47.07127
1954000,1954000,49.71559
1954400,1954800,31.103464
1955200,1955200,25.730381
1955600,1955600,29.44585
1956000,1956000,37.889164
1956400,1956800,43.70964
1957200,1957200,28.932035
1957600,1957600,37.884186
1958000,1958400,36.310345
1958800,1958800,39.59718
1959200,1959200,34.541107
1959600,1959600,50.73352
1960000,1960400,39.030674
1960800,1960800,22.853598
1961200,1961200,50.814835
1961600,1961600,36.339767
1962000,1962400,33.66117
1962800,1962800,47.597794
1963200,1963200,23.39157
1963600,1964000,34.61154
1964400,1964400,24.128319
1964800,1964800,35.964134
1965200,1965200,40.60148
1965600,1966000,33.468918
1966400,1966400,45.448143
1966800,1966800,29.109312
1967200,1967600,40.965237
1968000,1968000,25.26993
1968400,1968400,34.069637
1968800,1968800,29.907465
1969200,1969600,35.613083
1970000,1970000,35.25986
1970400,1970400,19.654997
1970800,1971200,35.817196
1971600,1971600,32.17216
1972000,1972000,35.12178
1972400,1972400,52.598198
1972800,1973200,33.906044
1973600,1973600,38.534935
1974000,1974000,20.159298
1974400,1974400,33.577465
1974800,1975200,28.356869
1975600,1975600,48.706657
1976000,1976000,44.026028
1976400,1976800,40.04515
1977200,1977200,25.354622
1977600,1977600,32.705513
1978000,1978000,27.77759
1978400,1978800,27.64743
1979200,1979200,36.856625
1979600,1979600,34.57057
1980000,1980400,52.949596
1980800,1980800,46.79682
1981200,1981200,43.5697
1981600,1981600,27.989897
1982000,1982400,51.2424
1982800,1982800,37.072197
1983200,1983200,46.41105
1983600,1984000,29.078928
1984400,1984400,40.222908
1984800,1984800,44.54564
1985200,1985200,54.048893
1985600,1986000,42.5978
1986400,1986400,49.218246
1986800,1986800,39.92235
1987200,1987200,48.23326
1987600,1988000,46.623028
1988400,1988400,33.998383
1988800,1988800,42.151104
1989200,1989600,45.802635
1990000,1990000,42.54921
1990400,1990400,44.29696
1990800,1990800,30.647427
1991200,1991600,39.756077
1992000,1992000,30.693249
1992400,1992400,45.18422
1992800,1993200,55.97892
1993600,1993600,50.3999
1994000,1994000,35.414974
1994400,1994400,52.143204
1994800,1995200,34.83814
1995600,1995600,38.26841
1996000,1996000,42.453445
1996400,1996800,46.738884
1997200,1997200,36.073093
1997600,1997600,60.035614
1998000,1998000,33.42618
1998400,1998800,48.21234
1999200,1999200,58.384132
1999600,1999600,33.247456
2000000,2000000,49.89244
2000400,2000800,38.86265
2001200,2001200,50.57715
2001600,2001600,53.142105
2002000,2002400,50.803143
2002800,2002800,42.475227
2003200,2003200,32.66112
2003600,2003600,39.539505
2004000,2004400,38.329887
2004800,2004800,47.496613
2005200,2005200,39.938393
2005600,2006000,40.90094
2006400,2006400,23.04903
2006800,2006800,30.193184
2007200,2007200,35.529896
2007600,2008000,55.66017
2008400,2008400,19.361515
2008800,2008800,47.743805
2009200,2009600,24.421808
2010000,2010000,19.268406
2010400,2010400,64.47524
2010800,2010800,50.24134
2011200,2011600,42.06073
2012000,2012000,47.699646
2012400,2012400,43.192764
2012800,2012800,40.015717
2013200,2013600,20.121391
2014000,2014000,25.888033
2014400,2014400,61.808384
2014800,2015200,45.123856
2015600,2015600,33.768818
2016000,2016000,52.034233
2016400,2016400,46.714165
2016800,2017200,44.195534
2017600,2017600,37.407814
2018000,2018000,26.07694
2018400,2018800,44.110268
2019200,2019200,31.221739
2019600,2019600,35.703568
2020000,2020000,31.424576
2020400,2020800,46.69579
2021200,2021200,43.665916
2021600,2021600,22.940908
2022000,2022400,44.089565
2022800,2022800,52.830723
2023200,2023200,37.241615
2023600,2023600,24.81422
2024000,2024400,27.473518
2024800,2024800,14.974471
2025200,2025200,58.334892
2025600,2025600,25.911873
2026000,2026400,29.756824
2026800,2026800,26.017723
2027200,2027200,25.573944
2027600,2028000,29.541607
2028400,2028400,30.307447
2028800,2028800,48.802155
2029200,2029200,26.608894
2029600,2030000,47.876312
2030400,2030400,45.307373
2030800,2030800,44.419907
2031200,2031600,30.079891
2032000,2032000,28.12754
2032400,2032400,25.20789
2032800,2032800,31.183329
2033200,2033600,23.621632
2034000,2034000,43.301056
2034400,2034400,39.420288
2034800,2035200,32.515526
2035600,2035600,41.817375
2036000,2036000,45.698093
2036400,2036400,33.47675
2036800,2037200,35.44529
2037600,2037600,36.15228
2038000,2038000,37.349865
2038400,2038400,38.404686
2038800,2039200,42.342186
2039600,2039600,50.77201
2040000,2040000,50.203846
2040400,2040800,43.202118
2041200,2041200,36.72296
2041600,2041600,24.803387
2042000,2042000,50.07572
2042400,2042800,40.39785
2043200,2043200,49.37057
2043600,2043600,42.693054
2044000,2044400,37.4409
2044800,2044800,54.405178
2045200,2045200,45.63705
2045600,2045600,24.242807
2046000,2046400,35.591568
2046800,2046800,45.22938
2047200,2047200,59.78569
2047600,2048000,42.43742
2048400,2048400,47.1726
2048800,2048800,66.879326
2049200,2049200,38.476402
2049600,2050000,47.40442
2050400,2050400,44.10414
2050800,2050800,28.593847
2051200,2051200,16.743408
2051600,2052000,36.078503
2052400,2052400,26.490845
2052800,2052800,35.630733
2053200,2053600,53.70893
2054000,2054000,40.143456
2054400,2054400,49.70829
2054800,2054800,19.686382
2055200,2055600,32.180077
2056000,2056000,61.02498
2056400,2056400,53.83523
2056800,2057200,28.961243
2057600,2057600,29.283651
2058000,2058000,27.18629
2058400,2058400,16.633171
2058800,2059200,47.646927
2059600,2059600,27.245474
2060000,2060000,38.32966
2060400,2060800,48.063015
2061200,2061200,45.812347
2061600,2061600,47.011024
2062000,2062000,36.85006
2062400,2062800,43.051613
2063200,2063200,47.010506
2063600,2063600,63.576942
2064000,2064000,54.424183
2064400,2064800,33.45683
2065200,2065200,40.6102
2065600,2065600,18.535122
2066000,2066400,40.329144
2066800,2066800,39.843567
2067200,2067200,45.25846
2067600,2067600,50.2407
2068000,2068400,41.55046
2068800,2068800,43.90557
2069200,2069200,52.263298
2069600,2070000,48.216095
2070400,2070400,25.553019
2070800,2070800,47.054916
2071200,2071200,42.352745
2071600,2072000,52.515015
2072400,2072400,62.304108
2072800,2072800,60.719643
2073200,2073600,43.626633
2074000,2074000,47.205437
2074400,2074400,24.918312
2074800,2074800,30.777735
2075200,2075600,38.742165
2076000,2076000,48.70873
2076400,2076400,36.24727
2076800,2076800,36.28814
2077200,2077600,25.288498
2078000,2078000,55.644135
2078400,2078400,43.651306
2078800,2079200,55.73734
2079600,2079600,53.530685
2080000,2080000,39.07804
2080400,2080400,47.00827
2080800,2081200,46.686974
2081600,2081600,51.40143
2082000,2082000,44.70687
2082400,2082800,48.54412
2083200,2083200,27.256035
2083600,2083600,23.098698
2084000,2084000,28.086264
2084400,2084800,31.84726
2085200,2085200,51.521374
2085600,2085600,16.21326
2086000,2086400,31.792301
2086800,2086800,25.46759
2087200,2087200,48.677216
2087600,2087600,29.90635
2088000,2088400,25.942448
2088800,2088800,52.582474
2089200,2089200,43.804203
2089600,2089600,23.75522
2090000,2090400,41.977425
2090800,2090800,36.76746
2091200,2091200,35.9561
2091600,2092000,38.600388
2092400,2092400,34.129547
2092800,2092800,48.33635
2093200,2093200,31.862682
2093600,2094000,42.750546
2094400,2094400,38.37832
2094800,2094800,37.895653
2095200,2095600,41.6874
2096000,2096000,37.019558
2096400,2096400,24.62501
2096800,2096800,43.56344
2097200,2097600,42.848885
2098000,2098000,38.319077
2098400,2098400,29.276901
2098800,2099200,33.91591
2099600,2099600,46.161415
2100000,2100000,38.21595
2100400,2100400,36.900883
2100800,2101200,23.61721
2101600,2101600,15.384442
2102000,2102000,38.737133
2102400,2102400,41.11234
2102800,2103200,28.55933
2103600,2103600,40.562683
2104000,2104000,52.90715
2104400,2104800,37.392803
2105200,2105200,30.706959
2105600,2105600,28.400629
2106000,2106000,47.87999
2106400,2106800,28.490763
2107200,2107200,30.59293
2107600,2107600,63.588806
2108000,2108400,44.896065
2108800,2108800,51.220886
2109200,2109200,32.15143
2109600,2109600,56.33829
2110000,2110400,39.188004
2110800,2110800,36.565327
2111200,2111200,61.60107
2111600,2112000,49.085007
2112400,2112400,43.793274
2112800,2112800,39.701283
2113200,2113200,43.19313
2113600,2114000,42.009056
2114400,2114400,33.682026
2114800,2114800,24.515642
2115200,2115200,51.576347
2115600,2116000,25.932674
2116400,2116400,36.78772
2116800,2116800,54.480106
2117200,2117600,48.30877
2118000,2118000,35.09259
2118400,2118400,32.797085
2118800,2118800,17.802828
2119200,2119600,38.86666
2120000,2120000,23.171389
2120400,2120400,30.866785
2120800,2121200,42.440994
2121600,2121600,36.22381
2122000,2122000,33.79966
2122400,2122400,34.80106
2122800,2123200,35.454975
2123600,2123600,40.446278
2124000,2124000,49.78599
2124400,2124800,44.292816
2125200,2125200,38.112514
2125600,2125600,37.42507
2126000,2126000,37.046494
2126400,2126800,30.133724
2127200,2127200,41.26037
2127600,2127600,55.495697
2128000,2128000,52.975677
2128400,2128800,45.006233
2129200,2129200,41.51625
2129600,2129600,28.589573
2130000,2130400,34.215096
2130800,2130800,23.451286
2131200,2131200,28.26286
2131600,2131600,20.973242
2132000,2132400,35.737904
2132800,2132800,55.52131
2133200,2133200,40.75779
2133600,2134000,34.447365
2134400,2134400,45.263233
2134800,2134800,29.231062
2135200,2135200,46.7827
2135600,2136000,25.031462
2136400,2136400,31.356632
2136800,2136800,27.150917
2137200,2137600,33.1689
2138000,2138000,36.958675
2138400,2138400,25.25656
2138800,2138800,23.426825
2139200,2139600,32.812157
2140000,2140000,35.216187
2140400,2140400,28.151213
2140800,2140800,50.091526
2141200,2141600,43.781666
2142000,2142000,32.681038
2142400,2142400,53.85224
2142800,2143200,40.04728
2143600,2143600,26.948984
2144000,2144000,32.327328
2144400,2144400,38.0125
2144800,2145200,27.509798
2145600,2145600,37.69429
2146000,2146000,26.921562
2146400,2146800,39.04193
2147200,2147200,31.148396
2147600,2147600,46.2533
2148000,2148000,29.015892
2148400,2148800,43.411804
2149200,2149200,43.82527
2149600,2149600,39.600536
2150000,2150400,34.014927
2150800,2150800,25.927387
2151200,2151200,34.91153
2151600,2151600,38.747265
2152000,2152400,36.72982
2152800,2152800,31.240763
2153200,2153200,28.966118
2153600,2153600,34.549282
2154000,2154400,38.089188
2154800,2154800,30.35181
2155200,2155200,21.750244
2155600,2156000,26.7499
2156400,2156400,23.479515
2156800,2156800,44.01024
2157200,2157200,31.76689
2157600,2158000,51.691284
2158400,2158400,47.940594
2158800,2158800,27.834455
2159200,2159600,30.591099
2160000,2160000,30.259087
2160400,2160400,42.652763
2160800,2160800,35.04497
2161200,2161600,29.08524
2162000,2162000,24.714933
2162400,2162400,37.032795
2162800,2163200,41.41812
2163600,2163600,38.363213
2164000,2164000,27.097134
2164400,2164400,44.02668
2164800,2165200,42.020107
2165600,2165600,41.748993
2166000,2166000,27.721119
2166400,2166400,33.637062
2166800,2167200,35.086205
2167600,2167600,45.26259
2168000,2168000,30.795622
2168400,2168800,35.8612
2169200,2169200,43.93675
2169600,2169600,35.406807
2170000,2170000,49.19778
2170400,2170800,34.805885
2171200,2171200,53.61637
2171600,2171600,54.752083
2172000,2172400,35.42375
2172800,2172800,50.268204
2173200,2173200,36.130127
2173600,2173600,20.350353
2174000,2174400,30.983429
2174800,2174800,25.644917
2175200,2175200,45.609
2175600,2176000,35.38202
2176400,2176400,11.983398
2176800,2176800,15.273766
2177200,2177200,31.832628
2177600,2178000,43.01799
2178400,2178400,44.953148
2178800,2178800,50.842308
2179200,2179200,22.986198
2179600,2180000,32.825066
2180400,2180400,36.149902
2180800,2180800,38.004913
2181200,2181600,32.17544
2182000,2182000,40.19716
2182400,2182400,55.12934
2182800,2182800,52.284367
2183200,2183600,33.82793
2184000,2184000,37.525032
2184400,2184400,53.03351
2184800,2185200,57.00707
2185600,2185600,33.180847
2186000,2186000,31.30756
2186400,2186400,51.52127
2186800,2187200,25.63261
2187600,2187600,21.20062
2188000,2188000,30.566734
2188400,2188800,30.275002
2189200,2189200,47.178635
2189600,2189600,66.03768
2190000,2190000,44.885925
2190400,2190800,21.621805
2191200,2191200,56.26628
2191600,2191600,36.10259
2192000,2192000,42.139847
2192400,2192800,36.66317
2193200,2193200,38.71244
2193600,2193600,41.48881
2194000,2194400,33.301712
2194800,2194800,43.35038
2195200,2195200,56.61641
2195600,2195600,44.89086
2196000,2196400,39.500103
2196800,2196800,37.00432
2197200,2197200,34.051807
2197600,2198000,30.230145
2198400,2198400,42.319653
2198800,2198800,48.192802
2199200,2199200,37.61039
2199600,2200000,25.871614
2200400,2200400,33.840897
2200800,2200800,34.767075
2201200,2201600,37.897476
2202000,2202000,51.156197
2202400,2202400,20.4824
2202800,2202800,43.66974
2203200,2203600,34.761414
2204000,2204000,34.5381
2204400,2204400,35.77408
2204800,2204800,38.37703
2205200,2205600,41.16225
2206000,2206000,52.088207
2206400,2206400,43.174393
2206800,2207200,47.82073
2207600,2207600,25.305897
2208000,2208000,29.923895
2208400,2208400,36.206665
2208800,2209200,32.605812
2209600,2209600,33.872375
2210000,2210000,33.75701
2210400,2210800,48.88308
2211200,2211200,25.981659
2211600,2211600,44.49807
2212000,2212000,34.63973
2212400,2212800,52.755066
2213200,2213200,43.151222
2213600,2213600,42.928772
2214000,2214400,34.308647
2214800,2214800,32.24388
2215200,2215200,45.165493
2215600,2215600,40.928192
2216000,2216400,31.864895
2216800,2216800,36.447903
2217200,2217200,35.963104
2217600,2217600,57.25267
2218000,2218400,34.801292
2218800,2218800,29.453117
2219200,2219200,56.616783
2219600,2220000,27.62439
2220400,2220400,34.75789
2220800,2220800,31.063269
2221200,2221200,50.62124
2221600,2222000,18.226864
2222400,2222400,11.7206545
2222800,2222800,32.25029
2223200,2223600,48.18744
2224000,2224000,52.928226
2224400,2224400,44.973236
2224800,2224800,58.862335
2225200,2225600,30.712128
2226000,2226000,39.727455
2226400,2226400,25.203426
2226800,2227200,37.561523
2227600,2227600,41.790432
2228000,2228000,34.860474
2228400,2228400,43.511864
2228800,2229200,29.400322
2229600,2229600,51.078312
2230000,2230000,22.055334
2230400,2230400,41.9311
2230800,2231200,22.368187
2231600,2231600,47.03517
2232000,2232000,39.27236
2232400,2232800,34.686817
2233200,2233200,33.534363
2233600,2233600,31.53379
2234000,2234000,29.188953
2234400,2234800,25.755384
2235200,2235200,31.301834
2235600,2235600,41.751225
2236000,2236400,47.3683
2236800,2236800,30.09446
2237200,2237200,27.430136
2237600,2237600,38.43347
2238000,2238400,24.418245
2238800,2238800,17.938877
2239200,2239200,24.301916
2239600,2240000,41.9438
2240400,2240400,41.697136
2240800,2240800,21.883469
2241200,2241200,29.070257
2241600,2242000,31.037733
2242400,2242400,43.686913
2242800,2242800,23.361387
2243200,2243200,30.500076
2243600,2244000,43.91965
2244400,2244400,37.77855
2244800,2244800,42.19449
2245200,2245600,32.415707
2246000,2246000,35.704006
2246400,2246400,39.223236
2246800,2246800,47.74139
2247200,2247600,44.54807
2248000,2248000,26.132183
2248400,2248400,16.110542
2248800,2249200,29.658718
2249600,2249600,39.140045
2250000,2250000,36.188087
2250400,2250400,41.884212
2250800,2251200,43.878323
2251600,2251600,25.430723
2252000,2252000,41.22858
2252400,2252800,37.02939
2253200,2253200,37.739147
2253600,2253600,19.874207
2254000,2254000,30.530094
2254400,2254800,49.705822
2255200,2255200,24.776308
2255600,2255600,49.13475
2256000,2256000,41.19295
2256400,2256800,33.113598
2257200,2257200,45.64692
2257600,2257600,31.857994
2258000,2258400,38.713875
2258800,2258800,24.255354
2259200,2259200,32.34817
2259600,2259600,39.45632
2260000,2260400,21.837387
2260800,2260800,32.5168
2261200,2261200,21.585453
2261600,2262000,24.109184
2262400,2262400,23.590683
2262800,2262800,22.12186
2263200,2263200,12.612713
2263600,2264000,36.49515
2264400,2264400,29.743237
2264800,2264800,17.81636
2265200,2265600,33.71181
2266000,2266000,23.844784
2266400,2266400,24.357187
2266800,2266800,41.066822
2267200,2267600,33.967964
2268000,2268000,41.706654
2268400,2268400,27.039303
2268800,2268800,45.043507
2269200,2269600,44.8383
2270000,2270000,16.234219
2270400,2270400,33.228428
2270800,2271200,33.711716
2271600,2271600,38.067818
2272000,2272000,21.257307
2272400,2272400,38.30674
2272800,2273200,43.93599
2273600,2273600,38.690727
2274000,2274000,28.579926
2274400,2274800,27.363861
2275200,2275200,41.179447
2275600,2275600,42.837677
2276000,2276000,23.274963
2276400,2276800,40.747387
2277200,2277200,53.08608
2277600,2277600,49.855675
2278000,2278400,47.883133
2278800,2278800,39.707
2279200,2279200,46.161057
2279600,2279600,39.337143
2280000,2280400,39.249954
2280800,2280800,17.204298
2281200,2281200,33.052296
2281600,2281600,48.47661
2282000,2282400,51.53277
2282800,2282800,27.52906
2283200,2283200,54.4291
2283600,2284000,39.405327
2284400,2284400,50.03144
2284800,2284800,21.68335
2285200,2285200,40.381523
2285600,2286000,40.854473
2286400,2286400,46.584873
2286800,2286800,45.335037
2287200,2287600,37.037495
2288000,2288000,46.80608
2288400,2288400,33.68994
2288800,2288800,33.97818
2289200,2289600,44.293724
2290000,2290000,47.144028
2290400,2290400,52.157257
2290800,2291200,53.86724
2291600,2291600,28.743145
2292000,2292000,40.349876
2292400,2292400,44.76655
2292800,2293200,43.88701
2293600,2293600,24.843441
2294000,2294000,46.24477
2294400,2294400,34.942665
2294800,2295200,41.918636
2295600,2295600,50.122177
2296000,2296000,42.328613
2296400,2296800,34.69374
2297200,2297200,44.232056
2297600,2297600,42.12661
2298000,2298000,44.76094
2298400,2298800,46.785446
2299200,2299200,38.421295
2299600,2299600,36.49247
2300000,2300400,36.75128
2300800,2300800,40.039375
2301200,2301200,35.698692
2301600,2301600,38.056847
2302000,2302400,38.0446
2302800,2302800,40.508804
2303200,2303200,46.086205
2303600,2304000,41.52761
2304400,2304400,27.424288
2304800,2304800,45.056015
2305200,2305200,57.450493
2305600,2306000,35.585537
2306400,2306400,58.4006
2306800,2306800,36.760353
2307200,2307200,58.088963
2307600,2308000,51.66056
2308400,2308400,45.69625
2308800,2308800,64.12245
2309200,2309600,37.579132
2310000,2310000,38.98143
2310400,2310400,52.135757
2310800,2310800,23.475273
2311200,2311600,39.68077
2312000,2312000,31.10165
2312400,2312400,49.211193
2312800,2313200,33.488197
2313600,2313600,41.27382
2314000,2314000,45.84179
2314400,2314400,47.891487
2314800,2315200,47.238014
2315600,2315600,54.54063
2316000,2316000,55.932194
2316400,2316800,54.41888
2317200,2317200,43.15815
2317600,2317600,46.23007
2318000,2318000,63.163193
2318400,2318800,28.911953
2319200,2319200,48.627235
2319600,2319600,60.571743
2320000,2320000,39.620655
2320400,2320800,45.708275
2321200,2321200,46.96737
2321600,2321600,54.88813
2322000,2322400,45.861023
2322800,2322800,36.154568
2323200,2323200,52.12455
2323600,2323600,32.994354
2324000,2324400,30.550915
2324800,2324800,51.9816
2325200,2325200,39.16194
2325600,2326000,40.256065
2326400,2326400,54.007973
2326800,2326800,48.392353
2327200,2327200,34.989075
2327600,2328000,47.217426
2328400,2328400,37.13536
2328800,2328800,52.23386
2329200,2329600,56.07213
2330000,2330000,56.408146
2330400,2330400,38.87735
2330800,2330800,43.809196
2331200,2331600,36.193268
2332000,2332000,17.865734
2332400,2332400,37.81645
2332800,2332800,32.972538
2333200,2333600,48.866116
2334000,2334000,26.47834
2334400,2334400,42.246605
2334800,2335200,49.8151
2335600,2335600,39.992126
2336000,2336000,45.63104
2336400,2336400,64.81305
2336800,2337200,53.807884
2337600,2337600,53.967045
2338000,2338000,33.73945
2338400,2338800,56.920807
2339200,2339200,54.97612
2339600,2339600,46.532692
2340000,2340000,44.795464
2340400,2340800,45.855278
2341200,2341200,57.77421
2341600,2341600,56.51328
2342000,2342400,45.815094
2342800,2342800,52.55406
2343200,2343200,51.46638
2343600,2343600,45.598423
2344000,2344400,50.519924
2344800,2344800,55.844215
2345200,2345200,36.32676
2345600,2345600,53.00325
2346000,2346400,47.077652
2346800,2346800,16.422243
2347200,2347200,56.741272
2347600,2348000,38.72898
2348400,2348400,37.96762
2348800,2348800,29.281464
2349200,2349200,40.416695
2349600,2350000,54.569225
2350400,2350400,33.125916
2350800,2350800,29.29538
2351200,2351600,33.476624
2352000,2352000,41.661835
2352400,2352400,40.031723
2352800,2352800,66.677444
2353200,2353600,52.1019
2354000,2354000,62.62268
2354400,2354400,49.725105
2354800,2355200,35.910942
2355600,2355600,57.99373
2356000,2356000,36.351414
2356400,2356400,59.701935
2356800,2357200,32.278477
2357600,2357600,47.369133
2358000,2358000,60.790813
2358400,2358400,55.516563
2358800,2359200,48.33297
2359600,2359600,52.08612
2360000,2360000,39.459522
2360400,2360800,58.651703
2361200,2361200,38.384308
2361600,2361600,41.629997
2362000,2362000,37.598976
2362400,2362800,49.37899
2363200,2363200,42.9198
2363600,2363600,21.429916
2364000,2364400,33.239754
2364800,2364800,53.44404
2365200,2365200,36.930496
2365600,2365600,35.899918
2366000,2366400,40.72858
2366800,2366800,37.982357
2367200,2367200,39.880165
2367600,2368000,54.651093
2368400,2368400,44.212708
2368800,2368800,61.904644
2369200,2369200,38.354637
2369600,2370000,51.523952
2370400,2370400,33.9336
2370800,2370800,63.81793
2371200,2371200,30.851437
2371600,2372000,47.0179
2372400,2372400,18.622444
2372800,2372800,28.041105
2373200,2373600,41.37716
2374000,2374000,34.90864
2374400,2374400,67.75602
2374800,2374800,39.080948
2375200,2375600,34.68317
2376000,2376000,43.228508
2376400,2376400,54.102184
2376800,2377200,20.344936
2377600,2377600,55.798145
2378000,2378000,47.570652
2378400,2378400,28.329823
2378800,2379200,33.71783
2379600,2379600,40.5145
2380000,2380000,54.872963
2380400,2380800,40.629353
2381200,2381200,53.22793
2381600,2381600,19.0226
2382000,2382000,46.8452
2382400,2382800,54.80322
2383200,2383200,25.563862
2383600,2383600,47.249134
2384000,2384000,62.843292
2384400,2384800,37.24067
2385200,2385200,38.843063
2385600,2385600,47.896362
2386000,2386400,30.399845
2386800,2386800,40.389126
2387200,2387200,28.431723
2387600,2387600,41.79506
2388000,2388400,51.253082
2388800,2388800,70.591156
2389200,2389200,48.27014
2389600,2390000,37.219177
2390400,2390400,38.502
2390800,2390800,42.41896
2391200,2391200,48.016953
2391600,2392000,40.98864
2392400,2392400,36.386826
2392800,2392800,47.53419
2393200,2393600,43.749245
2394000,2394000,23.409805
2394400,2394400,41.159195
2394800,2394800,41.653378
2395200,2395600,36.031746
2396000,2396000,28.426476
2396400,2396400,46.88371
2396800,2396800,45.82737
2397200,2397600,35.103653
2398000,2398000,26.468634
2398400,2398400,46.59983
2398800,2399200,52.616966
2399600,2399600,30.858076
2400000,2400000,32.823357
2400400,2400400,35.82332
2400800,2401200,53.23778
2401600,2401600,37.97855
2402000,2402000,52.305855
2402400,2402800,25.871578
2403200,2403200,41.89051
2403600,2403600,46.547913
2404000,2404000,48.09571
2404400,2404800,38.8508
2405200,2405200,55.161915
2405600,2405600,43.219193
2406000,2406400,32.671806
2406800,2406800,32.436234
