## SLURM PROLOG ###############################################################
##    Job ID : 8516930
##  Job Name : runs_craftax_transformer
##  Nodelist : gpu2115
##      CPUs : 
##  Mem/Node : 32768 MB
## Directory : /oscar/home/kguo32/pobax/scripts/launching
##   Job Started : Sat Feb 22 03:50:02 PM EST 2025
###############################################################################
Loading Craftax textures from cache.
Textures successfully loaded from cache.
obs (27, 33, 3)
Network params number: 2631456
timesteps=15616 - 15616, avg episodic return=0.10
timesteps=10496 - 10496, avg episodic return=-0.90
timesteps=32000 - 32000, avg episodic return=0.10
timesteps=21760 - 21760, avg episodic return=0.10
timesteps=33024 - 48384, avg episodic return=0.60
timesteps=33024 - 48384, avg episodic return=0.60
timesteps=59648 - 64768, avg episodic return=0.90
timesteps=54528 - 64768, avg episodic return=1.10
timesteps=54528 - 64768, avg episodic return=1.35
timesteps=65792 - 81152, avg episodic return=1.10
timesteps=81152 - 81152, avg episodic return=1.35
timesteps=65792 - 76032, avg episodic return=0.10
timesteps=92416 - 97536, avg episodic return=2.10
timesteps=82176 - 97536, avg episodic return=0.43
timesteps=82176 - 97536, avg episodic return=1.77
timesteps=98560 - 113920, avg episodic return=1.10
timesteps=98560 - 108800, avg episodic return=1.60
timesteps=98560 - 108800, avg episodic return=0.60
timesteps=114944 - 130304, avg episodic return=1.30
timesteps=114944 - 130304, avg episodic return=1.77
timesteps=114944 - 130304, avg episodic return=2.10
timesteps=131328 - 146688, avg episodic return=2.90
timesteps=131328 - 131328, avg episodic return=4.10
timesteps=131328 - 146688, avg episodic return=1.60
timesteps=157952 - 163072, avg episodic return=1.77
timesteps=157952 - 163072, avg episodic return=1.60
timesteps=147712 - 163072, avg episodic return=1.60
timesteps=164096 - 179456, avg episodic return=2.43
timesteps=164096 - 179456, avg episodic return=2.43
timesteps=164096 - 179456, avg episodic return=3.30
timesteps=180480 - 195840, avg episodic return=2.50
timesteps=180480 - 195840, avg episodic return=3.27
timesteps=180480 - 190720, avg episodic return=3.10
timesteps=212224 - 212224, avg episodic return=3.10
timesteps=196864 - 212224, avg episodic return=2.53
timesteps=196864 - 212224, avg episodic return=2.90
timesteps=223488 - 223488, avg episodic return=2.10
timesteps=218368 - 223488, avg episodic return=2.85
timesteps=223488 - 228608, avg episodic return=3.10
timesteps=234752 - 234752, avg episodic return=1.10
timesteps=234752 - 234752, avg episodic return=4.10
timesteps=229632 - 239872, avg episodic return=3.77
timesteps=246016 - 261376, avg episodic return=3.10
timesteps=256256 - 256256, avg episodic return=3.60
timesteps=246016 - 261376, avg episodic return=4.10
timesteps=277760 - 277760, avg episodic return=3.10
timesteps=262400 - 277760, avg episodic return=3.60
timesteps=267520 - 267520, avg episodic return=5.10
timesteps=278784 - 294144, avg episodic return=3.10
timesteps=283904 - 289024, avg episodic return=3.35
timesteps=278784 - 289024, avg episodic return=3.70
timesteps=295168 - 310528, avg episodic return=2.77
timesteps=295168 - 310528, avg episodic return=2.60
timesteps=300288 - 310528, avg episodic return=3.50
timesteps=311552 - 326912, avg episodic return=4.10
timesteps=316672 - 321792, avg episodic return=3.43
timesteps=311552 - 321792, avg episodic return=2.35
timesteps=333056 - 333056, avg episodic return=3.43
timesteps=333056 - 338176, avg episodic return=3.10
timesteps=333056 - 343296, avg episodic return=3.50
timesteps=344320 - 359680, avg episodic return=3.90
timesteps=354560 - 354560, avg episodic return=3.60
timesteps=344320 - 349440, avg episodic return=2.10
timesteps=376064 - 376064, avg episodic return=3.60
timesteps=370944 - 370944, avg episodic return=4.10
timesteps=360704 - 376064, avg episodic return=3.77
timesteps=377088 - 392448, avg episodic return=3.60
timesteps=377088 - 392448, avg episodic return=3.85
timesteps=387328 - 392448, avg episodic return=3.67
timesteps=393472 - 408832, avg episodic return=3.60
timesteps=393472 - 398592, avg episodic return=3.43
timesteps=393472 - 408832, avg episodic return=2.77
timesteps=425216 - 425216, avg episodic return=2.10
timesteps=409856 - 425216, avg episodic return=3.67
timesteps=414976 - 420096, avg episodic return=3.50
timesteps=431360 - 441600, avg episodic return=2.60
timesteps=436480 - 436480, avg episodic return=4.10
timesteps=426240 - 441600, avg episodic return=2.60
timesteps=447744 - 457984, avg episodic return=3.43
timesteps=447744 - 457984, avg episodic return=4.10
timesteps=447744 - 457984, avg episodic return=2.70
timesteps=474368 - 474368, avg episodic return=1.10
timesteps=459008 - 474368, avg episodic return=4.35
timesteps=459008 - 474368, avg episodic return=2.60
timesteps=475392 - 490752, avg episodic return=3.39
timesteps=475392 - 490752, avg episodic return=3.10
timesteps=475392 - 485632, avg episodic return=3.60
timesteps=491776 - 507136, avg episodic return=4.10
timesteps=502016 - 507136, avg episodic return=3.93
timesteps=491776 - 507136, avg episodic return=4.60
timesteps=508160 - 523520, avg episodic return=3.24
timesteps=513280 - 523520, avg episodic return=3.60
timesteps=508160 - 523520, avg episodic return=3.10
timesteps=534784 - 534784, avg episodic return=3.10
timesteps=534784 - 539904, avg episodic return=3.43
timesteps=529664 - 539904, avg episodic return=3.35
timesteps=540928 - 551168, avg episodic return=3.90
timesteps=556288 - 556288, avg episodic return=5.10
timesteps=546048 - 551168, avg episodic return=3.10
timesteps=572672 - 572672, avg episodic return=3.10
timesteps=562432 - 572672, avg episodic return=4.10
timesteps=557312 - 572672, avg episodic return=4.10
timesteps=573696 - 583936, avg episodic return=4.60
timesteps=578816 - 589056, avg episodic return=2.60
timesteps=573696 - 589056, avg episodic return=2.60
timesteps=590080 - 600320, avg episodic return=3.35
timesteps=595200 - 600320, avg episodic return=2.35
timesteps=606464 - 606464, avg episodic return=3.10
timesteps=606464 - 611584, avg episodic return=3.43
timesteps=606464 - 616704, avg episodic return=3.35
timesteps=622848 - 638208, avg episodic return=4.10
timesteps=622848 - 638208, avg episodic return=3.77
timesteps=622848 - 638208, avg episodic return=3.60
timesteps=639232 - 649472, avg episodic return=3.50
timesteps=644352 - 649472, avg episodic return=3.43
timesteps=644352 - 649472, avg episodic return=3.50
timesteps=660736 - 665856, avg episodic return=3.10
timesteps=655616 - 670976, avg episodic return=2.43
timesteps=660736 - 670976, avg episodic return=3.35
timesteps=677120 - 687360, avg episodic return=2.60
timesteps=672000 - 687360, avg episodic return=4.30
timesteps=672000 - 687360, avg episodic return=2.30
timesteps=688384 - 703744, avg episodic return=4.10
timesteps=688384 - 703744, avg episodic return=3.85
timesteps=693504 - 698624, avg episodic return=3.10
timesteps=704768 - 720128, avg episodic return=3.10
timesteps=704768 - 715008, avg episodic return=2.85
timesteps=704768 - 715008, avg episodic return=3.60
timesteps=726272 - 726272, avg episodic return=3.10
timesteps=721152 - 736512, avg episodic return=4.10
timesteps=731392 - 731392, avg episodic return=3.10
timesteps=737536 - 752896, avg episodic return=3.35
timesteps=747776 - 752896, avg episodic return=3.77
timesteps=752896 - 752896, avg episodic return=4.10
timesteps=759040 - 769280, avg episodic return=3.35
timesteps=753920 - 764160, avg episodic return=3.50
timesteps=775424 - 785664, avg episodic return=4.85
timesteps=770304 - 775424, avg episodic return=4.10
timesteps=770304 - 785664, avg episodic return=3.77
timesteps=786688 - 796928, avg episodic return=4.10
timesteps=802048 - 802048, avg episodic return=3.10
timesteps=791808 - 796928, avg episodic return=3.60
timesteps=818432 - 818432, avg episodic return=4.10
timesteps=808192 - 818432, avg episodic return=2.77
timesteps=803072 - 818432, avg episodic return=4.10
timesteps=829696 - 829696, avg episodic return=5.10
timesteps=819456 - 834816, avg episodic return=4.10
timesteps=829696 - 834816, avg episodic return=4.43
timesteps=835840 - 851200, avg episodic return=3.90
timesteps=835840 - 851200, avg episodic return=4.10
timesteps=835840 - 851200, avg episodic return=2.35
timesteps=852224 - 852224, avg episodic return=3.10
timesteps=852224 - 852224, avg episodic return=2.10
timesteps=862464 - 862464, avg episodic return=1.10
timesteps=868608 - 883968, avg episodic return=4.10
timesteps=873728 - 883968, avg episodic return=3.77
timesteps=868608 - 883968, avg episodic return=3.60
timesteps=884992 - 900352, avg episodic return=4.10
timesteps=884992 - 890112, avg episodic return=3.43
timesteps=884992 - 900352, avg episodic return=3.81
timesteps=901376 - 916736, avg episodic return=3.10
timesteps=901376 - 906496, avg episodic return=3.10
timesteps=916736 - 916736, avg episodic return=4.10
timesteps=922880 - 928000, avg episodic return=3.35
timesteps=917760 - 933120, avg episodic return=2.67
timesteps=917760 - 933120, avg episodic return=4.30
timesteps=934144 - 934144, avg episodic return=4.10
timesteps=939264 - 949504, avg episodic return=4.27
timesteps=934144 - 944384, avg episodic return=3.50
timesteps=950528 - 965888, avg episodic return=3.10
timesteps=955648 - 965888, avg episodic return=3.60
timesteps=950528 - 960768, avg episodic return=3.60
timesteps=977152 - 977152, avg episodic return=4.10
timesteps=972032 - 977152, avg episodic return=2.43
timesteps=966912 - 982272, avg episodic return=3.35
timesteps=983296 - 988416, avg episodic return=4.43
timesteps=988416 - 998656, avg episodic return=4.10
timesteps=983296 - 998656, avg episodic return=3.10
timesteps=999680 - 1009920, avg episodic return=3.77
timesteps=1004800 - 1009920, avg episodic return=3.60
timesteps=999680 - 999680, avg episodic return=3.60
timesteps=1016064 - 1026304, avg episodic return=4.10
timesteps=1021184 - 1021184, avg episodic return=3.60
timesteps=1016064 - 1026304, avg episodic return=4.10
timesteps=1032448 - 1047808, avg episodic return=4.10
timesteps=1032448 - 1047808, avg episodic return=2.50
timesteps=1032448 - 1047808, avg episodic return=3.35
timesteps=1053952 - 1059072, avg episodic return=4.10
timesteps=1048832 - 1059072, avg episodic return=4.10
timesteps=1048832 - 1064192, avg episodic return=4.10
timesteps=1070336 - 1070336, avg episodic return=5.10
timesteps=1065216 - 1080576, avg episodic return=3.50
timesteps=1081600 - 1096960, avg episodic return=2.73
timesteps=1081600 - 1091840, avg episodic return=3.10
timesteps=1081600 - 1091840, avg episodic return=3.10
timesteps=1108224 - 1108224, avg episodic return=3.77
timesteps=1113344 - 1113344, avg episodic return=4.10
timesteps=1097984 - 1103104, avg episodic return=3.77
timesteps=1114368 - 1124608, avg episodic return=3.77
timesteps=1124608 - 1129728, avg episodic return=3.43
timesteps=1114368 - 1129728, avg episodic return=4.10
timesteps=1135872 - 1146112, avg episodic return=3.10
timesteps=1140992 - 1140992, avg episodic return=5.10
timesteps=1130752 - 1146112, avg episodic return=3.85
timesteps=1147136 - 1162496, avg episodic return=3.85
timesteps=1147136 - 1152256, avg episodic return=3.60
timesteps=1147136 - 1162496, avg episodic return=3.77
timesteps=1163520 - 1178880, avg episodic return=3.10
timesteps=1163520 - 1173760, avg episodic return=3.10
timesteps=1163520 - 1178880, avg episodic return=3.53
timesteps=1190144 - 1195264, avg episodic return=4.60
timesteps=1179904 - 1195264, avg episodic return=3.10
timesteps=1179904 - 1190144, avg episodic return=3.10
timesteps=1196288 - 1201408, avg episodic return=4.10
timesteps=1196288 - 1211648, avg episodic return=4.60
timesteps=1196288 - 1206528, avg episodic return=3.85
timesteps=1217792 - 1228032, avg episodic return=3.43
timesteps=1212672 - 1228032, avg episodic return=2.50
timesteps=1212672 - 1222912, avg episodic return=3.85
timesteps=1234176 - 1239296, avg episodic return=4.10
timesteps=1234176 - 1244416, avg episodic return=3.60
timesteps=1229056 - 1244416, avg episodic return=4.43
timesteps=1255680 - 1255680, avg episodic return=3.10
timesteps=1245440 - 1260800, avg episodic return=4.60
timesteps=1255680 - 1255680, avg episodic return=3.60
timesteps=1261824 - 1277184, avg episodic return=4.60
timesteps=1261824 - 1277184, avg episodic return=3.77
timesteps=1261824 - 1277184, avg episodic return=3.60
timesteps=1278208 - 1288448, avg episodic return=3.10
timesteps=1288448 - 1293568, avg episodic return=3.10
timesteps=1278208 - 1293568, avg episodic return=3.30
timesteps=1294592 - 1304832, avg episodic return=3.81
timesteps=1294592 - 1299712, avg episodic return=4.60
timesteps=1294592 - 1309952, avg episodic return=3.60
timesteps=1316096 - 1326336, avg episodic return=3.70
timesteps=1310976 - 1326336, avg episodic return=3.35
timesteps=1316096 - 1326336, avg episodic return=2.85
timesteps=1327360 - 1342720, avg episodic return=3.10
timesteps=1327360 - 1342720, avg episodic return=1.85
timesteps=1343744 - 1348864, avg episodic return=3.77
timesteps=1343744 - 1353984, avg episodic return=1.43
timesteps=1343744 - 1359104, avg episodic return=3.10
timesteps=1360128 - 1375488, avg episodic return=4.35
timesteps=1370368 - 1370368, avg episodic return=3.10
timesteps=1360128 - 1375488, avg episodic return=2.60
timesteps=1376512 - 1381632, avg episodic return=2.10
timesteps=1381632 - 1391872, avg episodic return=3.60
timesteps=1381632 - 1391872, avg episodic return=4.35
timesteps=1392896 - 1408256, avg episodic return=3.27
timesteps=1392896 - 1408256, avg episodic return=2.93
timesteps=1403136 - 1408256, avg episodic return=2.60
timesteps=1409280 - 1419520, avg episodic return=3.77
timesteps=1414400 - 1424640, avg episodic return=3.10
timesteps=1409280 - 1409280, avg episodic return=3.10
timesteps=1425664 - 1441024, avg episodic return=3.35
timesteps=1425664 - 1441024, avg episodic return=3.10
timesteps=1425664 - 1425664, avg episodic return=3.10
timesteps=1442048 - 1447168, avg episodic return=4.10
timesteps=1452288 - 1457408, avg episodic return=2.85
timesteps=1457408 - 1457408, avg episodic return=3.10
timesteps=1463552 - 1473792, avg episodic return=3.10
timesteps=1458432 - 1473792, avg episodic return=4.10
timesteps=1458432 - 1473792, avg episodic return=3.10
timesteps=1474816 - 1490176, avg episodic return=3.90
timesteps=1485056 - 1490176, avg episodic return=2.60
timesteps=1474816 - 1490176, avg episodic return=3.43
timesteps=1496320 - 1501440, avg episodic return=4.43
timesteps=1501440 - 1506560, avg episodic return=3.77
timesteps=1501440 - 1501440, avg episodic return=4.10
timesteps=1517824 - 1522944, avg episodic return=4.10
timesteps=1522944 - 1522944, avg episodic return=5.10
timesteps=1522944 - 1522944, avg episodic return=4.10
timesteps=1523968 - 1539328, avg episodic return=3.77
timesteps=1523968 - 1529088, avg episodic return=3.43
timesteps=1523968 - 1539328, avg episodic return=6.60
timesteps=1545472 - 1555712, avg episodic return=2.60
timesteps=1540352 - 1555712, avg episodic return=3.50
timesteps=1545472 - 1545472, avg episodic return=5.10
timesteps=1556736 - 1566976, avg episodic return=4.43
timesteps=1572096 - 1572096, avg episodic return=2.10
timesteps=1556736 - 1561856, avg episodic return=3.43
timesteps=1578240 - 1588480, avg episodic return=3.50
timesteps=1588480 - 1588480, avg episodic return=3.10
timesteps=1573120 - 1583360, avg episodic return=2.96
timesteps=1589504 - 1599744, avg episodic return=4.10
timesteps=1589504 - 1604864, avg episodic return=3.10
timesteps=1594624 - 1604864, avg episodic return=2.60
timesteps=1605888 - 1616128, avg episodic return=3.77
timesteps=1605888 - 1621248, avg episodic return=3.27
timesteps=1616128 - 1621248, avg episodic return=3.10
timesteps=1637632 - 1637632, avg episodic return=4.10
timesteps=1622272 - 1637632, avg episodic return=3.10
timesteps=1638656 - 1654016, avg episodic return=1.77
timesteps=1643776 - 1648896, avg episodic return=4.43
timesteps=1638656 - 1654016, avg episodic return=3.43
timesteps=1660160 - 1670400, avg episodic return=2.90
timesteps=1665280 - 1670400, avg episodic return=2.43
timesteps=1660160 - 1665280, avg episodic return=3.43
timesteps=1676544 - 1676544, avg episodic return=4.10
timesteps=1676544 - 1681664, avg episodic return=2.85
timesteps=1676544 - 1686784, avg episodic return=3.10
timesteps=1687808 - 1698048, avg episodic return=3.70
timesteps=1687808 - 1687808, avg episodic return=4.10
