## SLURM PROLOG ###############################################################
##    Job ID : 8517581
##  Job Name : runs_rocksample_11_11_transformer
##  Nodelist : gpu2107
##      CPUs : 
##  Mem/Node : 32768 MB
## Directory : /oscar/home/kguo32/pobax/scripts/launching
##   Job Started : Sat Feb 22 08:01:27 PM EST 2025
###############################################################################
obs (49,)
timesteps=3728424 - 3729384, avg episodic return=10.00
timesteps=3728424 - 3729384, avg episodic return=10.00
timesteps=3728392 - 3729384, avg episodic return=9.73
timesteps=3728392 - 3729384, avg episodic return=10.00
timesteps=3729448 - 3730376, avg episodic return=10.00
timesteps=3729480 - 3730408, avg episodic return=10.00
timesteps=3729416 - 3730376, avg episodic return=10.00
timesteps=3729416 - 3730376, avg episodic return=10.00
timesteps=3729416 - 3730376, avg episodic return=10.00
timesteps=3730472 - 3731432, avg episodic return=10.00
timesteps=3730440 - 3731432, avg episodic return=10.00
timesteps=3730440 - 3731432, avg episodic return=10.00
timesteps=3730472 - 3731432, avg episodic return=10.00
timesteps=3730440 - 3731432, avg episodic return=10.00
timesteps=3731464 - 3732392, avg episodic return=10.00
timesteps=3731464 - 3732456, avg episodic return=10.00
timesteps=3731496 - 3732456, avg episodic return=10.00
timesteps=3731464 - 3732424, avg episodic return=10.00
timesteps=3731528 - 3732456, avg episodic return=10.00
timesteps=3732488 - 3733480, avg episodic return=10.00
timesteps=3732488 - 3733480, avg episodic return=10.00
timesteps=3732488 - 3733384, avg episodic return=10.00
timesteps=3732552 - 3733480, avg episodic return=10.00
timesteps=3732488 - 3733480, avg episodic return=10.00
timesteps=3733512 - 3734440, avg episodic return=10.00
timesteps=3733512 - 3734504, avg episodic return=10.00
timesteps=3733512 - 3734504, avg episodic return=10.00
timesteps=3733512 - 3734504, avg episodic return=10.00
timesteps=3733512 - 3734504, avg episodic return=10.00
timesteps=3734536 - 3735496, avg episodic return=10.00
timesteps=3734536 - 3735528, avg episodic return=10.00
timesteps=3734536 - 3735528, avg episodic return=10.00
timesteps=3734536 - 3735528, avg episodic return=10.00
timesteps=3734536 - 3735496, avg episodic return=10.00
timesteps=3735560 - 3736520, avg episodic return=10.53
timesteps=3735560 - 3736520, avg episodic return=10.00
timesteps=3735560 - 3736520, avg episodic return=10.00
timesteps=3735560 - 3736552, avg episodic return=10.00
timesteps=3735560 - 3736456, avg episodic return=10.00
timesteps=3736616 - 3737576, avg episodic return=10.00
timesteps=3736616 - 3737576, avg episodic return=10.00
timesteps=3736584 - 3737544, avg episodic return=10.00
timesteps=3736584 - 3737576, avg episodic return=10.00
timesteps=3736616 - 3737576, avg episodic return=10.00
timesteps=3737608 - 3738536, avg episodic return=10.00
timesteps=3737608 - 3738600, avg episodic return=10.00
timesteps=3737608 - 3738600, avg episodic return=10.00
timesteps=3737640 - 3738600, avg episodic return=10.00
timesteps=3737608 - 3738600, avg episodic return=10.00
timesteps=3738760 - 3739624, avg episodic return=10.00
timesteps=3738632 - 3739624, avg episodic return=10.00
timesteps=3738664 - 3739624, avg episodic return=10.00
timesteps=3738632 - 3739624, avg episodic return=10.00
timesteps=3738632 - 3739624, avg episodic return=10.00
timesteps=3739688 - 3740616, avg episodic return=10.00
timesteps=3739656 - 3740648, avg episodic return=10.00
timesteps=3739656 - 3740648, avg episodic return=10.00
timesteps=3739656 - 3740648, avg episodic return=10.00
timesteps=3739656 - 3740648, avg episodic return=10.00
timesteps=3740712 - 3741672, avg episodic return=10.00
timesteps=3740680 - 3741672, avg episodic return=10.00
timesteps=3740680 - 3741640, avg episodic return=10.00
timesteps=3740712 - 3741640, avg episodic return=10.00
timesteps=3740680 - 3741672, avg episodic return=10.00
timesteps=3741736 - 3742696, avg episodic return=10.00
timesteps=3741704 - 3742696, avg episodic return=10.00
timesteps=3741704 - 3742696, avg episodic return=10.00
timesteps=3741704 - 3742696, avg episodic return=10.00
timesteps=3741704 - 3742696, avg episodic return=10.00
timesteps=3742760 - 3743688, avg episodic return=10.00
timesteps=3742728 - 3743720, avg episodic return=10.00
timesteps=3742760 - 3743720, avg episodic return=10.00
timesteps=3742792 - 3743720, avg episodic return=10.00
timesteps=3742728 - 3743720, avg episodic return=10.00
timesteps=3743816 - 3744744, avg episodic return=10.00
timesteps=3743752 - 3744744, avg episodic return=10.00
timesteps=3743752 - 3744744, avg episodic return=10.00
timesteps=3743784 - 3744680, avg episodic return=10.00
timesteps=3743784 - 3744744, avg episodic return=10.00
timesteps=3744776 - 3745768, avg episodic return=10.00
timesteps=3744776 - 3745768, avg episodic return=10.00
timesteps=3744776 - 3745768, avg episodic return=10.00
timesteps=3744808 - 3745768, avg episodic return=10.00
timesteps=3744776 - 3745768, avg episodic return=10.00
timesteps=3745800 - 3746792, avg episodic return=10.00
timesteps=3745800 - 3746792, avg episodic return=10.00
timesteps=3745800 - 3746792, avg episodic return=10.00
timesteps=3745800 - 3746792, avg episodic return=10.00
timesteps=3745896 - 3746792, avg episodic return=10.00
timesteps=3746888 - 3747816, avg episodic return=10.00
timesteps=3746824 - 3747816, avg episodic return=10.00
timesteps=3746824 - 3747816, avg episodic return=10.00
timesteps=3746824 - 3747816, avg episodic return=10.00
timesteps=3746824 - 3747816, avg episodic return=10.00
timesteps=3747848 - 3748744, avg episodic return=10.00
timesteps=3747848 - 3748840, avg episodic return=10.00
timesteps=3747848 - 3748840, avg episodic return=10.00
timesteps=3747880 - 3748840, avg episodic return=10.00
timesteps=3747944 - 3748840, avg episodic return=10.00
timesteps=3748872 - 3749832, avg episodic return=10.00
timesteps=3748904 - 3749864, avg episodic return=10.00
timesteps=3748872 - 3749864, avg episodic return=10.00
timesteps=3748872 - 3749864, avg episodic return=10.00
timesteps=3748872 - 3749864, avg episodic return=10.00
timesteps=3749960 - 3750856, avg episodic return=10.00
timesteps=3749928 - 3750888, avg episodic return=10.00
timesteps=3749960 - 3750888, avg episodic return=10.00
timesteps=3749896 - 3750888, avg episodic return=10.00
timesteps=3749896 - 3750888, avg episodic return=10.00
timesteps=3750920 - 3751912, avg episodic return=10.00
timesteps=3750920 - 3751880, avg episodic return=10.00
timesteps=3750920 - 3751912, avg episodic return=10.00
timesteps=3750920 - 3751912, avg episodic return=10.00
timesteps=3750920 - 3751912, avg episodic return=10.00
timesteps=3751976 - 3752840, avg episodic return=10.00
timesteps=3751976 - 3752904, avg episodic return=10.00
timesteps=3751944 - 3752936, avg episodic return=10.00
timesteps=3751976 - 3752904, avg episodic return=10.00
timesteps=3751944 - 3752904, avg episodic return=10.00
timesteps=3752968 - 3753960, avg episodic return=10.00
timesteps=3752968 - 3753960, avg episodic return=10.00
timesteps=3752968 - 3753960, avg episodic return=10.00
timesteps=3752968 - 3753960, avg episodic return=10.00
timesteps=3752968 - 3753960, avg episodic return=10.00
timesteps=3753992 - 3754984, avg episodic return=10.00
timesteps=3753992 - 3754984, avg episodic return=10.00
timesteps=3754024 - 3754984, avg episodic return=10.00
timesteps=3753992 - 3754952, avg episodic return=10.00
timesteps=3753992 - 3754984, avg episodic return=10.00
timesteps=3755080 - 3756008, avg episodic return=10.00
timesteps=3755080 - 3756008, avg episodic return=10.00
timesteps=3755016 - 3756008, avg episodic return=10.00
timesteps=3755048 - 3755976, avg episodic return=10.00
timesteps=3755048 - 3756008, avg episodic return=10.00
timesteps=3756104 - 3757032, avg episodic return=10.40
timesteps=3756040 - 3757032, avg episodic return=10.00
timesteps=3756040 - 3757000, avg episodic return=10.00
timesteps=3756040 - 3756968, avg episodic return=10.00
timesteps=3756040 - 3757032, avg episodic return=10.00
timesteps=3757096 - 3757960, avg episodic return=10.00
timesteps=3757096 - 3757960, avg episodic return=10.00
timesteps=3757064 - 3758056, avg episodic return=10.00
timesteps=3757096 - 3758056, avg episodic return=10.00
timesteps=3757064 - 3758056, avg episodic return=10.00
timesteps=3758120 - 3759048, avg episodic return=10.00
timesteps=3758088 - 3759080, avg episodic return=10.00
timesteps=3758088 - 3759048, avg episodic return=10.00
timesteps=3758088 - 3759080, avg episodic return=10.00
timesteps=3758088 - 3759080, avg episodic return=10.00
timesteps=3759112 - 3760072, avg episodic return=10.00
timesteps=3759112 - 3760104, avg episodic return=10.00
timesteps=3759112 - 3760104, avg episodic return=10.00
timesteps=3759112 - 3760104, avg episodic return=10.00
timesteps=3759144 - 3760072, avg episodic return=10.00
timesteps=3760328 - 3761128, avg episodic return=10.00
timesteps=3760136 - 3761032, avg episodic return=10.00
timesteps=3760136 - 3761128, avg episodic return=10.00
timesteps=3760136 - 3761128, avg episodic return=10.00
timesteps=3760136 - 3761128, avg episodic return=10.00
timesteps=3761160 - 3762152, avg episodic return=10.32
timesteps=3761160 - 3762152, avg episodic return=10.00
timesteps=3761192 - 3762152, avg episodic return=10.00
timesteps=3761160 - 3762152, avg episodic return=10.00
timesteps=3761160 - 3762152, avg episodic return=10.00
timesteps=3762248 - 3763176, avg episodic return=10.00
timesteps=3762280 - 3763176, avg episodic return=10.00
timesteps=3762216 - 3763144, avg episodic return=10.00
timesteps=3762184 - 3763144, avg episodic return=10.00
timesteps=3762184 - 3763176, avg episodic return=10.00
timesteps=3763240 - 3764136, avg episodic return=10.00
timesteps=3763208 - 3764168, avg episodic return=10.00
timesteps=3763304 - 3764200, avg episodic return=10.00
timesteps=3763208 - 3764200, avg episodic return=10.00
timesteps=3763208 - 3764168, avg episodic return=10.00
timesteps=3764328 - 3765128, avg episodic return=10.00
timesteps=3764232 - 3765224, avg episodic return=10.00
timesteps=3764232 - 3765224, avg episodic return=10.00
timesteps=3764232 - 3765160, avg episodic return=10.00
timesteps=3764232 - 3765224, avg episodic return=10.00
timesteps=3765256 - 3766248, avg episodic return=10.00
timesteps=3765288 - 3766248, avg episodic return=10.00
timesteps=3765256 - 3766216, avg episodic return=10.00
timesteps=3765256 - 3766216, avg episodic return=10.00
timesteps=3765256 - 3766184, avg episodic return=10.00
timesteps=3766280 - 3767240, avg episodic return=10.00
timesteps=3766280 - 3767272, avg episodic return=10.00
timesteps=3766280 - 3767272, avg episodic return=10.00
timesteps=3766312 - 3767272, avg episodic return=10.00
timesteps=3766280 - 3767272, avg episodic return=10.00
timesteps=3767304 - 3768296, avg episodic return=10.00
timesteps=3767304 - 3768296, avg episodic return=10.00
timesteps=3767304 - 3768296, avg episodic return=10.00
timesteps=3767304 - 3768296, avg episodic return=10.00
timesteps=3767304 - 3768264, avg episodic return=10.00
timesteps=3768360 - 3769320, avg episodic return=10.00
timesteps=3768328 - 3769320, avg episodic return=10.00
timesteps=3768360 - 3769320, avg episodic return=10.00
timesteps=3768328 - 3769320, avg episodic return=10.00
timesteps=3768328 - 3769320, avg episodic return=10.00
timesteps=3769352 - 3770280, avg episodic return=10.00
timesteps=3769384 - 3770344, avg episodic return=10.00
timesteps=3769352 - 3770312, avg episodic return=10.00
timesteps=3769384 - 3770344, avg episodic return=10.00
timesteps=3769384 - 3770344, avg episodic return=10.00
timesteps=3770408 - 3771336, avg episodic return=10.00
timesteps=3770376 - 3771368, avg episodic return=10.00
timesteps=3770376 - 3771368, avg episodic return=10.00
timesteps=3770376 - 3771368, avg episodic return=10.00
timesteps=3770376 - 3771368, avg episodic return=10.00
timesteps=3771400 - 3772392, avg episodic return=10.00
timesteps=3771400 - 3772360, avg episodic return=10.00
timesteps=3771400 - 3772392, avg episodic return=10.00
timesteps=3771400 - 3772392, avg episodic return=10.00
timesteps=3771432 - 3772392, avg episodic return=10.00
timesteps=3772424 - 3773416, avg episodic return=10.00
timesteps=3772424 - 3773416, avg episodic return=10.00
timesteps=3772424 - 3773416, avg episodic return=10.00
timesteps=3772456 - 3773416, avg episodic return=10.00
timesteps=3772424 - 3773416, avg episodic return=10.00
timesteps=3773448 - 3774440, avg episodic return=10.00
timesteps=3773480 - 3774408, avg episodic return=10.00
timesteps=3773448 - 3774440, avg episodic return=10.00
timesteps=3773448 - 3774440, avg episodic return=10.00
timesteps=3773448 - 3774440, avg episodic return=10.00
timesteps=3774504 - 3775464, avg episodic return=10.00
timesteps=3774536 - 3775464, avg episodic return=10.00
timesteps=3774504 - 3775464, avg episodic return=10.00
timesteps=3774472 - 3775432, avg episodic return=10.00
timesteps=3774536 - 3775432, avg episodic return=10.00
timesteps=3775528 - 3776488, avg episodic return=10.00
timesteps=3775496 - 3776488, avg episodic return=10.00
timesteps=3775560 - 3776424, avg episodic return=10.00
timesteps=3775496 - 3776488, avg episodic return=10.00
timesteps=3775496 - 3776488, avg episodic return=10.00
timesteps=3776520 - 3777480, avg episodic return=10.00
timesteps=3776552 - 3777512, avg episodic return=10.00
timesteps=3776520 - 3777480, avg episodic return=10.00
timesteps=3776520 - 3777512, avg episodic return=10.00
timesteps=3776520 - 3777512, avg episodic return=10.00
timesteps=3777576 - 3778536, avg episodic return=10.00
timesteps=3777544 - 3778536, avg episodic return=10.00
timesteps=3777544 - 3778536, avg episodic return=10.00
timesteps=3777544 - 3778536, avg episodic return=10.00
timesteps=3777544 - 3778536, avg episodic return=10.00
timesteps=3778568 - 3779560, avg episodic return=10.00
timesteps=3778568 - 3779560, avg episodic return=10.00
timesteps=3778568 - 3779560, avg episodic return=10.00
timesteps=3778568 - 3779560, avg episodic return=10.00
timesteps=3778568 - 3779560, avg episodic return=10.00
timesteps=3779656 - 3780584, avg episodic return=10.00
timesteps=3779592 - 3780584, avg episodic return=10.00
timesteps=3779656 - 3780552, avg episodic return=10.00
timesteps=3779592 - 3780584, avg episodic return=10.00
timesteps=3779656 - 3780584, avg episodic return=10.00
timesteps=3780616 - 3781544, avg episodic return=9.57
timesteps=3780616 - 3781576, avg episodic return=10.00
timesteps=3780616 - 3781608, avg episodic return=10.00
timesteps=3780616 - 3781608, avg episodic return=10.00
timesteps=3780616 - 3781544, avg episodic return=10.00
timesteps=3781672 - 3782600, avg episodic return=10.00
timesteps=3781640 - 3782632, avg episodic return=10.00
timesteps=3781640 - 3782632, avg episodic return=10.00
timesteps=3781640 - 3782632, avg episodic return=10.00
timesteps=3781672 - 3782632, avg episodic return=10.00
timesteps=3782664 - 3783624, avg episodic return=10.00
timesteps=3782664 - 3783560, avg episodic return=10.00
timesteps=3782664 - 3783656, avg episodic return=10.00
timesteps=3782664 - 3783592, avg episodic return=10.00
timesteps=3782664 - 3783656, avg episodic return=10.00
timesteps=3783688 - 3784680, avg episodic return=10.00
timesteps=3783688 - 3784680, avg episodic return=10.00
timesteps=3783688 - 3784648, avg episodic return=10.00
timesteps=3783688 - 3784680, avg episodic return=10.00
timesteps=3783688 - 3784616, avg episodic return=10.00
timesteps=3784808 - 3785704, avg episodic return=10.00
timesteps=3784712 - 3785672, avg episodic return=10.00
timesteps=3784744 - 3785672, avg episodic return=10.00
timesteps=3784712 - 3785672, avg episodic return=10.00
timesteps=3784712 - 3785704, avg episodic return=10.00
timesteps=3785736 - 3786696, avg episodic return=10.37
timesteps=3785736 - 3786728, avg episodic return=10.00
timesteps=3785736 - 3786728, avg episodic return=10.00
timesteps=3785736 - 3786696, avg episodic return=10.00
timesteps=3785736 - 3786728, avg episodic return=10.00
timesteps=3786760 - 3787720, avg episodic return=10.00
timesteps=3786792 - 3787752, avg episodic return=10.00
timesteps=3786760 - 3787752, avg episodic return=10.00
