## SLURM PROLOG ###############################################################
##    Job ID : 8516935
##  Job Name : runs_craftax_transformer
##  Nodelist : gpu2115
##      CPUs : 
##  Mem/Node : 32768 MB
## Directory : /oscar/home/kguo32/pobax/scripts/launching
##   Job Started : Sat Feb 22 03:51:13 PM EST 2025
###############################################################################
Loading Craftax textures from cache.
Textures successfully loaded from cache.
obs (27, 33, 3)
Network params number: 2631456
timesteps=15616 - 15616, avg episodic return=0.10
timesteps=10496 - 10496, avg episodic return=-0.90
timesteps=32000 - 32000, avg episodic return=0.10
timesteps=21760 - 21760, avg episodic return=0.10
timesteps=33024 - 48384, avg episodic return=0.60
timesteps=33024 - 48384, avg episodic return=0.60
timesteps=54528 - 64768, avg episodic return=1.10
timesteps=54528 - 54528, avg episodic return=1.10
timesteps=49408 - 64768, avg episodic return=0.93
timesteps=70912 - 81152, avg episodic return=0.70
timesteps=76032 - 81152, avg episodic return=1.43
timesteps=65792 - 81152, avg episodic return=0.93
timesteps=82176 - 97536, avg episodic return=0.85
timesteps=82176 - 97536, avg episodic return=0.30
timesteps=87296 - 97536, avg episodic return=0.43
timesteps=98560 - 113920, avg episodic return=0.90
timesteps=98560 - 108800, avg episodic return=1.10
timesteps=125184 - 130304, avg episodic return=1.70
timesteps=120064 - 125184, avg episodic return=2.60
timesteps=114944 - 130304, avg episodic return=1.35
timesteps=136448 - 136448, avg episodic return=0.10
timesteps=136448 - 146688, avg episodic return=2.35
timesteps=131328 - 146688, avg episodic return=0.85
timesteps=152832 - 163072, avg episodic return=1.35
timesteps=152832 - 152832, avg episodic return=2.10
timesteps=152832 - 157952, avg episodic return=1.60
timesteps=174336 - 179456, avg episodic return=1.60
timesteps=164096 - 174336, avg episodic return=2.10
timesteps=179456 - 179456, avg episodic return=2.10
timesteps=180480 - 190720, avg episodic return=1.60
timesteps=185600 - 195840, avg episodic return=1.10
timesteps=180480 - 195840, avg episodic return=0.70
timesteps=196864 - 207104, avg episodic return=1.60
timesteps=196864 - 212224, avg episodic return=0.56
timesteps=196864 - 201984, avg episodic return=0.43
timesteps=223488 - 228608, avg episodic return=1.10
timesteps=218368 - 228608, avg episodic return=1.10
timesteps=213248 - 228608, avg episodic return=1.43
timesteps=234752 - 244992, avg episodic return=1.77
timesteps=229632 - 244992, avg episodic return=-0.23
timesteps=234752 - 244992, avg episodic return=0.60
timesteps=246016 - 261376, avg episodic return=0.77
timesteps=251136 - 261376, avg episodic return=1.43
timesteps=246016 - 261376, avg episodic return=1.10
timesteps=262400 - 277760, avg episodic return=1.10
timesteps=272640 - 272640, avg episodic return=0.10
timesteps=267520 - 267520, avg episodic return=3.10
timesteps=278784 - 289024, avg episodic return=2.10
timesteps=283904 - 294144, avg episodic return=3.10
timesteps=278784 - 283904, avg episodic return=1.10
timesteps=295168 - 310528, avg episodic return=1.35
timesteps=295168 - 310528, avg episodic return=1.30
timesteps=295168 - 310528, avg episodic return=1.60
timesteps=311552 - 326912, avg episodic return=2.35
timesteps=311552 - 321792, avg episodic return=1.35
timesteps=316672 - 316672, avg episodic return=0.10
timesteps=333056 - 333056, avg episodic return=0.10
timesteps=327936 - 343296, avg episodic return=1.10
timesteps=333056 - 343296, avg episodic return=1.43
timesteps=349440 - 359680, avg episodic return=1.60
timesteps=344320 - 359680, avg episodic return=1.93
timesteps=344320 - 359680, avg episodic return=0.90
timesteps=360704 - 370944, avg episodic return=1.77
timesteps=370944 - 370944, avg episodic return=0.10
timesteps=370944 - 370944, avg episodic return=0.10
timesteps=377088 - 392448, avg episodic return=1.77
timesteps=377088 - 392448, avg episodic return=0.60
timesteps=382208 - 392448, avg episodic return=1.35
timesteps=393472 - 408832, avg episodic return=1.60
timesteps=393472 - 408832, avg episodic return=1.39
timesteps=403712 - 408832, avg episodic return=0.35
timesteps=414976 - 425216, avg episodic return=0.43
timesteps=414976 - 425216, avg episodic return=1.30
timesteps=409856 - 425216, avg episodic return=1.27
timesteps=431360 - 431360, avg episodic return=3.10
timesteps=426240 - 441600, avg episodic return=1.10
timesteps=431360 - 441600, avg episodic return=1.35
timesteps=447744 - 457984, avg episodic return=-0.40
timesteps=442624 - 457984, avg episodic return=3.10
timesteps=442624 - 457984, avg episodic return=1.70
timesteps=459008 - 474368, avg episodic return=1.50
timesteps=459008 - 474368, avg episodic return=2.10
timesteps=459008 - 474368, avg episodic return=1.50
timesteps=475392 - 485632, avg episodic return=1.10
timesteps=475392 - 490752, avg episodic return=1.60
timesteps=475392 - 490752, avg episodic return=0.77
timesteps=496896 - 507136, avg episodic return=1.60
timesteps=491776 - 502016, avg episodic return=0.90
timesteps=491776 - 507136, avg episodic return=1.30
timesteps=508160 - 523520, avg episodic return=2.35
timesteps=508160 - 518400, avg episodic return=1.35
timesteps=513280 - 518400, avg episodic return=2.10
timesteps=524544 - 534784, avg episodic return=0.60
timesteps=524544 - 539904, avg episodic return=1.10
timesteps=524544 - 539904, avg episodic return=1.99
timesteps=546048 - 546048, avg episodic return=2.10
timesteps=546048 - 556288, avg episodic return=1.85
timesteps=540928 - 556288, avg episodic return=2.10
timesteps=557312 - 562432, avg episodic return=1.43
timesteps=557312 - 572672, avg episodic return=1.70
timesteps=557312 - 572672, avg episodic return=1.50
timesteps=573696 - 583936, avg episodic return=0.70
timesteps=573696 - 589056, avg episodic return=2.10
timesteps=573696 - 589056, avg episodic return=1.10
timesteps=590080 - 605440, avg episodic return=2.60
timesteps=590080 - 605440, avg episodic return=1.35
timesteps=590080 - 605440, avg episodic return=2.53
timesteps=606464 - 616704, avg episodic return=1.60
timesteps=606464 - 616704, avg episodic return=1.60
timesteps=606464 - 616704, avg episodic return=2.60
timesteps=622848 - 638208, avg episodic return=2.10
timesteps=633088 - 638208, avg episodic return=1.10
timesteps=633088 - 633088, avg episodic return=2.10
timesteps=644352 - 654592, avg episodic return=1.39
timesteps=639232 - 649472, avg episodic return=2.35
timesteps=639232 - 649472, avg episodic return=2.60
timesteps=655616 - 655616, avg episodic return=1.10
timesteps=655616 - 670976, avg episodic return=1.60
timesteps=655616 - 670976, avg episodic return=1.53
timesteps=682240 - 682240, avg episodic return=1.10
timesteps=672000 - 687360, avg episodic return=1.67
timesteps=677120 - 687360, avg episodic return=1.85
timesteps=688384 - 703744, avg episodic return=1.10
timesteps=693504 - 703744, avg episodic return=1.50
timesteps=688384 - 698624, avg episodic return=1.85
timesteps=720128 - 720128, avg episodic return=0.10
timesteps=704768 - 720128, avg episodic return=2.96
timesteps=709888 - 720128, avg episodic return=2.10
timesteps=721152 - 736512, avg episodic return=1.10
timesteps=726272 - 731392, avg episodic return=1.60
timesteps=721152 - 736512, avg episodic return=2.30
timesteps=737536 - 752896, avg episodic return=1.90
timesteps=737536 - 747776, avg episodic return=1.10
timesteps=737536 - 752896, avg episodic return=1.60
timesteps=753920 - 769280, avg episodic return=1.10
timesteps=753920 - 769280, avg episodic return=0.85
timesteps=753920 - 769280, avg episodic return=1.24
timesteps=775424 - 780544, avg episodic return=2.85
timesteps=770304 - 775424, avg episodic return=1.60
timesteps=770304 - 785664, avg episodic return=1.50
timesteps=786688 - 802048, avg episodic return=2.35
timesteps=796928 - 802048, avg episodic return=2.70
timesteps=791808 - 802048, avg episodic return=1.43
timesteps=803072 - 818432, avg episodic return=1.85
timesteps=803072 - 813312, avg episodic return=0.93
timesteps=808192 - 818432, avg episodic return=1.60
timesteps=819456 - 834816, avg episodic return=1.85
timesteps=819456 - 834816, avg episodic return=2.21
timesteps=824576 - 834816, avg episodic return=2.85
timesteps=846080 - 851200, avg episodic return=1.77
timesteps=835840 - 846080, avg episodic return=2.30
timesteps=851200 - 851200, avg episodic return=1.10
timesteps=862464 - 867584, avg episodic return=1.60
timesteps=852224 - 867584, avg episodic return=1.35
timesteps=852224 - 867584, avg episodic return=3.77
timesteps=873728 - 878848, avg episodic return=0.60
timesteps=868608 - 873728, avg episodic return=1.10
timesteps=868608 - 878848, avg episodic return=2.10
timesteps=884992 - 900352, avg episodic return=2.30
timesteps=884992 - 900352, avg episodic return=2.35
timesteps=884992 - 890112, avg episodic return=1.77
timesteps=901376 - 916736, avg episodic return=2.10
timesteps=901376 - 916736, avg episodic return=2.60
timesteps=922880 - 928000, avg episodic return=2.10
timesteps=917760 - 933120, avg episodic return=2.70
timesteps=928000 - 933120, avg episodic return=2.43
timesteps=939264 - 939264, avg episodic return=1.10
timesteps=934144 - 944384, avg episodic return=2.10
timesteps=950528 - 965888, avg episodic return=2.39
timesteps=950528 - 965888, avg episodic return=1.77
timesteps=950528 - 965888, avg episodic return=1.98
timesteps=966912 - 982272, avg episodic return=3.30
timesteps=966912 - 977152, avg episodic return=2.77
timesteps=966912 - 982272, avg episodic return=2.10
timesteps=983296 - 993536, avg episodic return=3.35
timesteps=983296 - 998656, avg episodic return=1.10
timesteps=983296 - 983296, avg episodic return=2.10
timesteps=1004800 - 1015040, avg episodic return=2.30
timesteps=1004800 - 1009920, avg episodic return=1.10
timesteps=1004800 - 1015040, avg episodic return=2.10
timesteps=1016064 - 1031424, avg episodic return=2.43
timesteps=1016064 - 1026304, avg episodic return=3.10
timesteps=1016064 - 1026304, avg episodic return=3.60
timesteps=1037568 - 1037568, avg episodic return=3.10
timesteps=1032448 - 1037568, avg episodic return=3.10
timesteps=1042688 - 1047808, avg episodic return=3.10
timesteps=1048832 - 1059072, avg episodic return=2.77
timesteps=1048832 - 1064192, avg episodic return=2.10
timesteps=1048832 - 1064192, avg episodic return=1.85
timesteps=1065216 - 1080576, avg episodic return=2.35
timesteps=1070336 - 1075456, avg episodic return=1.77
timesteps=1080576 - 1080576, avg episodic return=3.10
timesteps=1081600 - 1096960, avg episodic return=3.10
timesteps=1081600 - 1096960, avg episodic return=2.27
timesteps=1081600 - 1096960, avg episodic return=2.60
timesteps=1113344 - 1113344, avg episodic return=2.10
timesteps=1097984 - 1113344, avg episodic return=2.10
timesteps=1108224 - 1108224, avg episodic return=2.10
timesteps=1114368 - 1119488, avg episodic return=2.77
timesteps=1114368 - 1119488, avg episodic return=3.43
timesteps=1119488 - 1119488, avg episodic return=4.10
timesteps=1135872 - 1140992, avg episodic return=3.60
timesteps=1130752 - 1146112, avg episodic return=2.70
timesteps=1130752 - 1146112, avg episodic return=3.50
timesteps=1147136 - 1162496, avg episodic return=2.60
timesteps=1152256 - 1162496, avg episodic return=3.30
timesteps=1147136 - 1162496, avg episodic return=2.77
timesteps=1173760 - 1173760, avg episodic return=2.60
timesteps=1163520 - 1173760, avg episodic return=3.10
timesteps=1163520 - 1178880, avg episodic return=1.96
timesteps=1185024 - 1195264, avg episodic return=2.77
timesteps=1179904 - 1195264, avg episodic return=2.53
timesteps=1179904 - 1195264, avg episodic return=2.90
timesteps=1196288 - 1211648, avg episodic return=2.90
timesteps=1201408 - 1211648, avg episodic return=2.43
timesteps=1201408 - 1211648, avg episodic return=2.85
timesteps=1212672 - 1222912, avg episodic return=3.35
timesteps=1212672 - 1228032, avg episodic return=2.60
timesteps=1212672 - 1228032, avg episodic return=4.10
timesteps=1229056 - 1239296, avg episodic return=3.30
timesteps=1239296 - 1239296, avg episodic return=1.10
timesteps=1234176 - 1244416, avg episodic return=3.81
timesteps=1245440 - 1250560, avg episodic return=2.90
timesteps=1245440 - 1250560, avg episodic return=3.10
timesteps=1260800 - 1260800, avg episodic return=2.10
timesteps=1261824 - 1266944, avg episodic return=3.10
timesteps=1261824 - 1277184, avg episodic return=3.10
timesteps=1266944 - 1277184, avg episodic return=3.10
timesteps=1278208 - 1293568, avg episodic return=3.66
timesteps=1278208 - 1293568, avg episodic return=3.60
timesteps=1278208 - 1293568, avg episodic return=3.10
timesteps=1294592 - 1304832, avg episodic return=2.60
timesteps=1299712 - 1309952, avg episodic return=3.43
timesteps=1299712 - 1309952, avg episodic return=3.43
timesteps=1316096 - 1316096, avg episodic return=2.10
timesteps=1310976 - 1326336, avg episodic return=2.60
timesteps=1316096 - 1316096, avg episodic return=2.10
timesteps=1327360 - 1342720, avg episodic return=2.77
timesteps=1327360 - 1337600, avg episodic return=2.93
timesteps=1327360 - 1342720, avg episodic return=2.85
timesteps=1348864 - 1359104, avg episodic return=2.85
timesteps=1343744 - 1353984, avg episodic return=2.67
timesteps=1343744 - 1359104, avg episodic return=2.85
timesteps=1370368 - 1370368, avg episodic return=2.10
timesteps=1360128 - 1375488, avg episodic return=3.50
timesteps=1360128 - 1365248, avg episodic return=3.43
timesteps=1381632 - 1391872, avg episodic return=3.10
timesteps=1376512 - 1386752, avg episodic return=2.10
timesteps=1381632 - 1391872, avg episodic return=3.35
timesteps=1392896 - 1392896, avg episodic return=3.10
timesteps=1403136 - 1408256, avg episodic return=3.10
timesteps=1403136 - 1403136, avg episodic return=6.10
timesteps=1419520 - 1424640, avg episodic return=3.43
timesteps=1409280 - 1424640, avg episodic return=2.54
timesteps=1425664 - 1425664, avg episodic return=3.10
timesteps=1425664 - 1441024, avg episodic return=3.10
timesteps=1425664 - 1435904, avg episodic return=3.77
timesteps=1447168 - 1457408, avg episodic return=2.67
timesteps=1447168 - 1447168, avg episodic return=2.10
timesteps=1468672 - 1473792, avg episodic return=2.60
timesteps=1458432 - 1463552, avg episodic return=3.10
timesteps=1458432 - 1463552, avg episodic return=3.10
timesteps=1474816 - 1485056, avg episodic return=3.10
timesteps=1474816 - 1490176, avg episodic return=3.60
timesteps=1474816 - 1490176, avg episodic return=3.10
timesteps=1491200 - 1506560, avg episodic return=2.77
timesteps=1496320 - 1506560, avg episodic return=2.60
timesteps=1491200 - 1501440, avg episodic return=2.85
timesteps=1512704 - 1522944, avg episodic return=2.77
timesteps=1507584 - 1512704, avg episodic return=3.60
timesteps=1507584 - 1517824, avg episodic return=3.10
timesteps=1523968 - 1529088, avg episodic return=2.70
timesteps=1534208 - 1539328, avg episodic return=3.77
timesteps=1539328 - 1539328, avg episodic return=2.10
timesteps=1540352 - 1555712, avg episodic return=3.10
timesteps=1540352 - 1555712, avg episodic return=2.77
timesteps=1556736 - 1572096, avg episodic return=3.10
timesteps=1572096 - 1572096, avg episodic return=3.10
timesteps=1556736 - 1556736, avg episodic return=3.10
timesteps=1573120 - 1588480, avg episodic return=3.60
timesteps=1573120 - 1583360, avg episodic return=2.10
timesteps=1583360 - 1583360, avg episodic return=2.60
timesteps=1589504 - 1604864, avg episodic return=2.93
timesteps=1589504 - 1604864, avg episodic return=2.85
timesteps=1594624 - 1604864, avg episodic return=3.10
timesteps=1611008 - 1616128, avg episodic return=2.60
timesteps=1611008 - 1621248, avg episodic return=3.10
timesteps=1616128 - 1616128, avg episodic return=2.70
timesteps=1622272 - 1637632, avg episodic return=3.10
timesteps=1627392 - 1627392, avg episodic return=3.10
timesteps=1622272 - 1627392, avg episodic return=3.10
timesteps=1638656 - 1654016, avg episodic return=3.10
timesteps=1638656 - 1648896, avg episodic return=2.93
timesteps=1643776 - 1654016, avg episodic return=3.10
timesteps=1655040 - 1670400, avg episodic return=3.10
timesteps=1655040 - 1670400, avg episodic return=3.10
timesteps=1660160 - 1665280, avg episodic return=3.60
timesteps=1671424 - 1681664, avg episodic return=1.43
timesteps=1671424 - 1681664, avg episodic return=3.43
timesteps=1681664 - 1686784, avg episodic return=3.10
timesteps=1687808 - 1703168, avg episodic return=3.85
timesteps=1687808 - 1703168, avg episodic return=2.93
