## SLURM PROLOG ###############################################################
##    Job ID : 8516918
##  Job Name : runs_craftax_transformer
##  Nodelist : gpu2101
##      CPUs : 
##  Mem/Node : 32768 MB
## Directory : /oscar/home/kguo32/pobax/scripts/launching
##   Job Started : Sat Feb 22 03:32:23 PM EST 2025
###############################################################################
Loading Craftax textures from cache.
Textures successfully loaded from cache.
obs (27, 33, 3)
Network params number: 2631456
timesteps=15616 - 15616, avg episodic return=0.10
timesteps=1540352 - 1550592, avg episodic return=3.35
timesteps=1545472 - 1555712, avg episodic return=3.10
timesteps=1566976 - 1566976, avg episodic return=3.10
timesteps=1561856 - 1572096, avg episodic return=3.10
timesteps=1561856 - 1561856, avg episodic return=2.10
timesteps=1573120 - 1588480, avg episodic return=2.54
timesteps=1578240 - 1578240, avg episodic return=2.10
timesteps=1578240 - 1583360, avg episodic return=2.10
timesteps=1589504 - 1604864, avg episodic return=1.93
timesteps=1589504 - 1604864, avg episodic return=2.60
timesteps=1589504 - 1604864, avg episodic return=2.10
timesteps=1605888 - 1616128, avg episodic return=1.60
timesteps=1605888 - 1616128, avg episodic return=2.67
timesteps=1621248 - 1621248, avg episodic return=1.10
timesteps=1627392 - 1632512, avg episodic return=2.60
timesteps=1622272 - 1637632, avg episodic return=3.10
timesteps=1622272 - 1637632, avg episodic return=2.85
timesteps=1638656 - 1648896, avg episodic return=1.60
timesteps=1638656 - 1643776, avg episodic return=3.10
timesteps=1638656 - 1654016, avg episodic return=2.39
timesteps=1655040 - 1665280, avg episodic return=2.77
timesteps=1660160 - 1670400, avg episodic return=2.70
timesteps=1660160 - 1670400, avg episodic return=2.70
timesteps=1671424 - 1686784, avg episodic return=2.90
timesteps=1676544 - 1686784, avg episodic return=3.77
timesteps=1676544 - 1681664, avg episodic return=2.10
timesteps=1687808 - 1703168, avg episodic return=3.30
timesteps=1687808 - 1703168, avg episodic return=2.60
timesteps=1687808 - 1703168, avg episodic return=2.60
timesteps=1714432 - 1719552, avg episodic return=2.60
timesteps=1704192 - 1719552, avg episodic return=2.10
timesteps=1725696 - 1735936, avg episodic return=2.10
timesteps=1720576 - 1730816, avg episodic return=3.10
timesteps=1720576 - 1735936, avg episodic return=2.90
timesteps=1736960 - 1752320, avg episodic return=2.50
timesteps=1742080 - 1752320, avg episodic return=3.77
timesteps=1752320 - 1752320, avg episodic return=2.60
timesteps=1763584 - 1768704, avg episodic return=2.39
timesteps=1753344 - 1768704, avg episodic return=2.60
timesteps=1753344 - 1768704, avg episodic return=2.85
timesteps=1769728 - 1779968, avg episodic return=2.60
timesteps=1769728 - 1785088, avg episodic return=2.43
timesteps=1774848 - 1785088, avg episodic return=3.10
timesteps=1786112 - 1801472, avg episodic return=2.77
timesteps=1791232 - 1796352, avg episodic return=2.10
timesteps=1786112 - 1801472, avg episodic return=2.93
timesteps=1817856 - 1817856, avg episodic return=2.10
timesteps=1802496 - 1817856, avg episodic return=3.10
timesteps=1807616 - 1817856, avg episodic return=2.43
timesteps=1818880 - 1834240, avg episodic return=2.10
timesteps=1829120 - 1834240, avg episodic return=2.35
timesteps=1818880 - 1834240, avg episodic return=3.24
timesteps=1840384 - 1840384, avg episodic return=2.43
timesteps=1835264 - 1845504, avg episodic return=3.10
timesteps=1835264 - 1835264, avg episodic return=3.10
timesteps=1856768 - 1867008, avg episodic return=2.60
timesteps=1867008 - 1867008, avg episodic return=2.10
timesteps=1851648 - 1861888, avg episodic return=2.70
timesteps=1868032 - 1868032, avg episodic return=3.10
timesteps=1868032 - 1883392, avg episodic return=2.53
timesteps=1873152 - 1883392, avg episodic return=2.10
timesteps=1884416 - 1894656, avg episodic return=2.35
timesteps=1894656 - 1899776, avg episodic return=2.10
timesteps=1884416 - 1894656, avg episodic return=2.77
timesteps=1900800 - 1900800, avg episodic return=1.10
timesteps=1916160 - 1916160, avg episodic return=3.10
timesteps=1900800 - 1916160, avg episodic return=3.77
timesteps=1917184 - 1932544, avg episodic return=3.27
timesteps=1917184 - 1932544, avg episodic return=2.27
timesteps=1917184 - 1932544, avg episodic return=2.77
timesteps=1933568 - 1943808, avg episodic return=2.35
timesteps=1933568 - 1943808, avg episodic return=2.50
timesteps=1933568 - 1948928, avg episodic return=2.50
timesteps=1960192 - 1965312, avg episodic return=2.60
timesteps=1949952 - 1965312, avg episodic return=2.96
timesteps=1955072 - 1965312, avg episodic return=2.35
timesteps=1971456 - 1981696, avg episodic return=2.10
timesteps=1966336 - 1966336, avg episodic return=1.10
timesteps=1966336 - 1981696, avg episodic return=2.88
timesteps=1982720 - 1982720, avg episodic return=4.10
timesteps=1982720 - 1987840, avg episodic return=2.10
timesteps=1982720 - 1998080, avg episodic return=3.27
timesteps=1999104 - 2014464, avg episodic return=2.50
timesteps=2004224 - 2004224, avg episodic return=2.10
timesteps=1999104 - 2009344, avg episodic return=3.50
timesteps=2020608 - 2020608, avg episodic return=2.10
timesteps=2015488 - 2030848, avg episodic return=3.93
timesteps=2015488 - 2025728, avg episodic return=2.85
timesteps=2036992 - 2047232, avg episodic return=1.85
timesteps=2036992 - 2047232, avg episodic return=2.85
timesteps=2031872 - 2047232, avg episodic return=3.30
timesteps=2048256 - 2063616, avg episodic return=2.77
timesteps=2053376 - 2063616, avg episodic return=4.10
timesteps=2048256 - 2058496, avg episodic return=2.10
timesteps=2064640 - 2074880, avg episodic return=2.27
timesteps=2069760 - 2074880, avg episodic return=2.85
timesteps=2064640 - 2069760, avg episodic return=3.35
timesteps=2086144 - 2096384, avg episodic return=3.30
timesteps=2081024 - 2096384, avg episodic return=2.96
timesteps=2096384 - 2096384, avg episodic return=5.10
timesteps=2097408 - 2112768, avg episodic return=2.60
timesteps=2097408 - 2107648, avg episodic return=2.60
timesteps=2097408 - 2112768, avg episodic return=2.50
timesteps=2113792 - 2124032, avg episodic return=1.77
timesteps=2113792 - 2129152, avg episodic return=2.60
timesteps=2113792 - 2129152, avg episodic return=2.60
timesteps=2130176 - 2135296, avg episodic return=2.10
timesteps=2135296 - 2145536, avg episodic return=1.85
timesteps=2130176 - 2145536, avg episodic return=2.60
timesteps=2146560 - 2156800, avg episodic return=3.10
timesteps=2146560 - 2151680, avg episodic return=2.43
timesteps=2146560 - 2156800, avg episodic return=3.35
timesteps=2162944 - 2168064, avg episodic return=2.10
timesteps=2162944 - 2178304, avg episodic return=2.43
timesteps=2162944 - 2178304, avg episodic return=2.10
timesteps=2179328 - 2189568, avg episodic return=2.10
timesteps=2184448 - 2184448, avg episodic return=2.60
timesteps=2179328 - 2189568, avg episodic return=2.60
timesteps=2200832 - 2211072, avg episodic return=1.50
timesteps=2195712 - 2211072, avg episodic return=2.60
timesteps=2200832 - 2211072, avg episodic return=2.27
timesteps=2217216 - 2222336, avg episodic return=3.43
timesteps=2212096 - 2227456, avg episodic return=2.10
timesteps=2217216 - 2227456, avg episodic return=2.35
timesteps=2228480 - 2243840, avg episodic return=2.43
timesteps=2243840 - 2243840, avg episodic return=2.43
timesteps=2228480 - 2243840, avg episodic return=2.60
timesteps=2249984 - 2249984, avg episodic return=3.10
timesteps=2244864 - 2260224, avg episodic return=2.50
timesteps=2244864 - 2255104, avg episodic return=2.60
timesteps=2261248 - 2271488, avg episodic return=1.60
timesteps=2266368 - 2276608, avg episodic return=2.35
timesteps=2261248 - 2271488, avg episodic return=3.60
timesteps=2292992 - 2292992, avg episodic return=1.10
timesteps=2277632 - 2292992, avg episodic return=2.23
timesteps=2277632 - 2287872, avg episodic return=2.60
timesteps=2294016 - 2309376, avg episodic return=2.35
timesteps=2299136 - 2299136, avg episodic return=3.10
timesteps=2294016 - 2304256, avg episodic return=3.10
timesteps=2310400 - 2315520, avg episodic return=3.10
timesteps=2310400 - 2320640, avg episodic return=2.10
timesteps=2320640 - 2325760, avg episodic return=2.85
timesteps=2331904 - 2331904, avg episodic return=3.10
timesteps=2326784 - 2342144, avg episodic return=2.50
timesteps=2326784 - 2337024, avg episodic return=2.90
timesteps=2348288 - 2358528, avg episodic return=2.10
timesteps=2343168 - 2358528, avg episodic return=1.77
timesteps=2353408 - 2358528, avg episodic return=1.10
timesteps=2359552 - 2374912, avg episodic return=2.67
timesteps=2359552 - 2369792, avg episodic return=3.10
timesteps=2359552 - 2369792, avg episodic return=2.10
timesteps=2386176 - 2386176, avg episodic return=1.10
timesteps=2381056 - 2391296, avg episodic return=2.43
timesteps=2386176 - 2386176, avg episodic return=3.10
timesteps=2392320 - 2397440, avg episodic return=2.60
timesteps=2392320 - 2402560, avg episodic return=3.77
timesteps=2392320 - 2407680, avg episodic return=2.60
timesteps=2408704 - 2424064, avg episodic return=3.10
timesteps=2408704 - 2424064, avg episodic return=3.39
timesteps=2408704 - 2418944, avg episodic return=1.60
timesteps=2425088 - 2430208, avg episodic return=2.85
timesteps=2425088 - 2440448, avg episodic return=3.10
timesteps=2425088 - 2440448, avg episodic return=1.77
timesteps=2441472 - 2451712, avg episodic return=1.10
timesteps=2451712 - 2456832, avg episodic return=3.10
timesteps=2446592 - 2456832, avg episodic return=3.10
timesteps=2457856 - 2457856, avg episodic return=2.10
timesteps=2462976 - 2462976, avg episodic return=3.10
timesteps=2462976 - 2462976, avg episodic return=3.10
timesteps=2474240 - 2489600, avg episodic return=2.60
timesteps=2474240 - 2489600, avg episodic return=3.10
timesteps=2479360 - 2484480, avg episodic return=2.10
timesteps=2495744 - 2505984, avg episodic return=3.10
timesteps=2495744 - 2505984, avg episodic return=2.43
timesteps=2490624 - 2500864, avg episodic return=4.10
timesteps=2517248 - 2522368, avg episodic return=3.60
timesteps=2507008 - 2522368, avg episodic return=3.35
timesteps=2512128 - 2512128, avg episodic return=3.10
timesteps=2528512 - 2528512, avg episodic return=1.60
timesteps=2523392 - 2533632, avg episodic return=2.77
timesteps=2523392 - 2533632, avg episodic return=3.43
timesteps=2544896 - 2555136, avg episodic return=2.35
timesteps=2539776 - 2555136, avg episodic return=1.96
timesteps=2539776 - 2550016, avg episodic return=3.10
timesteps=2556160 - 2571520, avg episodic return=2.10
timesteps=2556160 - 2571520, avg episodic return=1.77
timesteps=2556160 - 2561280, avg episodic return=2.43
timesteps=2582784 - 2582784, avg episodic return=2.10
timesteps=2577664 - 2587904, avg episodic return=3.10
timesteps=2572544 - 2587904, avg episodic return=2.43
timesteps=2588928 - 2604288, avg episodic return=2.43
timesteps=2599168 - 2599168, avg episodic return=3.10
timesteps=2605312 - 2615552, avg episodic return=2.10
timesteps=2615552 - 2620672, avg episodic return=2.10
timesteps=2610432 - 2620672, avg episodic return=2.85
timesteps=2631936 - 2637056, avg episodic return=3.10
timesteps=2621696 - 2637056, avg episodic return=3.10
timesteps=2631936 - 2631936, avg episodic return=3.10
timesteps=2638080 - 2653440, avg episodic return=2.60
timesteps=2638080 - 2653440, avg episodic return=3.10
timesteps=2638080 - 2653440, avg episodic return=2.85
timesteps=2664704 - 2669824, avg episodic return=1.43
timesteps=2654464 - 2669824, avg episodic return=2.30
timesteps=2654464 - 2669824, avg episodic return=2.10
timesteps=2681088 - 2686208, avg episodic return=1.60
timesteps=2670848 - 2686208, avg episodic return=2.85
timesteps=2670848 - 2686208, avg episodic return=1.96
timesteps=2687232 - 2697472, avg episodic return=3.70
timesteps=2687232 - 2702592, avg episodic return=3.43
timesteps=2687232 - 2702592, avg episodic return=2.85
timesteps=2703616 - 2718976, avg episodic return=3.10
timesteps=2703616 - 2718976, avg episodic return=2.35
timesteps=2713856 - 2718976, avg episodic return=3.10
timesteps=2720000 - 2735360, avg episodic return=1.60
timesteps=2720000 - 2735360, avg episodic return=2.85
timesteps=2725120 - 2735360, avg episodic return=3.43
timesteps=2736384 - 2746624, avg episodic return=1.43
timesteps=2741504 - 2751744, avg episodic return=2.50
timesteps=2751744 - 2751744, avg episodic return=3.10
timesteps=2752768 - 2763008, avg episodic return=2.10
timesteps=2763008 - 2768128, avg episodic return=2.60
timesteps=2752768 - 2768128, avg episodic return=2.43
timesteps=2774272 - 2784512, avg episodic return=1.93
timesteps=2779392 - 2784512, avg episodic return=2.60
timesteps=2774272 - 2779392, avg episodic return=3.10
timesteps=2785536 - 2790656, avg episodic return=1.77
timesteps=2795776 - 2795776, avg episodic return=4.10
timesteps=2785536 - 2790656, avg episodic return=2.77
timesteps=2817280 - 2817280, avg episodic return=2.10
timesteps=2801920 - 2817280, avg episodic return=3.60
timesteps=2801920 - 2807040, avg episodic return=2.77
timesteps=2823424 - 2828544, avg episodic return=2.77
timesteps=2818304 - 2833664, avg episodic return=1.43
timesteps=2828544 - 2833664, avg episodic return=2.43
timesteps=2839808 - 2844928, avg episodic return=2.77
timesteps=2834688 - 2844928, avg episodic return=2.70
timesteps=2834688 - 2850048, avg episodic return=2.43
timesteps=2851072 - 2866432, avg episodic return=2.93
timesteps=2851072 - 2861312, avg episodic return=2.10
timesteps=2851072 - 2866432, avg episodic return=1.85
timesteps=2867456 - 2882816, avg episodic return=2.77
timesteps=2877696 - 2882816, avg episodic return=3.10
timesteps=2867456 - 2882816, avg episodic return=2.20
timesteps=2883840 - 2899200, avg episodic return=1.50
timesteps=2883840 - 2899200, avg episodic return=2.23
timesteps=2883840 - 2888960, avg episodic return=3.24
timesteps=2900224 - 2915584, avg episodic return=2.85
timesteps=2900224 - 2900224, avg episodic return=3.10
timesteps=2905344 - 2905344, avg episodic return=3.10
timesteps=2916608 - 2921728, avg episodic return=3.35
timesteps=2916608 - 2926848, avg episodic return=2.90
timesteps=2916608 - 2931968, avg episodic return=2.35
timesteps=2943232 - 2943232, avg episodic return=3.10
timesteps=2932992 - 2943232, avg episodic return=2.85
timesteps=2938112 - 2943232, avg episodic return=3.43
timesteps=2954496 - 2954496, avg episodic return=2.10
timesteps=2949376 - 2954496, avg episodic return=2.10
timesteps=2965760 - 2976000, avg episodic return=3.60
timesteps=2965760 - 2981120, avg episodic return=3.10
timesteps=2965760 - 2981120, avg episodic return=2.81
timesteps=2982144 - 2992384, avg episodic return=3.35
timesteps=2992384 - 2997504, avg episodic return=1.43
timesteps=2982144 - 2997504, avg episodic return=2.60
