## SLURM PROLOG ###############################################################
##    Job ID : 8516922
##  Job Name : runs_craftax_transformer
##  Nodelist : gpu2103
##      CPUs : 
##  Mem/Node : 32768 MB
## Directory : /oscar/home/kguo32/pobax/scripts/launching
##   Job Started : Sat Feb 22 03:41:07 PM EST 2025
###############################################################################
Loading Craftax textures from cache.
Textures successfully loaded from cache.
obs (27, 33, 3)
Network params number: 2631456
timesteps=15616 - 15616, avg episodic return=0.10
timesteps=1692928 - 1692928, avg episodic return=4.10
timesteps=1704192 - 1714432, avg episodic return=3.10
timesteps=1709312 - 1714432, avg episodic return=2.10
timesteps=1709312 - 1719552, avg episodic return=3.77
timesteps=1720576 - 1735936, avg episodic return=3.35
timesteps=1730816 - 1730816, avg episodic return=1.10
timesteps=1725696 - 1735936, avg episodic return=4.60
timesteps=1736960 - 1752320, avg episodic return=3.10
timesteps=1736960 - 1752320, avg episodic return=2.10
timesteps=1742080 - 1752320, avg episodic return=3.30
timesteps=1758464 - 1758464, avg episodic return=3.10
timesteps=1753344 - 1763584, avg episodic return=3.10
timesteps=1753344 - 1763584, avg episodic return=4.30
timesteps=1769728 - 1779968, avg episodic return=2.10
timesteps=1769728 - 1785088, avg episodic return=1.81
timesteps=1769728 - 1785088, avg episodic return=5.43
timesteps=1786112 - 1801472, avg episodic return=2.10
timesteps=1786112 - 1786112, avg episodic return=1.10
timesteps=1786112 - 1801472, avg episodic return=3.60
timesteps=1802496 - 1807616, avg episodic return=1.60
timesteps=1802496 - 1812736, avg episodic return=1.96
timesteps=1802496 - 1812736, avg episodic return=3.93
timesteps=1818880 - 1834240, avg episodic return=2.85
timesteps=1818880 - 1834240, avg episodic return=2.60
timesteps=1818880 - 1834240, avg episodic return=4.10
timesteps=1840384 - 1850624, avg episodic return=2.60
timesteps=1835264 - 1850624, avg episodic return=1.85
timesteps=1840384 - 1850624, avg episodic return=4.85
timesteps=1851648 - 1867008, avg episodic return=2.35
timesteps=1851648 - 1867008, avg episodic return=2.30
timesteps=1851648 - 1867008, avg episodic return=3.43
timesteps=1868032 - 1873152, avg episodic return=3.10
timesteps=1878272 - 1883392, avg episodic return=1.10
timesteps=1868032 - 1883392, avg episodic return=5.10
timesteps=1889536 - 1899776, avg episodic return=3.10
timesteps=1884416 - 1899776, avg episodic return=2.35
timesteps=1884416 - 1899776, avg episodic return=4.27
timesteps=1911040 - 1916160, avg episodic return=3.10
timesteps=1900800 - 1916160, avg episodic return=2.85
timesteps=1905920 - 1905920, avg episodic return=4.10
timesteps=1922304 - 1927424, avg episodic return=2.60
timesteps=1917184 - 1932544, avg episodic return=2.10
timesteps=1922304 - 1932544, avg episodic return=4.10
timesteps=1938688 - 1948928, avg episodic return=3.10
timesteps=1933568 - 1948928, avg episodic return=2.77
timesteps=1948928 - 1948928, avg episodic return=2.10
timesteps=1949952 - 1965312, avg episodic return=2.10
timesteps=1955072 - 1965312, avg episodic return=4.60
timesteps=1966336 - 1976576, avg episodic return=2.35
timesteps=1966336 - 1981696, avg episodic return=2.27
timesteps=1971456 - 1976576, avg episodic return=4.10
timesteps=1982720 - 1998080, avg episodic return=2.50
timesteps=1982720 - 1998080, avg episodic return=2.73
timesteps=1982720 - 1992960, avg episodic return=4.10
timesteps=2009344 - 2014464, avg episodic return=2.85
timesteps=2004224 - 2014464, avg episodic return=2.10
timesteps=2004224 - 2004224, avg episodic return=5.10
timesteps=2015488 - 2030848, avg episodic return=2.43
timesteps=2015488 - 2020608, avg episodic return=3.10
timesteps=2015488 - 2025728, avg episodic return=4.60
timesteps=2036992 - 2047232, avg episodic return=2.77
timesteps=2036992 - 2047232, avg episodic return=3.43
timesteps=2042112 - 2047232, avg episodic return=5.10
timesteps=2063616 - 2063616, avg episodic return=3.10
timesteps=2048256 - 2063616, avg episodic return=3.35
timesteps=2063616 - 2063616, avg episodic return=3.10
timesteps=2069760 - 2074880, avg episodic return=2.60
timesteps=2069760 - 2080000, avg episodic return=2.77
timesteps=2064640 - 2080000, avg episodic return=4.77
timesteps=2091264 - 2091264, avg episodic return=2.10
timesteps=2086144 - 2096384, avg episodic return=2.10
timesteps=2081024 - 2091264, avg episodic return=3.10
timesteps=2102528 - 2107648, avg episodic return=2.10
timesteps=2112768 - 2112768, avg episodic return=2.10
timesteps=2097408 - 2112768, avg episodic return=4.24
timesteps=2113792 - 2124032, avg episodic return=2.85
timesteps=2113792 - 2118912, avg episodic return=1.77
timesteps=2118912 - 2129152, avg episodic return=4.43
timesteps=2130176 - 2140416, avg episodic return=2.43
timesteps=2130176 - 2140416, avg episodic return=3.30
timesteps=2130176 - 2145536, avg episodic return=5.10
timesteps=2151680 - 2161920, avg episodic return=3.30
timesteps=2146560 - 2156800, avg episodic return=2.43
timesteps=2146560 - 2161920, avg episodic return=4.30
timesteps=2162944 - 2178304, avg episodic return=2.85
timesteps=2173184 - 2173184, avg episodic return=3.10
timesteps=2162944 - 2168064, avg episodic return=3.85
timesteps=2179328 - 2189568, avg episodic return=2.85
timesteps=2179328 - 2194688, avg episodic return=2.39
timesteps=2179328 - 2194688, avg episodic return=4.60
timesteps=2195712 - 2211072, avg episodic return=3.60
timesteps=2195712 - 2211072, avg episodic return=2.30
timesteps=2195712 - 2205952, avg episodic return=4.35
timesteps=2212096 - 2227456, avg episodic return=2.43
timesteps=2217216 - 2222336, avg episodic return=3.77
timesteps=2212096 - 2227456, avg episodic return=4.30
timesteps=2238720 - 2238720, avg episodic return=3.10
timesteps=2228480 - 2243840, avg episodic return=3.90
timesteps=2228480 - 2238720, avg episodic return=3.10
timesteps=2249984 - 2260224, avg episodic return=2.10
timesteps=2260224 - 2260224, avg episodic return=0.10
timesteps=2260224 - 2260224, avg episodic return=4.60
timesteps=2266368 - 2276608, avg episodic return=2.50
timesteps=2261248 - 2276608, avg episodic return=2.35
timesteps=2261248 - 2276608, avg episodic return=4.77
timesteps=2282752 - 2292992, avg episodic return=2.27
timesteps=2277632 - 2292992, avg episodic return=2.90
timesteps=2277632 - 2287872, avg episodic return=3.70
timesteps=2294016 - 2309376, avg episodic return=3.50
timesteps=2299136 - 2304256, avg episodic return=2.43
timesteps=2294016 - 2299136, avg episodic return=3.60
timesteps=2310400 - 2315520, avg episodic return=2.85
timesteps=2310400 - 2325760, avg episodic return=2.50
timesteps=2310400 - 2325760, avg episodic return=3.50
timesteps=2331904 - 2342144, avg episodic return=2.60
timesteps=2326784 - 2337024, avg episodic return=4.60
timesteps=2348288 - 2358528, avg episodic return=3.10
timesteps=2343168 - 2358528, avg episodic return=2.43
timesteps=2353408 - 2353408, avg episodic return=4.60
timesteps=2364672 - 2374912, avg episodic return=2.77
timesteps=2359552 - 2374912, avg episodic return=2.50
timesteps=2359552 - 2364672, avg episodic return=4.50
timesteps=2375936 - 2375936, avg episodic return=3.60
timesteps=2381056 - 2391296, avg episodic return=3.35
timesteps=2375936 - 2386176, avg episodic return=4.60
timesteps=2397440 - 2402560, avg episodic return=2.50
timesteps=2397440 - 2407680, avg episodic return=3.35
timesteps=2407680 - 2407680, avg episodic return=4.85
timesteps=2408704 - 2424064, avg episodic return=3.35
timesteps=2413824 - 2424064, avg episodic return=3.60
timesteps=2408704 - 2424064, avg episodic return=4.10
timesteps=2435328 - 2440448, avg episodic return=2.93
timesteps=2425088 - 2440448, avg episodic return=3.60
timesteps=2425088 - 2440448, avg episodic return=4.35
timesteps=2441472 - 2451712, avg episodic return=3.50
timesteps=2446592 - 2456832, avg episodic return=2.70
timesteps=2441472 - 2451712, avg episodic return=5.10
timesteps=2462976 - 2473216, avg episodic return=3.10
timesteps=2462976 - 2468096, avg episodic return=3.10
timesteps=2457856 - 2473216, avg episodic return=5.10
timesteps=2474240 - 2479360, avg episodic return=2.10
timesteps=2474240 - 2489600, avg episodic return=3.10
timesteps=2474240 - 2489600, avg episodic return=3.43
timesteps=2495744 - 2505984, avg episodic return=2.60
timesteps=2490624 - 2500864, avg episodic return=2.96
timesteps=2495744 - 2500864, avg episodic return=3.10
timesteps=2507008 - 2517248, avg episodic return=2.50
timesteps=2507008 - 2522368, avg episodic return=1.90
timesteps=2507008 - 2522368, avg episodic return=4.60
timesteps=2528512 - 2538752, avg episodic return=3.10
timesteps=2523392 - 2538752, avg episodic return=3.70
timesteps=2523392 - 2538752, avg episodic return=5.35
timesteps=2544896 - 2555136, avg episodic return=2.60
timesteps=2539776 - 2539776, avg episodic return=3.10
timesteps=2539776 - 2555136, avg episodic return=4.53
timesteps=2561280 - 2571520, avg episodic return=2.30
timesteps=2556160 - 2571520, avg episodic return=2.30
timesteps=2556160 - 2571520, avg episodic return=5.10
timesteps=2572544 - 2587904, avg episodic return=2.30
timesteps=2572544 - 2587904, avg episodic return=3.60
timesteps=2577664 - 2587904, avg episodic return=4.60
timesteps=2594048 - 2594048, avg episodic return=3.10
timesteps=2599168 - 2599168, avg episodic return=3.60
timesteps=2588928 - 2594048, avg episodic return=3.77
timesteps=2615552 - 2615552, avg episodic return=3.60
timesteps=2610432 - 2620672, avg episodic return=2.85
timesteps=2605312 - 2620672, avg episodic return=5.10
timesteps=2621696 - 2637056, avg episodic return=2.30
timesteps=2621696 - 2631936, avg episodic return=2.60
timesteps=2648320 - 2648320, avg episodic return=4.10
timesteps=2638080 - 2648320, avg episodic return=3.10
timesteps=2638080 - 2648320, avg episodic return=3.85
timesteps=2654464 - 2669824, avg episodic return=2.39
timesteps=2654464 - 2669824, avg episodic return=2.10
timesteps=2654464 - 2669824, avg episodic return=5.35
timesteps=2681088 - 2686208, avg episodic return=2.43
timesteps=2670848 - 2686208, avg episodic return=3.43
timesteps=2670848 - 2681088, avg episodic return=3.85
timesteps=2692352 - 2702592, avg episodic return=3.30
timesteps=2687232 - 2702592, avg episodic return=3.30
timesteps=2692352 - 2702592, avg episodic return=4.60
timesteps=2703616 - 2718976, avg episodic return=3.10
timesteps=2708736 - 2718976, avg episodic return=2.90
timesteps=2703616 - 2703616, avg episodic return=5.10
timesteps=2725120 - 2725120, avg episodic return=1.10
timesteps=2720000 - 2730240, avg episodic return=3.10
timesteps=2720000 - 2735360, avg episodic return=3.43
timesteps=2736384 - 2741504, avg episodic return=3.77
timesteps=2736384 - 2751744, avg episodic return=3.10
timesteps=2736384 - 2746624, avg episodic return=5.43
timesteps=2752768 - 2768128, avg episodic return=1.60
timesteps=2757888 - 2768128, avg episodic return=3.77
timesteps=2757888 - 2768128, avg episodic return=6.30
timesteps=2769152 - 2769152, avg episodic return=1.10
timesteps=2784512 - 2784512, avg episodic return=3.10
timesteps=2769152 - 2784512, avg episodic return=4.35
timesteps=2785536 - 2800896, avg episodic return=1.85
timesteps=2785536 - 2800896, avg episodic return=3.67
timesteps=2790656 - 2800896, avg episodic return=5.85
timesteps=2807040 - 2812160, avg episodic return=1.77
timesteps=2807040 - 2807040, avg episodic return=4.10
timesteps=2801920 - 2812160, avg episodic return=4.30
timesteps=2823424 - 2833664, avg episodic return=1.93
timesteps=2818304 - 2828544, avg episodic return=6.10
timesteps=2834688 - 2844928, avg episodic return=2.85
timesteps=2834688 - 2850048, avg episodic return=3.10
timesteps=2834688 - 2850048, avg episodic return=4.27
timesteps=2856192 - 2866432, avg episodic return=2.77
timesteps=2856192 - 2866432, avg episodic return=3.85
timesteps=2856192 - 2861312, avg episodic return=4.43
timesteps=2882816 - 2882816, avg episodic return=1.10
timesteps=2872576 - 2882816, avg episodic return=3.43
timesteps=2867456 - 2882816, avg episodic return=5.90
timesteps=2883840 - 2894080, avg episodic return=3.10
timesteps=2883840 - 2899200, avg episodic return=4.10
timesteps=2888960 - 2899200, avg episodic return=6.60
timesteps=2900224 - 2915584, avg episodic return=3.54
timesteps=2900224 - 2915584, avg episodic return=2.60
timesteps=2900224 - 2910464, avg episodic return=5.35
timesteps=2916608 - 2926848, avg episodic return=3.10
timesteps=2916608 - 2931968, avg episodic return=3.43
timesteps=2926848 - 2931968, avg episodic return=5.43
timesteps=2932992 - 2948352, avg episodic return=3.48
timesteps=2932992 - 2948352, avg episodic return=3.85
timesteps=2954496 - 2954496, avg episodic return=3.10
timesteps=2954496 - 2964736, avg episodic return=2.35
timesteps=2949376 - 2954496, avg episodic return=3.10
timesteps=2970880 - 2981120, avg episodic return=2.60
timesteps=2970880 - 2970880, avg episodic return=1.10
timesteps=2965760 - 2976000, avg episodic return=3.85
timesteps=2987264 - 2987264, avg episodic return=3.10
timesteps=2987264 - 2997504, avg episodic return=2.60
timesteps=2982144 - 2997504, avg episodic return=4.85
