## SLURM PROLOG ###############################################################
##    Job ID : 8516922
##  Job Name : runs_craftax_transformer
##  Nodelist : gpu2103
##      CPUs : 
##  Mem/Node : 32768 MB
## Directory : /oscar/home/kguo32/pobax/scripts/launching
##   Job Started : Sat Feb 22 03:41:07 PM EST 2025
###############################################################################
Loading Craftax textures from cache.
Textures successfully loaded from cache.
obs (27, 33, 3)
Network params number: 2631456
timesteps=15616 - 15616, avg episodic return=0.10
timesteps=10496 - 10496, avg episodic return=-0.90
timesteps=32000 - 32000, avg episodic return=0.10
timesteps=26880 - 32000, avg episodic return=-0.40
timesteps=33024 - 48384, avg episodic return=1.10
timesteps=33024 - 48384, avg episodic return=0.60
timesteps=48384 - 48384, avg episodic return=1.10
timesteps=54528 - 59648, avg episodic return=1.43
timesteps=49408 - 59648, avg episodic return=-0.40
timesteps=54528 - 54528, avg episodic return=1.60
timesteps=65792 - 81152, avg episodic return=1.77
timesteps=65792 - 81152, avg episodic return=1.60
timesteps=65792 - 70912, avg episodic return=2.10
timesteps=82176 - 97536, avg episodic return=2.60
timesteps=87296 - 97536, avg episodic return=0.85
timesteps=82176 - 92416, avg episodic return=3.60
timesteps=108800 - 113920, avg episodic return=1.77
timesteps=98560 - 113920, avg episodic return=1.70
timesteps=98560 - 98560, avg episodic return=1.10
timesteps=114944 - 130304, avg episodic return=2.27
timesteps=130304 - 130304, avg episodic return=3.10
timesteps=114944 - 130304, avg episodic return=2.10
timesteps=131328 - 136448, avg episodic return=3.10
timesteps=131328 - 141568, avg episodic return=3.43
timesteps=146688 - 146688, avg episodic return=2.10
timesteps=147712 - 163072, avg episodic return=2.77
timesteps=147712 - 157952, avg episodic return=1.30
timesteps=152832 - 157952, avg episodic return=2.77
timesteps=169216 - 174336, avg episodic return=3.10
timesteps=164096 - 179456, avg episodic return=3.60
timesteps=169216 - 179456, avg episodic return=2.35
timesteps=180480 - 195840, avg episodic return=2.30
timesteps=180480 - 195840, avg episodic return=3.10
timesteps=180480 - 195840, avg episodic return=2.90
timesteps=196864 - 201984, avg episodic return=2.43
timesteps=207104 - 212224, avg episodic return=2.43
timesteps=196864 - 212224, avg episodic return=3.48
timesteps=223488 - 228608, avg episodic return=2.77
timesteps=229632 - 239872, avg episodic return=2.85
timesteps=229632 - 244992, avg episodic return=2.43
timesteps=244992 - 244992, avg episodic return=2.10
timesteps=246016 - 256256, avg episodic return=2.10
timesteps=246016 - 261376, avg episodic return=3.10
timesteps=246016 - 251136, avg episodic return=2.77
timesteps=262400 - 262400, avg episodic return=2.10
timesteps=272640 - 277760, avg episodic return=2.43
timesteps=262400 - 272640, avg episodic return=2.30
timesteps=278784 - 289024, avg episodic return=1.50
timesteps=278784 - 283904, avg episodic return=2.43
timesteps=289024 - 294144, avg episodic return=2.10
timesteps=300288 - 310528, avg episodic return=1.67
timesteps=295168 - 305408, avg episodic return=2.30
timesteps=295168 - 310528, avg episodic return=2.10
timesteps=316672 - 326912, avg episodic return=1.93
timesteps=311552 - 326912, avg episodic return=3.50
timesteps=316672 - 326912, avg episodic return=2.10
timesteps=327936 - 343296, avg episodic return=1.90
timesteps=338176 - 343296, avg episodic return=2.10
timesteps=327936 - 343296, avg episodic return=2.85
timesteps=344320 - 359680, avg episodic return=1.85
timesteps=344320 - 349440, avg episodic return=2.60
timesteps=344320 - 354560, avg episodic return=2.77
timesteps=360704 - 376064, avg episodic return=2.30
timesteps=360704 - 365824, avg episodic return=2.10
timesteps=370944 - 370944, avg episodic return=2.77
timesteps=377088 - 382208, avg episodic return=2.10
timesteps=387328 - 387328, avg episodic return=2.10
timesteps=393472 - 398592, avg episodic return=2.60
timesteps=398592 - 408832, avg episodic return=2.43
timesteps=403712 - 408832, avg episodic return=2.60
timesteps=409856 - 425216, avg episodic return=2.10
timesteps=409856 - 425216, avg episodic return=2.48
timesteps=431360 - 436480, avg episodic return=1.43
timesteps=426240 - 436480, avg episodic return=3.10
timesteps=431360 - 441600, avg episodic return=2.60
timesteps=442624 - 447744, avg episodic return=2.43
timesteps=442624 - 457984, avg episodic return=2.43
timesteps=452864 - 457984, avg episodic return=3.10
timesteps=464128 - 474368, avg episodic return=2.10
timesteps=459008 - 474368, avg episodic return=2.96
timesteps=464128 - 474368, avg episodic return=2.35
timesteps=475392 - 490752, avg episodic return=2.85
timesteps=475392 - 485632, avg episodic return=3.10
timesteps=475392 - 490752, avg episodic return=3.10
timesteps=496896 - 507136, avg episodic return=1.90
timesteps=496896 - 502016, avg episodic return=3.10
timesteps=507136 - 507136, avg episodic return=3.10
timesteps=508160 - 523520, avg episodic return=2.77
timesteps=508160 - 523520, avg episodic return=1.70
timesteps=513280 - 518400, avg episodic return=3.60
timesteps=529664 - 539904, avg episodic return=2.10
timesteps=524544 - 539904, avg episodic return=2.10
timesteps=524544 - 539904, avg episodic return=2.60
timesteps=540928 - 556288, avg episodic return=1.90
timesteps=546048 - 556288, avg episodic return=2.77
timesteps=546048 - 551168, avg episodic return=3.10
timesteps=557312 - 562432, avg episodic return=2.10
timesteps=557312 - 572672, avg episodic return=1.43
timesteps=557312 - 572672, avg episodic return=2.43
timesteps=573696 - 589056, avg episodic return=1.70
timesteps=573696 - 589056, avg episodic return=2.43
timesteps=590080 - 590080, avg episodic return=2.60
timesteps=590080 - 600320, avg episodic return=2.10
timesteps=590080 - 600320, avg episodic return=3.10
timesteps=606464 - 621824, avg episodic return=2.27
timesteps=606464 - 611584, avg episodic return=2.43
timesteps=611584 - 616704, avg episodic return=2.10
timesteps=622848 - 627968, avg episodic return=2.10
timesteps=622848 - 633088, avg episodic return=1.35
timesteps=622848 - 627968, avg episodic return=2.30
timesteps=639232 - 649472, avg episodic return=2.85
timesteps=649472 - 654592, avg episodic return=2.27
timesteps=639232 - 654592, avg episodic return=2.60
timesteps=665856 - 670976, avg episodic return=1.60
timesteps=655616 - 670976, avg episodic return=2.43
timesteps=655616 - 655616, avg episodic return=3.10
timesteps=672000 - 687360, avg episodic return=1.60
timesteps=672000 - 687360, avg episodic return=2.35
timesteps=672000 - 682240, avg episodic return=2.77
timesteps=688384 - 703744, avg episodic return=2.10
timesteps=688384 - 698624, avg episodic return=1.77
timesteps=688384 - 703744, avg episodic return=3.10
timesteps=704768 - 715008, avg episodic return=1.85
timesteps=704768 - 715008, avg episodic return=2.10
timesteps=704768 - 715008, avg episodic return=2.77
timesteps=731392 - 736512, avg episodic return=2.77
timesteps=726272 - 726272, avg episodic return=2.10
timesteps=721152 - 721152, avg episodic return=3.10
timesteps=747776 - 752896, avg episodic return=2.10
timesteps=742656 - 752896, avg episodic return=2.35
timesteps=737536 - 752896, avg episodic return=3.10
timesteps=753920 - 759040, avg episodic return=1.60
timesteps=753920 - 769280, avg episodic return=2.10
timesteps=759040 - 769280, avg episodic return=3.10
timesteps=770304 - 785664, avg episodic return=2.50
timesteps=780544 - 785664, avg episodic return=1.10
timesteps=770304 - 780544, avg episodic return=3.43
timesteps=786688 - 802048, avg episodic return=2.43
timesteps=786688 - 802048, avg episodic return=2.43
timesteps=786688 - 796928, avg episodic return=2.60
timesteps=813312 - 813312, avg episodic return=2.43
timesteps=803072 - 818432, avg episodic return=2.10
timesteps=803072 - 818432, avg episodic return=3.35
timesteps=824576 - 834816, avg episodic return=1.90
timesteps=819456 - 834816, avg episodic return=2.35
timesteps=819456 - 834816, avg episodic return=3.39
timesteps=835840 - 851200, avg episodic return=2.43
timesteps=840960 - 851200, avg episodic return=2.60
timesteps=835840 - 846080, avg episodic return=3.10
timesteps=862464 - 867584, avg episodic return=2.77
timesteps=857344 - 867584, avg episodic return=2.30
timesteps=852224 - 867584, avg episodic return=2.60
timesteps=883968 - 883968, avg episodic return=2.10
timesteps=868608 - 878848, avg episodic return=2.10
timesteps=868608 - 868608, avg episodic return=3.10
timesteps=884992 - 900352, avg episodic return=2.60
timesteps=890112 - 890112, avg episodic return=2.60
timesteps=884992 - 900352, avg episodic return=3.35
timesteps=901376 - 916736, avg episodic return=2.30
timesteps=911616 - 916736, avg episodic return=2.10
timesteps=901376 - 916736, avg episodic return=3.10
timesteps=928000 - 928000, avg episodic return=2.10
timesteps=917760 - 928000, avg episodic return=1.60
timesteps=917760 - 933120, avg episodic return=3.10
timesteps=939264 - 949504, avg episodic return=2.35
timesteps=934144 - 949504, avg episodic return=2.10
timesteps=934144 - 949504, avg episodic return=3.60
timesteps=950528 - 965888, avg episodic return=3.10
timesteps=955648 - 965888, avg episodic return=1.90
timesteps=950528 - 965888, avg episodic return=2.90
timesteps=966912 - 977152, avg episodic return=2.60
timesteps=966912 - 972032, avg episodic return=1.43
timesteps=966912 - 982272, avg episodic return=2.85
timesteps=983296 - 998656, avg episodic return=2.32
timesteps=983296 - 998656, avg episodic return=1.73
timesteps=983296 - 998656, avg episodic return=3.90
timesteps=1004800 - 1015040, avg episodic return=1.60
timesteps=999680 - 1004800, avg episodic return=1.43
timesteps=1004800 - 1015040, avg episodic return=3.60
timesteps=1021184 - 1031424, avg episodic return=3.10
timesteps=1016064 - 1031424, avg episodic return=2.77
timesteps=1016064 - 1031424, avg episodic return=3.43
timesteps=1037568 - 1047808, avg episodic return=2.53
timesteps=1032448 - 1047808, avg episodic return=1.60
timesteps=1032448 - 1042688, avg episodic return=2.85
timesteps=1059072 - 1064192, avg episodic return=2.10
timesteps=1048832 - 1064192, avg episodic return=1.50
timesteps=1048832 - 1064192, avg episodic return=4.10
timesteps=1070336 - 1080576, avg episodic return=2.35
timesteps=1075456 - 1080576, avg episodic return=1.60
timesteps=1065216 - 1080576, avg episodic return=3.10
timesteps=1081600 - 1086720, avg episodic return=1.60
timesteps=1091840 - 1096960, avg episodic return=3.10
timesteps=1103104 - 1108224, avg episodic return=2.60
timesteps=1097984 - 1108224, avg episodic return=1.50
timesteps=1103104 - 1108224, avg episodic return=4.10
timesteps=1114368 - 1129728, avg episodic return=2.43
timesteps=1114368 - 1129728, avg episodic return=1.60
timesteps=1114368 - 1129728, avg episodic return=3.53
timesteps=1135872 - 1146112, avg episodic return=2.60
timesteps=1130752 - 1146112, avg episodic return=1.90
timesteps=1135872 - 1146112, avg episodic return=3.30
timesteps=1152256 - 1157376, avg episodic return=2.35
timesteps=1147136 - 1162496, avg episodic return=1.60
timesteps=1147136 - 1157376, avg episodic return=3.60
timesteps=1163520 - 1168640, avg episodic return=3.10
timesteps=1163520 - 1178880, avg episodic return=1.10
timesteps=1163520 - 1178880, avg episodic return=3.85
timesteps=1185024 - 1195264, avg episodic return=2.10
timesteps=1179904 - 1195264, avg episodic return=1.90
timesteps=1190144 - 1195264, avg episodic return=3.43
timesteps=1196288 - 1211648, avg episodic return=2.35
timesteps=1196288 - 1211648, avg episodic return=1.93
timesteps=1196288 - 1211648, avg episodic return=3.77
timesteps=1212672 - 1228032, avg episodic return=2.70
timesteps=1228032 - 1228032, avg episodic return=2.10
timesteps=1212672 - 1228032, avg episodic return=5.35
timesteps=1229056 - 1239296, avg episodic return=2.30
timesteps=1229056 - 1239296, avg episodic return=2.60
timesteps=1234176 - 1234176, avg episodic return=2.10
timesteps=1250560 - 1260800, avg episodic return=2.53
timesteps=1245440 - 1260800, avg episodic return=1.43
timesteps=1245440 - 1255680, avg episodic return=3.43
timesteps=1266944 - 1277184, avg episodic return=2.10
timesteps=1261824 - 1277184, avg episodic return=1.10
timesteps=1272064 - 1277184, avg episodic return=3.10
timesteps=1283328 - 1283328, avg episodic return=3.10
timesteps=1278208 - 1288448, avg episodic return=1.35
timesteps=1288448 - 1293568, avg episodic return=4.10
timesteps=1294592 - 1309952, avg episodic return=2.43
timesteps=1294592 - 1294592, avg episodic return=1.10
timesteps=1299712 - 1309952, avg episodic return=3.10
timesteps=1310976 - 1326336, avg episodic return=1.85
timesteps=1316096 - 1316096, avg episodic return=1.10
timesteps=1310976 - 1316096, avg episodic return=3.43
timesteps=1327360 - 1337600, avg episodic return=2.43
timesteps=1327360 - 1342720, avg episodic return=1.93
timesteps=1327360 - 1342720, avg episodic return=2.93
timesteps=1343744 - 1359104, avg episodic return=2.24
timesteps=1343744 - 1359104, avg episodic return=1.43
timesteps=1359104 - 1359104, avg episodic return=2.10
timesteps=1365248 - 1375488, avg episodic return=2.30
timesteps=1365248 - 1370368, avg episodic return=1.60
timesteps=1365248 - 1370368, avg episodic return=4.27
timesteps=1381632 - 1391872, avg episodic return=2.10
timesteps=1386752 - 1391872, avg episodic return=1.43
timesteps=1376512 - 1391872, avg episodic return=4.10
timesteps=1392896 - 1403136, avg episodic return=2.10
timesteps=1392896 - 1408256, avg episodic return=1.43
timesteps=1403136 - 1403136, avg episodic return=3.10
timesteps=1409280 - 1414400, avg episodic return=2.43
timesteps=1414400 - 1419520, avg episodic return=1.10
timesteps=1419520 - 1424640, avg episodic return=4.10
timesteps=1430784 - 1441024, avg episodic return=1.10
timesteps=1430784 - 1441024, avg episodic return=1.35
timesteps=1425664 - 1435904, avg episodic return=3.60
timesteps=1447168 - 1457408, avg episodic return=3.77
timesteps=1447168 - 1457408, avg episodic return=1.85
timesteps=1452288 - 1457408, avg episodic return=4.10
timesteps=1463552 - 1473792, avg episodic return=2.30
timesteps=1458432 - 1473792, avg episodic return=1.48
timesteps=1458432 - 1468672, avg episodic return=3.93
timesteps=1474816 - 1490176, avg episodic return=1.77
timesteps=1490176 - 1490176, avg episodic return=1.60
timesteps=1474816 - 1490176, avg episodic return=4.60
timesteps=1491200 - 1506560, avg episodic return=1.90
timesteps=1491200 - 1506560, avg episodic return=1.22
timesteps=1491200 - 1506560, avg episodic return=4.50
timesteps=1507584 - 1522944, avg episodic return=2.10
timesteps=1507584 - 1522944, avg episodic return=1.43
timesteps=1507584 - 1522944, avg episodic return=3.43
timesteps=1539328 - 1539328, avg episodic return=1.10
timesteps=1534208 - 1539328, avg episodic return=3.77
timesteps=1545472 - 1550592, avg episodic return=1.60
timesteps=1545472 - 1550592, avg episodic return=1.43
timesteps=1540352 - 1550592, avg episodic return=4.10
timesteps=1556736 - 1572096, avg episodic return=2.77
timesteps=1561856 - 1572096, avg episodic return=1.77
timesteps=1556736 - 1572096, avg episodic return=3.10
timesteps=1578240 - 1588480, avg episodic return=2.81
timesteps=1573120 - 1588480, avg episodic return=1.35
timesteps=1573120 - 1583360, avg episodic return=4.30
timesteps=1589504 - 1604864, avg episodic return=2.77
timesteps=1589504 - 1604864, avg episodic return=1.43
timesteps=1599744 - 1604864, avg episodic return=4.10
timesteps=1605888 - 1605888, avg episodic return=2.10
timesteps=1611008 - 1621248, avg episodic return=1.10
timesteps=1605888 - 1621248, avg episodic return=4.23
timesteps=1622272 - 1637632, avg episodic return=2.43
timesteps=1632512 - 1632512, avg episodic return=2.10
timesteps=1622272 - 1637632, avg episodic return=4.35
timesteps=1638656 - 1654016, avg episodic return=2.60
timesteps=1643776 - 1654016, avg episodic return=1.30
timesteps=1643776 - 1654016, avg episodic return=4.77
timesteps=1660160 - 1670400, avg episodic return=2.53
timesteps=1660160 - 1670400, avg episodic return=2.10
timesteps=1655040 - 1670400, avg episodic return=3.85
timesteps=1681664 - 1686784, avg episodic return=2.10
timesteps=1671424 - 1686784, avg episodic return=2.10
timesteps=1676544 - 1686784, avg episodic return=4.43
timesteps=1687808 - 1703168, avg episodic return=2.77
timesteps=1687808 - 1703168, avg episodic return=1.10
