## SLURM PROLOG ###############################################################
##    Job ID : 8516928
##  Job Name : runs_craftax_transformer
##  Nodelist : gpu2115
##      CPUs : 
##  Mem/Node : 32768 MB
## Directory : /oscar/home/kguo32/pobax/scripts/launching
##   Job Started : Sat Feb 22 03:49:01 PM EST 2025
###############################################################################
Loading Craftax textures from cache.
Textures successfully loaded from cache.
obs (27, 33, 3)
Network params number: 2631456
timesteps=15616 - 15616, avg episodic return=0.10
timesteps=1704192 - 1719552, avg episodic return=3.23
timesteps=1720576 - 1735936, avg episodic return=3.10
timesteps=1720576 - 1735936, avg episodic return=1.60
timesteps=1720576 - 1735936, avg episodic return=3.35
timesteps=1736960 - 1752320, avg episodic return=3.90
timesteps=1736960 - 1752320, avg episodic return=3.43
timesteps=1747200 - 1752320, avg episodic return=4.10
timesteps=1768704 - 1768704, avg episodic return=5.10
timesteps=1753344 - 1763584, avg episodic return=1.60
timesteps=1774848 - 1785088, avg episodic return=3.30
timesteps=1769728 - 1785088, avg episodic return=2.90
timesteps=1785088 - 1785088, avg episodic return=1.10
timesteps=1786112 - 1801472, avg episodic return=3.54
timesteps=1786112 - 1801472, avg episodic return=2.30
timesteps=1786112 - 1801472, avg episodic return=4.10
timesteps=1802496 - 1817856, avg episodic return=3.70
timesteps=1802496 - 1812736, avg episodic return=2.60
timesteps=1807616 - 1807616, avg episodic return=1.10
timesteps=1829120 - 1834240, avg episodic return=3.77
timesteps=1818880 - 1834240, avg episodic return=3.35
timesteps=1824000 - 1834240, avg episodic return=2.77
timesteps=1835264 - 1850624, avg episodic return=4.10
timesteps=1835264 - 1850624, avg episodic return=2.90
timesteps=1835264 - 1850624, avg episodic return=3.81
timesteps=1851648 - 1867008, avg episodic return=3.43
timesteps=1851648 - 1867008, avg episodic return=1.90
timesteps=1856768 - 1856768, avg episodic return=2.10
timesteps=1868032 - 1883392, avg episodic return=3.10
timesteps=1868032 - 1873152, avg episodic return=2.60
timesteps=1868032 - 1883392, avg episodic return=2.66
timesteps=1884416 - 1894656, avg episodic return=3.43
timesteps=1899776 - 1899776, avg episodic return=3.60
timesteps=1884416 - 1894656, avg episodic return=3.35
timesteps=1905920 - 1916160, avg episodic return=4.35
timesteps=1900800 - 1916160, avg episodic return=2.77
timesteps=1900800 - 1916160, avg episodic return=2.35
timesteps=1922304 - 1927424, avg episodic return=4.60
timesteps=1922304 - 1932544, avg episodic return=4.10
timesteps=1917184 - 1922304, avg episodic return=3.10
timesteps=1933568 - 1943808, avg episodic return=3.67
timesteps=1948928 - 1948928, avg episodic return=0.10
timesteps=1933568 - 1948928, avg episodic return=3.60
timesteps=1949952 - 1965312, avg episodic return=3.10
timesteps=1949952 - 1965312, avg episodic return=2.10
timesteps=1949952 - 1960192, avg episodic return=2.43
timesteps=1966336 - 1981696, avg episodic return=2.93
timesteps=1976576 - 1976576, avg episodic return=2.10
timesteps=1966336 - 1981696, avg episodic return=2.90
timesteps=1992960 - 1992960, avg episodic return=4.10
timesteps=1987840 - 1998080, avg episodic return=2.70
timesteps=1982720 - 1992960, avg episodic return=3.35
timesteps=2014464 - 2014464, avg episodic return=3.10
timesteps=2009344 - 2014464, avg episodic return=2.60
timesteps=2009344 - 2014464, avg episodic return=3.10
timesteps=2015488 - 2020608, avg episodic return=3.60
timesteps=2015488 - 2025728, avg episodic return=3.10
timesteps=2031872 - 2047232, avg episodic return=3.50
timesteps=2031872 - 2047232, avg episodic return=2.60
timesteps=2036992 - 2047232, avg episodic return=4.60
timesteps=2048256 - 2063616, avg episodic return=3.77
timesteps=2053376 - 2053376, avg episodic return=5.10
timesteps=2048256 - 2063616, avg episodic return=3.60
timesteps=2064640 - 2069760, avg episodic return=2.77
timesteps=2064640 - 2080000, avg episodic return=3.43
timesteps=2064640 - 2074880, avg episodic return=4.10
timesteps=2086144 - 2086144, avg episodic return=4.10
timesteps=2086144 - 2086144, avg episodic return=1.60
timesteps=2081024 - 2091264, avg episodic return=3.50
timesteps=2097408 - 2107648, avg episodic return=2.60
timesteps=2097408 - 2112768, avg episodic return=2.93
timesteps=2097408 - 2112768, avg episodic return=2.35
timesteps=2113792 - 2129152, avg episodic return=4.85
timesteps=2113792 - 2129152, avg episodic return=2.77
timesteps=2113792 - 2124032, avg episodic return=3.60
timesteps=2135296 - 2145536, avg episodic return=4.10
timesteps=2130176 - 2145536, avg episodic return=2.60
timesteps=2140416 - 2140416, avg episodic return=2.10
timesteps=2161920 - 2161920, avg episodic return=3.10
timesteps=2146560 - 2156800, avg episodic return=2.85
timesteps=2146560 - 2156800, avg episodic return=4.10
timesteps=2162944 - 2178304, avg episodic return=3.90
timesteps=2162944 - 2178304, avg episodic return=2.40
timesteps=2162944 - 2178304, avg episodic return=2.67
timesteps=2179328 - 2179328, avg episodic return=2.10
timesteps=2184448 - 2194688, avg episodic return=3.10
timesteps=2179328 - 2189568, avg episodic return=3.60
timesteps=2195712 - 2211072, avg episodic return=2.85
timesteps=2205952 - 2211072, avg episodic return=1.77
timesteps=2195712 - 2211072, avg episodic return=4.10
timesteps=2217216 - 2227456, avg episodic return=3.77
timesteps=2212096 - 2222336, avg episodic return=3.85
timesteps=2212096 - 2227456, avg episodic return=3.10
timesteps=2228480 - 2243840, avg episodic return=3.10
timesteps=2228480 - 2243840, avg episodic return=1.77
timesteps=2228480 - 2243840, avg episodic return=3.27
timesteps=2244864 - 2260224, avg episodic return=4.10
timesteps=2244864 - 2255104, avg episodic return=1.77
timesteps=2249984 - 2255104, avg episodic return=3.43
timesteps=2266368 - 2276608, avg episodic return=4.10
timesteps=2261248 - 2276608, avg episodic return=3.10
timesteps=2266368 - 2271488, avg episodic return=4.10
timesteps=2282752 - 2292992, avg episodic return=3.85
timesteps=2292992 - 2292992, avg episodic return=2.43
timesteps=2277632 - 2277632, avg episodic return=3.10
timesteps=2294016 - 2299136, avg episodic return=2.10
timesteps=2294016 - 2309376, avg episodic return=2.60
timesteps=2299136 - 2304256, avg episodic return=4.60
timesteps=2310400 - 2325760, avg episodic return=4.10
timesteps=2310400 - 2325760, avg episodic return=2.50
timesteps=2337024 - 2342144, avg episodic return=4.60
timesteps=2326784 - 2337024, avg episodic return=2.60
timesteps=2331904 - 2331904, avg episodic return=1.10
timesteps=2343168 - 2348288, avg episodic return=4.10
timesteps=2348288 - 2348288, avg episodic return=5.10
timesteps=2343168 - 2353408, avg episodic return=3.77
timesteps=2359552 - 2374912, avg episodic return=3.77
timesteps=2364672 - 2374912, avg episodic return=3.43
timesteps=2359552 - 2364672, avg episodic return=3.85
timesteps=2375936 - 2391296, avg episodic return=3.70
timesteps=2375936 - 2391296, avg episodic return=2.50
timesteps=2375936 - 2391296, avg episodic return=3.35
timesteps=2392320 - 2407680, avg episodic return=3.90
timesteps=2402560 - 2407680, avg episodic return=4.10
timesteps=2392320 - 2402560, avg episodic return=3.10
timesteps=2413824 - 2424064, avg episodic return=3.10
timesteps=2408704 - 2424064, avg episodic return=3.10
timesteps=2408704 - 2424064, avg episodic return=3.93
timesteps=2430208 - 2440448, avg episodic return=4.10
timesteps=2430208 - 2440448, avg episodic return=4.10
timesteps=2430208 - 2440448, avg episodic return=3.90
timesteps=2441472 - 2456832, avg episodic return=3.27
timesteps=2446592 - 2456832, avg episodic return=3.60
timesteps=2451712 - 2456832, avg episodic return=3.10
timesteps=2457856 - 2473216, avg episodic return=3.60
timesteps=2457856 - 2462976, avg episodic return=1.43
timesteps=2462976 - 2473216, avg episodic return=2.77
timesteps=2484480 - 2484480, avg episodic return=4.70
timesteps=2484480 - 2484480, avg episodic return=4.10
timesteps=2489600 - 2489600, avg episodic return=5.10
timesteps=2490624 - 2505984, avg episodic return=4.10
timesteps=2490624 - 2490624, avg episodic return=2.10
timesteps=2490624 - 2505984, avg episodic return=4.10
timesteps=2507008 - 2522368, avg episodic return=2.70
timesteps=2507008 - 2522368, avg episodic return=2.77
timesteps=2523392 - 2538752, avg episodic return=4.10
timesteps=2523392 - 2523392, avg episodic return=4.10
timesteps=2523392 - 2538752, avg episodic return=3.90
timesteps=2539776 - 2550016, avg episodic return=3.50
timesteps=2539776 - 2550016, avg episodic return=2.90
timesteps=2539776 - 2555136, avg episodic return=3.93
timesteps=2561280 - 2571520, avg episodic return=2.93
timesteps=2561280 - 2561280, avg episodic return=2.10
timesteps=2561280 - 2571520, avg episodic return=3.35
timesteps=2582784 - 2587904, avg episodic return=2.60
timesteps=2572544 - 2582784, avg episodic return=3.10
timesteps=2572544 - 2587904, avg episodic return=2.85
timesteps=2588928 - 2604288, avg episodic return=3.60
timesteps=2604288 - 2604288, avg episodic return=4.60
timesteps=2594048 - 2594048, avg episodic return=2.10
timesteps=2605312 - 2615552, avg episodic return=2.77
timesteps=2605312 - 2620672, avg episodic return=3.27
timesteps=2610432 - 2615552, avg episodic return=4.10
timesteps=2621696 - 2631936, avg episodic return=3.10
timesteps=2621696 - 2626816, avg episodic return=3.10
timesteps=2631936 - 2631936, avg episodic return=3.60
timesteps=2638080 - 2638080, avg episodic return=4.10
timesteps=2638080 - 2653440, avg episodic return=2.90
timesteps=2638080 - 2653440, avg episodic return=3.10
timesteps=2654464 - 2669824, avg episodic return=3.53
timesteps=2659584 - 2669824, avg episodic return=3.35
timesteps=2654464 - 2664704, avg episodic return=4.10
timesteps=2681088 - 2686208, avg episodic return=3.43
timesteps=2675968 - 2686208, avg episodic return=2.10
timesteps=2670848 - 2686208, avg episodic return=4.70
timesteps=2687232 - 2697472, avg episodic return=3.93
timesteps=2687232 - 2702592, avg episodic return=2.10
timesteps=2687232 - 2702592, avg episodic return=4.27
timesteps=2703616 - 2718976, avg episodic return=3.90
timesteps=2708736 - 2718976, avg episodic return=3.70
timesteps=2713856 - 2713856, avg episodic return=2.60
timesteps=2720000 - 2735360, avg episodic return=3.43
timesteps=2720000 - 2735360, avg episodic return=2.10
timesteps=2720000 - 2735360, avg episodic return=4.30
timesteps=2736384 - 2751744, avg episodic return=3.35
timesteps=2736384 - 2751744, avg episodic return=3.60
timesteps=2736384 - 2751744, avg episodic return=3.50
timesteps=2752768 - 2763008, avg episodic return=3.77
timesteps=2752768 - 2768128, avg episodic return=3.70
timesteps=2752768 - 2768128, avg episodic return=4.10
timesteps=2774272 - 2784512, avg episodic return=3.10
timesteps=2769152 - 2784512, avg episodic return=4.10
timesteps=2779392 - 2784512, avg episodic return=4.10
timesteps=2790656 - 2800896, avg episodic return=3.30
timesteps=2795776 - 2795776, avg episodic return=3.60
timesteps=2785536 - 2800896, avg episodic return=2.43
timesteps=2801920 - 2817280, avg episodic return=2.70
timesteps=2812160 - 2817280, avg episodic return=2.60
timesteps=2801920 - 2812160, avg episodic return=3.43
timesteps=2818304 - 2833664, avg episodic return=3.10
timesteps=2833664 - 2833664, avg episodic return=4.10
timesteps=2818304 - 2833664, avg episodic return=3.43
timesteps=2844928 - 2844928, avg episodic return=3.10
timesteps=2844928 - 2844928, avg episodic return=2.10
timesteps=2834688 - 2839808, avg episodic return=3.60
timesteps=2851072 - 2866432, avg episodic return=2.50
timesteps=2851072 - 2866432, avg episodic return=3.10
timesteps=2851072 - 2866432, avg episodic return=4.10
timesteps=2867456 - 2877696, avg episodic return=3.35
timesteps=2877696 - 2882816, avg episodic return=4.10
timesteps=2894080 - 2899200, avg episodic return=3.10
timesteps=2883840 - 2894080, avg episodic return=2.85
timesteps=2894080 - 2894080, avg episodic return=5.10
timesteps=2900224 - 2915584, avg episodic return=4.10
timesteps=2900224 - 2915584, avg episodic return=3.50
timesteps=2900224 - 2910464, avg episodic return=3.10
timesteps=2916608 - 2931968, avg episodic return=2.60
timesteps=2916608 - 2931968, avg episodic return=2.70
timesteps=2921728 - 2921728, avg episodic return=2.60
timesteps=2932992 - 2948352, avg episodic return=2.90
timesteps=2938112 - 2948352, avg episodic return=3.43
timesteps=2938112 - 2943232, avg episodic return=3.60
timesteps=2949376 - 2959616, avg episodic return=4.60
timesteps=2959616 - 2959616, avg episodic return=3.10
timesteps=2954496 - 2959616, avg episodic return=4.43
timesteps=2976000 - 2981120, avg episodic return=4.60
timesteps=2965760 - 2981120, avg episodic return=3.77
timesteps=2970880 - 2981120, avg episodic return=3.35
timesteps=2987264 - 2997504, avg episodic return=3.60
timesteps=2987264 - 2992384, avg episodic return=3.10
timesteps=2997504 - 2997504, avg episodic return=4.10
timesteps=3003648 - 3013888, avg episodic return=3.60
timesteps=2998528 - 3013888, avg episodic return=2.35
timesteps=3020032 - 3030272, avg episodic return=3.60
