## SLURM PROLOG ###############################################################
##    Job ID : 8516917
##  Job Name : runs_craftax_transformer
##  Nodelist : gpu2101
##      CPUs : 
##  Mem/Node : 32768 MB
## Directory : /oscar/home/kguo32/pobax/scripts/launching
##   Job Started : Sat Feb 22 03:32:23 PM EST 2025
###############################################################################
Loading Craftax textures from cache.
Textures successfully loaded from cache.
obs (27, 33, 3)
Network params number: 2631456
timesteps=15616 - 15616, avg episodic return=0.10
timesteps=1687808 - 1698048, avg episodic return=2.10
timesteps=1709312 - 1719552, avg episodic return=1.70
timesteps=1719552 - 1719552, avg episodic return=1.60
timesteps=1704192 - 1719552, avg episodic return=1.77
timesteps=1730816 - 1735936, avg episodic return=2.43
timesteps=1720576 - 1730816, avg episodic return=1.10
timesteps=1720576 - 1735936, avg episodic return=2.77
timesteps=1742080 - 1752320, avg episodic return=2.77
timesteps=1736960 - 1752320, avg episodic return=2.10
timesteps=1736960 - 1752320, avg episodic return=2.30
timesteps=1753344 - 1768704, avg episodic return=2.10
timesteps=1753344 - 1753344, avg episodic return=1.77
timesteps=1758464 - 1768704, avg episodic return=1.77
timesteps=1769728 - 1785088, avg episodic return=1.43
timesteps=1769728 - 1785088, avg episodic return=1.50
timesteps=1769728 - 1785088, avg episodic return=2.10
timesteps=1791232 - 1801472, avg episodic return=1.93
timesteps=1791232 - 1801472, avg episodic return=1.77
timesteps=1807616 - 1817856, avg episodic return=2.10
timesteps=1802496 - 1817856, avg episodic return=1.39
timesteps=1802496 - 1817856, avg episodic return=1.50
timesteps=1818880 - 1824000, avg episodic return=1.90
timesteps=1818880 - 1829120, avg episodic return=1.60
timesteps=1818880 - 1834240, avg episodic return=2.50
timesteps=1835264 - 1840384, avg episodic return=2.70
timesteps=1835264 - 1840384, avg episodic return=2.77
timesteps=1835264 - 1850624, avg episodic return=2.24
timesteps=1851648 - 1867008, avg episodic return=2.30
timesteps=1851648 - 1851648, avg episodic return=4.10
timesteps=1851648 - 1867008, avg episodic return=1.43
timesteps=1868032 - 1878272, avg episodic return=2.30
timesteps=1868032 - 1878272, avg episodic return=1.90
timesteps=1868032 - 1873152, avg episodic return=1.35
timesteps=1884416 - 1884416, avg episodic return=1.10
timesteps=1884416 - 1899776, avg episodic return=2.10
timesteps=1899776 - 1899776, avg episodic return=2.10
timesteps=1900800 - 1916160, avg episodic return=2.24
timesteps=1911040 - 1916160, avg episodic return=2.10
timesteps=1900800 - 1900800, avg episodic return=2.77
timesteps=1922304 - 1932544, avg episodic return=2.10
timesteps=1917184 - 1932544, avg episodic return=2.50
timesteps=1917184 - 1932544, avg episodic return=2.10
timesteps=1933568 - 1948928, avg episodic return=1.10
timesteps=1938688 - 1948928, avg episodic return=1.93
timesteps=1933568 - 1948928, avg episodic return=1.70
timesteps=1955072 - 1960192, avg episodic return=1.10
timesteps=1949952 - 1955072, avg episodic return=1.10
timesteps=1955072 - 1965312, avg episodic return=1.43
timesteps=1971456 - 1981696, avg episodic return=1.35
timesteps=1966336 - 1981696, avg episodic return=1.77
timesteps=1966336 - 1981696, avg episodic return=1.90
timesteps=1987840 - 1998080, avg episodic return=1.30
timesteps=1982720 - 1998080, avg episodic return=2.10
timesteps=1987840 - 1998080, avg episodic return=1.60
timesteps=2009344 - 2014464, avg episodic return=1.85
timesteps=2009344 - 2014464, avg episodic return=1.77
timesteps=2009344 - 2009344, avg episodic return=1.77
timesteps=2015488 - 2020608, avg episodic return=2.43
timesteps=2020608 - 2030848, avg episodic return=1.90
timesteps=2015488 - 2030848, avg episodic return=1.60
timesteps=2031872 - 2047232, avg episodic return=3.10
timesteps=2031872 - 2047232, avg episodic return=2.10
timesteps=2031872 - 2036992, avg episodic return=2.10
timesteps=2058496 - 2058496, avg episodic return=2.10
timesteps=2048256 - 2063616, avg episodic return=2.48
timesteps=2048256 - 2063616, avg episodic return=2.10
timesteps=2069760 - 2080000, avg episodic return=2.50
timesteps=2064640 - 2080000, avg episodic return=1.70
timesteps=2069760 - 2080000, avg episodic return=2.35
timesteps=2081024 - 2096384, avg episodic return=1.96
timesteps=2081024 - 2096384, avg episodic return=1.60
timesteps=2086144 - 2096384, avg episodic return=2.10
timesteps=2097408 - 2102528, avg episodic return=1.77
timesteps=2097408 - 2107648, avg episodic return=2.10
timesteps=2097408 - 2107648, avg episodic return=1.10
timesteps=2113792 - 2129152, avg episodic return=2.35
timesteps=2113792 - 2124032, avg episodic return=1.50
timesteps=2113792 - 2124032, avg episodic return=1.35
timesteps=2140416 - 2140416, avg episodic return=1.60
timesteps=2130176 - 2140416, avg episodic return=2.30
timesteps=2130176 - 2145536, avg episodic return=2.50
timesteps=2146560 - 2161920, avg episodic return=1.30
timesteps=2156800 - 2161920, avg episodic return=2.10
timesteps=2161920 - 2161920, avg episodic return=2.10
timesteps=2162944 - 2178304, avg episodic return=2.10
timesteps=2168064 - 2178304, avg episodic return=2.10
timesteps=2162944 - 2173184, avg episodic return=1.85
timesteps=2179328 - 2194688, avg episodic return=2.10
timesteps=2184448 - 2189568, avg episodic return=1.10
timesteps=2179328 - 2194688, avg episodic return=1.53
timesteps=2200832 - 2205952, avg episodic return=1.43
timesteps=2195712 - 2211072, avg episodic return=1.60
timesteps=2195712 - 2205952, avg episodic return=1.77
timesteps=2212096 - 2227456, avg episodic return=2.53
timesteps=2212096 - 2227456, avg episodic return=1.43
timesteps=2212096 - 2227456, avg episodic return=1.60
timesteps=2228480 - 2238720, avg episodic return=2.10
timesteps=2228480 - 2243840, avg episodic return=2.10
timesteps=2228480 - 2243840, avg episodic return=1.67
timesteps=2244864 - 2255104, avg episodic return=1.93
timesteps=2244864 - 2260224, avg episodic return=2.30
timesteps=2244864 - 2260224, avg episodic return=1.77
timesteps=2266368 - 2276608, avg episodic return=1.60
timesteps=2266368 - 2266368, avg episodic return=1.10
timesteps=2261248 - 2276608, avg episodic return=1.39
timesteps=2282752 - 2292992, avg episodic return=1.85
timesteps=2277632 - 2287872, avg episodic return=1.60
timesteps=2287872 - 2287872, avg episodic return=2.10
timesteps=2294016 - 2299136, avg episodic return=1.77
timesteps=2304256 - 2309376, avg episodic return=1.85
timesteps=2304256 - 2309376, avg episodic return=1.60
timesteps=2310400 - 2325760, avg episodic return=1.50
timesteps=2310400 - 2320640, avg episodic return=1.90
timesteps=2310400 - 2315520, avg episodic return=2.10
timesteps=2331904 - 2331904, avg episodic return=1.60
timesteps=2331904 - 2342144, avg episodic return=2.10
timesteps=2331904 - 2342144, avg episodic return=1.70
timesteps=2343168 - 2358528, avg episodic return=2.10
timesteps=2343168 - 2358528, avg episodic return=1.43
timesteps=2343168 - 2358528, avg episodic return=1.96
timesteps=2359552 - 2359552, avg episodic return=1.10
timesteps=2359552 - 2374912, avg episodic return=1.60
timesteps=2364672 - 2374912, avg episodic return=1.43
timesteps=2375936 - 2391296, avg episodic return=2.22
timesteps=2381056 - 2386176, avg episodic return=2.10
timesteps=2386176 - 2386176, avg episodic return=1.43
timesteps=2392320 - 2402560, avg episodic return=2.50
timesteps=2392320 - 2392320, avg episodic return=1.60
timesteps=2392320 - 2402560, avg episodic return=1.70
timesteps=2408704 - 2408704, avg episodic return=1.10
timesteps=2413824 - 2418944, avg episodic return=1.60
timesteps=2408704 - 2424064, avg episodic return=1.77
timesteps=2430208 - 2430208, avg episodic return=2.10
timesteps=2430208 - 2430208, avg episodic return=2.10
timesteps=2425088 - 2435328, avg episodic return=2.10
timesteps=2451712 - 2456832, avg episodic return=1.10
timesteps=2441472 - 2456832, avg episodic return=1.24
timesteps=2441472 - 2456832, avg episodic return=1.60
timesteps=2468096 - 2473216, avg episodic return=2.60
timesteps=2457856 - 2457856, avg episodic return=1.77
timesteps=2457856 - 2473216, avg episodic return=1.77
timesteps=2479360 - 2489600, avg episodic return=1.85
timesteps=2489600 - 2489600, avg episodic return=1.10
timesteps=2474240 - 2484480, avg episodic return=1.10
timesteps=2490624 - 2505984, avg episodic return=2.35
timesteps=2500864 - 2505984, avg episodic return=1.60
timesteps=2490624 - 2500864, avg episodic return=1.60
timesteps=2512128 - 2522368, avg episodic return=2.50
timesteps=2507008 - 2517248, avg episodic return=1.43
timesteps=2507008 - 2512128, avg episodic return=1.10
timesteps=2528512 - 2538752, avg episodic return=3.10
timesteps=2523392 - 2533632, avg episodic return=1.77
timesteps=2523392 - 2523392, avg episodic return=1.60
timesteps=2539776 - 2550016, avg episodic return=1.43
timesteps=2544896 - 2555136, avg episodic return=1.81
timesteps=2544896 - 2555136, avg episodic return=2.30
timesteps=2566400 - 2566400, avg episodic return=2.10
timesteps=2561280 - 2566400, avg episodic return=1.85
timesteps=2556160 - 2566400, avg episodic return=1.99
timesteps=2572544 - 2587904, avg episodic return=1.77
timesteps=2577664 - 2577664, avg episodic return=2.43
timesteps=2577664 - 2587904, avg episodic return=1.30
timesteps=2594048 - 2599168, avg episodic return=1.85
timesteps=2588928 - 2599168, avg episodic return=1.77
timesteps=2604288 - 2604288, avg episodic return=2.10
timesteps=2605312 - 2620672, avg episodic return=1.90
timesteps=2605312 - 2615552, avg episodic return=2.43
timesteps=2605312 - 2610432, avg episodic return=2.10
timesteps=2626816 - 2637056, avg episodic return=2.10
timesteps=2621696 - 2631936, avg episodic return=1.77
timesteps=2621696 - 2621696, avg episodic return=2.10
timesteps=2653440 - 2653440, avg episodic return=2.10
timesteps=2638080 - 2653440, avg episodic return=1.90
timesteps=2643200 - 2648320, avg episodic return=1.90
timesteps=2654464 - 2664704, avg episodic return=2.30
timesteps=2659584 - 2669824, avg episodic return=1.60
timesteps=2654464 - 2664704, avg episodic return=2.35
timesteps=2670848 - 2686208, avg episodic return=1.10
timesteps=2670848 - 2686208, avg episodic return=1.77
timesteps=2670848 - 2686208, avg episodic return=1.85
timesteps=2687232 - 2702592, avg episodic return=1.70
timesteps=2687232 - 2687232, avg episodic return=1.60
timesteps=2687232 - 2697472, avg episodic return=1.67
timesteps=2703616 - 2718976, avg episodic return=1.60
timesteps=2713856 - 2713856, avg episodic return=1.10
timesteps=2708736 - 2718976, avg episodic return=2.10
timesteps=2730240 - 2735360, avg episodic return=1.60
timesteps=2735360 - 2735360, avg episodic return=2.10
timesteps=2725120 - 2735360, avg episodic return=1.60
timesteps=2736384 - 2751744, avg episodic return=1.77
timesteps=2736384 - 2746624, avg episodic return=1.67
timesteps=2736384 - 2751744, avg episodic return=2.10
timesteps=2752768 - 2768128, avg episodic return=1.35
timesteps=2752768 - 2768128, avg episodic return=2.10
timesteps=2763008 - 2768128, avg episodic return=3.60
timesteps=2769152 - 2784512, avg episodic return=2.10
timesteps=2774272 - 2784512, avg episodic return=2.10
timesteps=2774272 - 2784512, avg episodic return=1.85
timesteps=2790656 - 2800896, avg episodic return=1.90
timesteps=2785536 - 2800896, avg episodic return=2.53
timesteps=2785536 - 2800896, avg episodic return=1.50
timesteps=2801920 - 2807040, avg episodic return=1.85
timesteps=2801920 - 2812160, avg episodic return=1.60
timesteps=2801920 - 2807040, avg episodic return=1.10
timesteps=2818304 - 2833664, avg episodic return=2.77
timesteps=2818304 - 2828544, avg episodic return=2.10
timesteps=2823424 - 2833664, avg episodic return=1.85
timesteps=2839808 - 2844928, avg episodic return=2.10
timesteps=2844928 - 2850048, avg episodic return=1.60
timesteps=2834688 - 2850048, avg episodic return=2.70
timesteps=2851072 - 2861312, avg episodic return=2.30
timesteps=2866432 - 2866432, avg episodic return=2.10
timesteps=2851072 - 2866432, avg episodic return=1.30
timesteps=2867456 - 2882816, avg episodic return=2.10
timesteps=2867456 - 2872576, avg episodic return=2.27
timesteps=2867456 - 2882816, avg episodic return=2.10
timesteps=2883840 - 2899200, avg episodic return=2.35
timesteps=2888960 - 2888960, avg episodic return=1.10
timesteps=2883840 - 2883840, avg episodic return=1.10
timesteps=2900224 - 2915584, avg episodic return=2.77
timesteps=2900224 - 2915584, avg episodic return=1.77
timesteps=2900224 - 2915584, avg episodic return=2.43
timesteps=2921728 - 2926848, avg episodic return=2.60
timesteps=2916608 - 2931968, avg episodic return=2.60
timesteps=2916608 - 2926848, avg episodic return=2.43
timesteps=2932992 - 2943232, avg episodic return=1.70
timesteps=2943232 - 2943232, avg episodic return=1.10
timesteps=2932992 - 2943232, avg episodic return=2.10
timesteps=2954496 - 2959616, avg episodic return=1.90
timesteps=2949376 - 2964736, avg episodic return=1.50
timesteps=2949376 - 2959616, avg episodic return=3.10
timesteps=2965760 - 2981120, avg episodic return=1.43
