## SLURM PROLOG ###############################################################
##    Job ID : 8516919
##  Job Name : runs_craftax_transformer
##  Nodelist : gpu2103
##      CPUs : 
##  Mem/Node : 32768 MB
## Directory : /oscar/home/kguo32/pobax/scripts/launching
##   Job Started : Sat Feb 22 03:32:23 PM EST 2025
###############################################################################
Loading Craftax textures from cache.
Textures successfully loaded from cache.
obs (27, 33, 3)
Network params number: 2631456
timesteps=15616 - 15616, avg episodic return=0.10
timesteps=10496 - 10496, avg episodic return=-0.90
timesteps=32000 - 32000, avg episodic return=0.10
timesteps=32000 - 32000, avg episodic return=-0.90
timesteps=33024 - 48384, avg episodic return=0.77
timesteps=33024 - 48384, avg episodic return=0.60
timesteps=49408 - 64768, avg episodic return=1.10
timesteps=54528 - 64768, avg episodic return=1.77
timesteps=49408 - 64768, avg episodic return=1.47
timesteps=65792 - 76032, avg episodic return=3.10
timesteps=76032 - 81152, avg episodic return=0.77
timesteps=65792 - 81152, avg episodic return=1.60
timesteps=87296 - 97536, avg episodic return=2.43
timesteps=82176 - 97536, avg episodic return=1.81
timesteps=92416 - 97536, avg episodic return=1.77
timesteps=98560 - 108800, avg episodic return=2.10
timesteps=98560 - 108800, avg episodic return=2.77
timesteps=98560 - 108800, avg episodic return=3.10
timesteps=120064 - 120064, avg episodic return=1.10
timesteps=130304 - 130304, avg episodic return=1.10
timesteps=120064 - 125184, avg episodic return=2.60
timesteps=131328 - 136448, avg episodic return=2.10
timesteps=141568 - 146688, avg episodic return=1.10
timesteps=136448 - 146688, avg episodic return=3.35
timesteps=152832 - 163072, avg episodic return=3.10
timesteps=147712 - 163072, avg episodic return=3.43
timesteps=147712 - 157952, avg episodic return=2.50
timesteps=164096 - 179456, avg episodic return=3.77
timesteps=164096 - 179456, avg episodic return=2.43
timesteps=164096 - 179456, avg episodic return=3.60
timesteps=180480 - 195840, avg episodic return=3.50
timesteps=180480 - 195840, avg episodic return=1.85
timesteps=180480 - 195840, avg episodic return=1.77
timesteps=196864 - 207104, avg episodic return=3.43
timesteps=196864 - 212224, avg episodic return=1.77
timesteps=201984 - 207104, avg episodic return=2.77
timesteps=213248 - 213248, avg episodic return=3.10
timesteps=213248 - 228608, avg episodic return=2.70
timesteps=223488 - 228608, avg episodic return=2.10
timesteps=229632 - 244992, avg episodic return=2.23
timesteps=229632 - 244992, avg episodic return=2.43
timesteps=229632 - 239872, avg episodic return=3.10
timesteps=246016 - 256256, avg episodic return=3.35
timesteps=246016 - 261376, avg episodic return=2.10
timesteps=251136 - 261376, avg episodic return=3.10
timesteps=262400 - 277760, avg episodic return=3.60
timesteps=262400 - 262400, avg episodic return=2.10
timesteps=262400 - 267520, avg episodic return=3.60
timesteps=289024 - 294144, avg episodic return=3.10
timesteps=289024 - 294144, avg episodic return=3.10
timesteps=283904 - 283904, avg episodic return=1.10
timesteps=295168 - 310528, avg episodic return=2.67
timesteps=295168 - 310528, avg episodic return=3.30
timesteps=295168 - 305408, avg episodic return=2.10
timesteps=311552 - 316672, avg episodic return=3.35
timesteps=321792 - 326912, avg episodic return=3.35
timesteps=316672 - 326912, avg episodic return=3.30
timesteps=327936 - 343296, avg episodic return=2.93
timesteps=338176 - 343296, avg episodic return=2.43
timesteps=327936 - 338176, avg episodic return=2.10
timesteps=344320 - 344320, avg episodic return=2.10
timesteps=354560 - 359680, avg episodic return=3.10
timesteps=344320 - 359680, avg episodic return=2.77
timesteps=360704 - 370944, avg episodic return=2.77
timesteps=370944 - 376064, avg episodic return=2.77
timesteps=360704 - 376064, avg episodic return=3.10
timesteps=377088 - 392448, avg episodic return=2.96
timesteps=377088 - 392448, avg episodic return=3.50
timesteps=387328 - 392448, avg episodic return=3.85
timesteps=393472 - 408832, avg episodic return=3.10
timesteps=393472 - 408832, avg episodic return=3.35
timesteps=393472 - 408832, avg episodic return=2.67
timesteps=409856 - 425216, avg episodic return=2.77
timesteps=409856 - 409856, avg episodic return=3.10
timesteps=414976 - 420096, avg episodic return=2.77
timesteps=426240 - 426240, avg episodic return=3.10
timesteps=426240 - 441600, avg episodic return=2.60
timesteps=426240 - 426240, avg episodic return=1.10
timesteps=442624 - 457984, avg episodic return=1.85
timesteps=452864 - 452864, avg episodic return=4.10
timesteps=447744 - 452864, avg episodic return=3.77
timesteps=459008 - 474368, avg episodic return=2.93
timesteps=459008 - 474368, avg episodic return=2.77
timesteps=464128 - 469248, avg episodic return=2.85
timesteps=475392 - 490752, avg episodic return=3.24
timesteps=475392 - 490752, avg episodic return=2.60
timesteps=475392 - 490752, avg episodic return=2.39
timesteps=496896 - 507136, avg episodic return=3.10
timesteps=491776 - 507136, avg episodic return=3.60
timesteps=502016 - 502016, avg episodic return=2.10
timesteps=508160 - 523520, avg episodic return=2.60
timesteps=508160 - 518400, avg episodic return=2.60
timesteps=508160 - 523520, avg episodic return=2.10
timesteps=529664 - 534784, avg episodic return=2.35
timesteps=524544 - 539904, avg episodic return=2.53
timesteps=524544 - 539904, avg episodic return=2.67
timesteps=556288 - 556288, avg episodic return=3.60
timesteps=540928 - 551168, avg episodic return=2.70
timesteps=540928 - 556288, avg episodic return=2.10
timesteps=557312 - 572672, avg episodic return=2.70
timesteps=562432 - 572672, avg episodic return=1.60
timesteps=567552 - 572672, avg episodic return=2.77
timesteps=573696 - 583936, avg episodic return=2.35
timesteps=578816 - 589056, avg episodic return=2.50
timesteps=578816 - 589056, avg episodic return=3.35
timesteps=590080 - 605440, avg episodic return=3.43
timesteps=590080 - 605440, avg episodic return=1.93
timesteps=590080 - 590080, avg episodic return=3.10
timesteps=611584 - 621824, avg episodic return=3.35
timesteps=606464 - 616704, avg episodic return=1.60
timesteps=606464 - 621824, avg episodic return=2.93
timesteps=627968 - 638208, avg episodic return=2.10
timesteps=622848 - 622848, avg episodic return=2.10
timesteps=627968 - 638208, avg episodic return=3.10
timesteps=639232 - 654592, avg episodic return=2.77
timesteps=644352 - 644352, avg episodic return=1.85
timesteps=639232 - 649472, avg episodic return=1.60
timesteps=655616 - 670976, avg episodic return=3.77
timesteps=655616 - 665856, avg episodic return=2.70
timesteps=660736 - 670976, avg episodic return=2.90
timesteps=677120 - 687360, avg episodic return=2.70
timesteps=677120 - 682240, avg episodic return=2.43
timesteps=672000 - 687360, avg episodic return=3.60
timesteps=688384 - 698624, avg episodic return=3.85
timesteps=688384 - 698624, avg episodic return=3.10
timesteps=688384 - 703744, avg episodic return=2.67
timesteps=709888 - 720128, avg episodic return=4.60
timesteps=715008 - 720128, avg episodic return=2.43
timesteps=721152 - 731392, avg episodic return=2.77
timesteps=721152 - 736512, avg episodic return=3.10
timesteps=721152 - 736512, avg episodic return=2.66
timesteps=737536 - 752896, avg episodic return=3.43
timesteps=742656 - 752896, avg episodic return=2.90
timesteps=737536 - 752896, avg episodic return=3.23
timesteps=753920 - 769280, avg episodic return=3.27
timesteps=759040 - 769280, avg episodic return=3.10
timesteps=753920 - 769280, avg episodic return=2.70
timesteps=770304 - 785664, avg episodic return=2.43
timesteps=770304 - 785664, avg episodic return=3.10
timesteps=775424 - 785664, avg episodic return=2.77
timesteps=786688 - 802048, avg episodic return=3.10
timesteps=796928 - 796928, avg episodic return=4.10
timesteps=786688 - 786688, avg episodic return=4.10
timesteps=803072 - 813312, avg episodic return=2.60
timesteps=813312 - 818432, avg episodic return=4.43
timesteps=803072 - 808192, avg episodic return=3.85
timesteps=824576 - 834816, avg episodic return=3.30
timesteps=819456 - 834816, avg episodic return=3.10
timesteps=824576 - 829696, avg episodic return=3.10
timesteps=835840 - 846080, avg episodic return=3.30
timesteps=835840 - 851200, avg episodic return=3.10
timesteps=867584 - 867584, avg episodic return=1.60
timesteps=857344 - 867584, avg episodic return=3.43
timesteps=868608 - 878848, avg episodic return=2.77
timesteps=873728 - 883968, avg episodic return=3.27
timesteps=873728 - 878848, avg episodic return=3.23
timesteps=890112 - 890112, avg episodic return=4.10
timesteps=890112 - 900352, avg episodic return=2.50
timesteps=895232 - 900352, avg episodic return=2.77
timesteps=906496 - 906496, avg episodic return=2.10
timesteps=911616 - 916736, avg episodic return=1.60
timesteps=901376 - 916736, avg episodic return=2.43
timesteps=917760 - 933120, avg episodic return=3.30
timesteps=917760 - 928000, avg episodic return=1.85
timesteps=917760 - 933120, avg episodic return=3.10
timesteps=934144 - 949504, avg episodic return=3.85
timesteps=934144 - 949504, avg episodic return=2.77
timesteps=939264 - 949504, avg episodic return=3.60
timesteps=950528 - 950528, avg episodic return=4.10
timesteps=950528 - 960768, avg episodic return=3.10
timesteps=950528 - 950528, avg episodic return=4.10
timesteps=977152 - 977152, avg episodic return=4.10
timesteps=966912 - 982272, avg episodic return=2.60
timesteps=972032 - 982272, avg episodic return=4.35
timesteps=983296 - 998656, avg episodic return=2.30
timesteps=988416 - 988416, avg episodic return=4.10
timesteps=988416 - 993536, avg episodic return=2.10
timesteps=999680 - 1009920, avg episodic return=3.10
timesteps=999680 - 1009920, avg episodic return=3.10
timesteps=1004800 - 1015040, avg episodic return=2.60
timesteps=1016064 - 1031424, avg episodic return=2.85
timesteps=1021184 - 1021184, avg episodic return=3.10
timesteps=1021184 - 1021184, avg episodic return=2.60
timesteps=1032448 - 1047808, avg episodic return=3.10
timesteps=1032448 - 1047808, avg episodic return=3.10
timesteps=1032448 - 1047808, avg episodic return=2.60
timesteps=1064192 - 1064192, avg episodic return=4.10
timesteps=1053952 - 1064192, avg episodic return=2.35
timesteps=1048832 - 1053952, avg episodic return=3.60
timesteps=1065216 - 1075456, avg episodic return=3.24
timesteps=1065216 - 1080576, avg episodic return=2.60
timesteps=1070336 - 1080576, avg episodic return=2.10
timesteps=1081600 - 1096960, avg episodic return=3.10
timesteps=1081600 - 1096960, avg episodic return=2.77
timesteps=1081600 - 1096960, avg episodic return=3.96
timesteps=1103104 - 1113344, avg episodic return=2.90
timesteps=1097984 - 1103104, avg episodic return=2.85
timesteps=1108224 - 1108224, avg episodic return=2.10
timesteps=1114368 - 1114368, avg episodic return=2.10
timesteps=1124608 - 1124608, avg episodic return=2.10
timesteps=1129728 - 1129728, avg episodic return=3.10
timesteps=1130752 - 1135872, avg episodic return=1.77
timesteps=1140992 - 1146112, avg episodic return=3.10
timesteps=1135872 - 1146112, avg episodic return=3.10
timesteps=1147136 - 1162496, avg episodic return=2.96
timesteps=1147136 - 1162496, avg episodic return=1.93
timesteps=1147136 - 1157376, avg episodic return=3.10
timesteps=1168640 - 1178880, avg episodic return=2.90
timesteps=1173760 - 1173760, avg episodic return=1.43
timesteps=1168640 - 1178880, avg episodic return=3.35
timesteps=1179904 - 1195264, avg episodic return=3.77
timesteps=1179904 - 1179904, avg episodic return=2.10
timesteps=1190144 - 1195264, avg episodic return=3.43
timesteps=1196288 - 1206528, avg episodic return=3.43
timesteps=1196288 - 1211648, avg episodic return=1.10
timesteps=1196288 - 1211648, avg episodic return=2.85
timesteps=1212672 - 1228032, avg episodic return=4.10
timesteps=1212672 - 1228032, avg episodic return=1.43
timesteps=1212672 - 1228032, avg episodic return=3.23
timesteps=1229056 - 1244416, avg episodic return=3.53
timesteps=1234176 - 1244416, avg episodic return=2.10
timesteps=1234176 - 1244416, avg episodic return=3.10
timesteps=1250560 - 1255680, avg episodic return=3.60
timesteps=1245440 - 1260800, avg episodic return=2.23
timesteps=1245440 - 1260800, avg episodic return=3.48
timesteps=1261824 - 1266944, avg episodic return=2.10
timesteps=1261824 - 1277184, avg episodic return=3.24
timesteps=1278208 - 1293568, avg episodic return=3.67
timesteps=1278208 - 1293568, avg episodic return=2.10
timesteps=1283328 - 1293568, avg episodic return=2.60
timesteps=1309952 - 1309952, avg episodic return=3.60
timesteps=1294592 - 1294592, avg episodic return=3.10
timesteps=1294592 - 1309952, avg episodic return=2.77
timesteps=1310976 - 1326336, avg episodic return=2.10
timesteps=1310976 - 1326336, avg episodic return=2.10
timesteps=1316096 - 1321216, avg episodic return=3.10
timesteps=1332480 - 1342720, avg episodic return=3.10
timesteps=1327360 - 1327360, avg episodic return=3.10
timesteps=1327360 - 1342720, avg episodic return=2.53
timesteps=1353984 - 1353984, avg episodic return=2.43
timesteps=1343744 - 1359104, avg episodic return=3.35
timesteps=1353984 - 1353984, avg episodic return=3.10
timesteps=1360128 - 1375488, avg episodic return=2.10
timesteps=1360128 - 1375488, avg episodic return=3.30
timesteps=1360128 - 1375488, avg episodic return=2.77
timesteps=1381632 - 1391872, avg episodic return=0.60
timesteps=1386752 - 1386752, avg episodic return=2.43
timesteps=1386752 - 1391872, avg episodic return=2.60
timesteps=1392896 - 1408256, avg episodic return=3.39
timesteps=1398016 - 1403136, avg episodic return=3.10
timesteps=1398016 - 1403136, avg episodic return=2.60
timesteps=1409280 - 1409280, avg episodic return=2.10
timesteps=1419520 - 1424640, avg episodic return=3.10
timesteps=1430784 - 1430784, avg episodic return=3.10
timesteps=1425664 - 1430784, avg episodic return=2.85
timesteps=1452288 - 1457408, avg episodic return=3.43
timesteps=1442048 - 1457408, avg episodic return=5.10
timesteps=1457408 - 1457408, avg episodic return=3.10
timesteps=1458432 - 1473792, avg episodic return=2.60
timesteps=1458432 - 1473792, avg episodic return=3.60
timesteps=1468672 - 1468672, avg episodic return=3.43
timesteps=1474816 - 1490176, avg episodic return=2.67
timesteps=1479936 - 1490176, avg episodic return=3.90
timesteps=1485056 - 1485056, avg episodic return=3.10
timesteps=1491200 - 1501440, avg episodic return=3.35
timesteps=1496320 - 1501440, avg episodic return=3.77
timesteps=1501440 - 1506560, avg episodic return=3.60
timesteps=1512704 - 1517824, avg episodic return=3.10
timesteps=1512704 - 1522944, avg episodic return=3.35
timesteps=1512704 - 1522944, avg episodic return=4.10
timesteps=1523968 - 1539328, avg episodic return=2.60
timesteps=1523968 - 1534208, avg episodic return=3.27
timesteps=1540352 - 1555712, avg episodic return=4.10
timesteps=1540352 - 1540352, avg episodic return=5.10
timesteps=1540352 - 1550592, avg episodic return=4.10
timesteps=1556736 - 1572096, avg episodic return=3.27
timesteps=1556736 - 1566976, avg episodic return=3.30
timesteps=1556736 - 1572096, avg episodic return=2.35
timesteps=1573120 - 1588480, avg episodic return=3.24
timesteps=1573120 - 1588480, avg episodic return=2.50
timesteps=1573120 - 1588480, avg episodic return=3.10
timesteps=1594624 - 1594624, avg episodic return=2.10
timesteps=1594624 - 1604864, avg episodic return=2.85
timesteps=1589504 - 1604864, avg episodic return=2.85
timesteps=1605888 - 1621248, avg episodic return=3.10
timesteps=1621248 - 1621248, avg episodic return=3.43
timesteps=1605888 - 1616128, avg episodic return=2.60
timesteps=1627392 - 1632512, avg episodic return=2.10
timesteps=1622272 - 1632512, avg episodic return=2.43
timesteps=1622272 - 1632512, avg episodic return=3.10
timesteps=1638656 - 1654016, avg episodic return=3.43
timesteps=1643776 - 1654016, avg episodic return=3.77
timesteps=1638656 - 1654016, avg episodic return=3.10
timesteps=1655040 - 1670400, avg episodic return=3.10
timesteps=1655040 - 1670400, avg episodic return=3.10
timesteps=1655040 - 1670400, avg episodic return=3.10
timesteps=1671424 - 1686784, avg episodic return=3.10
timesteps=1671424 - 1686784, avg episodic return=2.90
timesteps=1671424 - 1686784, avg episodic return=2.77
timesteps=1687808 - 1698048, avg episodic return=2.60
timesteps=1687808 - 1698048, avg episodic return=2.10
timesteps=1687808 - 1687808, avg episodic return=1.10
timesteps=1704192 - 1709312, avg episodic return=3.70
