## SLURM PROLOG ###############################################################
##    Job ID : 8517585
##  Job Name : runs_rocksample_11_11_transformer
##  Nodelist : gpu2101
##      CPUs : 
##  Mem/Node : 32768 MB
## Directory : /oscar/home/kguo32/pobax/scripts/launching
##   Job Started : Sat Feb 22 08:10:02 PM EST 2025
###############################################################################
obs (49,)
timesteps=4208648 - 4209640, avg episodic return=10.56
timesteps=4208712 - 4209608, avg episodic return=10.00
timesteps=4208680 - 4209640, avg episodic return=10.00
timesteps=4208712 - 4209608, avg episodic return=10.67
timesteps=4208680 - 4209608, avg episodic return=10.00
timesteps=4209704 - 4210664, avg episodic return=10.00
timesteps=4209704 - 4210664, avg episodic return=10.00
timesteps=4209672 - 4210664, avg episodic return=9.17
timesteps=4209672 - 4210664, avg episodic return=10.50
timesteps=4209672 - 4210600, avg episodic return=10.00
timesteps=4210792 - 4211656, avg episodic return=10.00
timesteps=4210696 - 4211688, avg episodic return=9.57
timesteps=4210696 - 4211656, avg episodic return=10.00
timesteps=4210728 - 4211688, avg episodic return=10.00
timesteps=4210696 - 4211656, avg episodic return=10.00
timesteps=4211752 - 4212648, avg episodic return=9.44
timesteps=4211720 - 4212712, avg episodic return=10.00
timesteps=4211784 - 4212680, avg episodic return=10.00
timesteps=4211880 - 4212680, avg episodic return=10.00
timesteps=4211752 - 4212712, avg episodic return=9.57
timesteps=4212744 - 4213736, avg episodic return=9.29
timesteps=4212808 - 4213704, avg episodic return=9.57
timesteps=4212776 - 4213736, avg episodic return=10.00
timesteps=4212776 - 4213672, avg episodic return=9.38
timesteps=4212808 - 4213736, avg episodic return=8.75
timesteps=4213768 - 4214728, avg episodic return=11.54
timesteps=4213768 - 4214760, avg episodic return=9.55
timesteps=4213864 - 4214728, avg episodic return=10.40
timesteps=4213832 - 4214728, avg episodic return=10.00
timesteps=4214024 - 4214664, avg episodic return=11.00
timesteps=4214856 - 4215784, avg episodic return=10.00
timesteps=4214984 - 4215784, avg episodic return=9.41
timesteps=4214792 - 4215752, avg episodic return=8.26
timesteps=4214792 - 4215784, avg episodic return=10.45
timesteps=4214856 - 4215688, avg episodic return=10.00
timesteps=4215912 - 4216776, avg episodic return=10.67
timesteps=4215816 - 4216808, avg episodic return=9.52
timesteps=4215816 - 4216776, avg episodic return=10.00
timesteps=4215848 - 4216808, avg episodic return=10.00
timesteps=4215880 - 4216776, avg episodic return=9.41
timesteps=4216936 - 4217832, avg episodic return=10.67
timesteps=4216840 - 4217832, avg episodic return=10.00
timesteps=4216840 - 4217832, avg episodic return=10.00
timesteps=4216840 - 4217736, avg episodic return=10.00
timesteps=4216904 - 4217832, avg episodic return=9.50
timesteps=4217896 - 4218856, avg episodic return=9.41
timesteps=4217864 - 4218856, avg episodic return=10.00
timesteps=4217864 - 4218856, avg episodic return=9.52
timesteps=4217896 - 4218856, avg episodic return=10.00
timesteps=4217896 - 4218856, avg episodic return=10.00
timesteps=4218920 - 4219784, avg episodic return=10.00
timesteps=4218920 - 4219880, avg episodic return=10.36
timesteps=4218888 - 4219880, avg episodic return=10.00
timesteps=4218888 - 4219816, avg episodic return=10.00
timesteps=4218920 - 4219880, avg episodic return=10.00
timesteps=4219976 - 4220904, avg episodic return=8.67
timesteps=4219912 - 4220840, avg episodic return=11.33
timesteps=4219944 - 4220904, avg episodic return=10.00
timesteps=4219912 - 4220904, avg episodic return=10.53
timesteps=4219912 - 4220904, avg episodic return=9.47
timesteps=4221128 - 4221864, avg episodic return=10.71
timesteps=4220936 - 4221896, avg episodic return=9.47
timesteps=4220968 - 4221928, avg episodic return=9.58
timesteps=4221032 - 4221736, avg episodic return=10.00
timesteps=4221000 - 4221864, avg episodic return=10.77
timesteps=4221960 - 4222888, avg episodic return=9.44
timesteps=4221960 - 4222952, avg episodic return=10.95
timesteps=4222056 - 4222856, avg episodic return=10.50
timesteps=4221992 - 4222920, avg episodic return=10.00
timesteps=4221960 - 4222856, avg episodic return=9.52
timesteps=4223016 - 4223976, avg episodic return=10.00
timesteps=4222984 - 4223912, avg episodic return=8.75
timesteps=4222984 - 4223912, avg episodic return=10.59
timesteps=4222984 - 4223944, avg episodic return=10.00
timesteps=4222984 - 4223944, avg episodic return=9.64
timesteps=4224008 - 4224872, avg episodic return=10.00
timesteps=4224040 - 4224968, avg episodic return=9.57
timesteps=4224072 - 4225000, avg episodic return=10.48
timesteps=4224008 - 4225000, avg episodic return=10.00
timesteps=4224040 - 4224968, avg episodic return=10.59
timesteps=4225032 - 4226024, avg episodic return=10.00
timesteps=4225256 - 4226024, avg episodic return=10.50
timesteps=4225096 - 4225768, avg episodic return=10.00
timesteps=4225032 - 4226024, avg episodic return=9.50
timesteps=4225128 - 4226024, avg episodic return=10.59
timesteps=4226056 - 4227048, avg episodic return=9.41
timesteps=4226056 - 4227016, avg episodic return=9.62
timesteps=4226056 - 4227016, avg episodic return=9.66
timesteps=4226056 - 4227048, avg episodic return=10.53
timesteps=4226088 - 4227016, avg episodic return=10.00
timesteps=4227176 - 4228072, avg episodic return=10.91
timesteps=4227112 - 4228072, avg episodic return=10.00
timesteps=4227080 - 4228072, avg episodic return=10.33
timesteps=4227272 - 4228008, avg episodic return=9.17
timesteps=4227112 - 4227976, avg episodic return=10.77
timesteps=4228200 - 4229096, avg episodic return=10.59
timesteps=4228168 - 4229096, avg episodic return=10.00
timesteps=4228168 - 4229032, avg episodic return=10.00
timesteps=4228104 - 4229000, avg episodic return=10.71
timesteps=4228136 - 4229096, avg episodic return=9.41
timesteps=4229128 - 4230120, avg episodic return=11.18
timesteps=4229160 - 4230120, avg episodic return=10.00
timesteps=4229128 - 4229992, avg episodic return=10.00
timesteps=4229256 - 4230120, avg episodic return=10.00
timesteps=4229128 - 4230120, avg episodic return=10.56
timesteps=4230152 - 4231112, avg episodic return=10.62
timesteps=4230312 - 4231016, avg episodic return=10.00
timesteps=4230152 - 4231144, avg episodic return=11.00
timesteps=4230312 - 4230920, avg episodic return=11.11
timesteps=4230152 - 4231144, avg episodic return=10.59
timesteps=4231272 - 4232168, avg episodic return=10.59
timesteps=4231176 - 4232136, avg episodic return=10.00
timesteps=4231176 - 4232168, avg episodic return=10.00
timesteps=4231368 - 4232168, avg episodic return=9.09
timesteps=4231208 - 4232168, avg episodic return=9.05
timesteps=4232456 - 4233128, avg episodic return=10.00
timesteps=4232200 - 4233128, avg episodic return=10.00
timesteps=4232200 - 4233192, avg episodic return=10.43
timesteps=4232232 - 4233032, avg episodic return=10.95
timesteps=4232232 - 4233192, avg episodic return=9.09
timesteps=4233352 - 4234184, avg episodic return=10.00
timesteps=4233224 - 4233992, avg episodic return=10.00
timesteps=4233224 - 4234216, avg episodic return=10.00
timesteps=4233224 - 4234120, avg episodic return=10.00
timesteps=4233224 - 4234216, avg episodic return=10.00
timesteps=4234312 - 4235240, avg episodic return=10.56
timesteps=4234312 - 4235208, avg episodic return=10.00
timesteps=4234408 - 4235240, avg episodic return=10.45
timesteps=4234280 - 4235240, avg episodic return=10.62
timesteps=4234248 - 4235112, avg episodic return=10.00
timesteps=4235336 - 4236264, avg episodic return=10.00
timesteps=4235272 - 4236264, avg episodic return=11.05
timesteps=4235272 - 4236264, avg episodic return=10.87
timesteps=4235272 - 4236264, avg episodic return=10.00
timesteps=4235368 - 4236264, avg episodic return=9.44
timesteps=4236296 - 4237192, avg episodic return=10.00
timesteps=4236392 - 4237288, avg episodic return=10.42
timesteps=4236392 - 4237288, avg episodic return=10.40
timesteps=4236296 - 4237224, avg episodic return=10.00
timesteps=4236360 - 4237288, avg episodic return=10.00
timesteps=4237384 - 4238280, avg episodic return=10.59
timesteps=4237320 - 4238312, avg episodic return=10.50
timesteps=4237544 - 4238312, avg episodic return=9.55
timesteps=4237320 - 4238280, avg episodic return=10.45
timesteps=4237352 - 4238216, avg episodic return=10.80
timesteps=4238344 - 4239304, avg episodic return=9.47
timesteps=4238344 - 4239336, avg episodic return=10.37
timesteps=4238376 - 4239240, avg episodic return=10.00
timesteps=4238408 - 4239336, avg episodic return=10.00
timesteps=4238376 - 4239336, avg episodic return=10.53
timesteps=4239432 - 4240264, avg episodic return=10.00
timesteps=4239432 - 4240328, avg episodic return=10.95
timesteps=4239368 - 4240328, avg episodic return=10.42
timesteps=4239720 - 4240360, avg episodic return=10.00
timesteps=4239496 - 4240296, avg episodic return=10.71
timesteps=4240520 - 4241352, avg episodic return=9.58
timesteps=4240392 - 4241384, avg episodic return=11.30
timesteps=4240424 - 4241320, avg episodic return=10.00
timesteps=4240520 - 4241320, avg episodic return=10.00
timesteps=4240392 - 4241352, avg episodic return=10.00
timesteps=4241416 - 4242376, avg episodic return=10.56
timesteps=4241416 - 4242408, avg episodic return=10.00
timesteps=4241448 - 4242408, avg episodic return=9.63
timesteps=4241512 - 4242376, avg episodic return=10.00
timesteps=4241480 - 4242408, avg episodic return=10.00
timesteps=4242440 - 4243432, avg episodic return=10.91
timesteps=4242536 - 4243400, avg episodic return=10.48
timesteps=4242440 - 4243432, avg episodic return=10.00
timesteps=4242440 - 4243432, avg episodic return=10.83
timesteps=4242440 - 4243368, avg episodic return=10.77
timesteps=4243464 - 4244328, avg episodic return=10.56
timesteps=4243464 - 4244456, avg episodic return=10.37
timesteps=4243464 - 4244424, avg episodic return=10.00
timesteps=4243528 - 4244424, avg episodic return=10.00
timesteps=4243464 - 4244456, avg episodic return=10.00
timesteps=4244488 - 4245416, avg episodic return=10.83
timesteps=4244488 - 4245448, avg episodic return=10.00
timesteps=4244488 - 4245480, avg episodic return=10.34
timesteps=4244616 - 4245480, avg episodic return=7.65
timesteps=4244488 - 4245416, avg episodic return=10.00
timesteps=4245512 - 4246376, avg episodic return=10.67
timesteps=4245608 - 4246408, avg episodic return=10.00
timesteps=4245512 - 4246504, avg episodic return=10.00
timesteps=4245640 - 4246408, avg episodic return=9.52
timesteps=4245544 - 4246504, avg episodic return=10.95
timesteps=4246568 - 4247496, avg episodic return=9.29
timesteps=4246536 - 4247464, avg episodic return=10.00
timesteps=4246536 - 4247528, avg episodic return=9.41
timesteps=4246536 - 4247528, avg episodic return=10.53
timesteps=4246568 - 4247528, avg episodic return=10.00
timesteps=4247592 - 4248552, avg episodic return=10.00
timesteps=4247560 - 4248488, avg episodic return=10.00
timesteps=4247688 - 4248552, avg episodic return=10.00
timesteps=4247720 - 4248552, avg episodic return=10.00
timesteps=4247624 - 4248360, avg episodic return=10.00
timesteps=4248616 - 4249512, avg episodic return=10.00
timesteps=4248584 - 4249576, avg episodic return=10.77
timesteps=4248680 - 4249544, avg episodic return=10.00
timesteps=4248648 - 4249544, avg episodic return=8.57
timesteps=4248584 - 4249576, avg episodic return=10.00
timesteps=4249608 - 4250568, avg episodic return=10.59
timesteps=4249608 - 4250568, avg episodic return=10.00
timesteps=4249608 - 4250536, avg episodic return=10.43
timesteps=4249608 - 4250600, avg episodic return=9.52
timesteps=4249608 - 4250472, avg episodic return=10.00
timesteps=4250632 - 4251560, avg episodic return=8.82
timesteps=4250632 - 4251496, avg episodic return=10.45
timesteps=4250792 - 4251624, avg episodic return=9.44
timesteps=4250632 - 4251592, avg episodic return=10.00
timesteps=4250696 - 4251560, avg episodic return=11.54
timesteps=4251656 - 4252616, avg episodic return=10.00
timesteps=4251656 - 4252584, avg episodic return=10.00
timesteps=4251752 - 4252648, avg episodic return=10.36
timesteps=4251816 - 4252616, avg episodic return=10.53
timesteps=4251688 - 4252616, avg episodic return=10.53
timesteps=4252744 - 4253640, avg episodic return=8.75
timesteps=4252712 - 4253672, avg episodic return=10.45
timesteps=4252680 - 4253672, avg episodic return=9.58
timesteps=4252680 - 4253416, avg episodic return=9.38
timesteps=4252840 - 4253640, avg episodic return=9.23
timesteps=4253928 - 4254600, avg episodic return=9.09
timesteps=4253736 - 4254696, avg episodic return=10.00
timesteps=4253736 - 4254696, avg episodic return=10.34
timesteps=4253704 - 4254696, avg episodic return=9.50
timesteps=4253704 - 4254696, avg episodic return=10.50
timesteps=4254824 - 4255720, avg episodic return=10.00
timesteps=4254760 - 4255720, avg episodic return=10.45
timesteps=4254728 - 4255720, avg episodic return=10.00
timesteps=4254728 - 4255720, avg episodic return=9.41
timesteps=4254728 - 4255656, avg episodic return=10.53
timesteps=4255752 - 4256712, avg episodic return=10.56
timesteps=4255752 - 4256712, avg episodic return=10.00
timesteps=4255880 - 4256744, avg episodic return=10.00
timesteps=4255752 - 4256648, avg episodic return=10.00
timesteps=4255816 - 4256712, avg episodic return=10.00
timesteps=4256808 - 4257768, avg episodic return=10.00
timesteps=4256776 - 4257736, avg episodic return=9.58
timesteps=4256776 - 4257768, avg episodic return=10.00
timesteps=4256776 - 4257736, avg episodic return=9.47
timesteps=4256776 - 4257704, avg episodic return=10.00
timesteps=4257864 - 4258760, avg episodic return=10.00
timesteps=4257832 - 4258792, avg episodic return=9.52
timesteps=4257832 - 4258728, avg episodic return=10.00
timesteps=4257800 - 4258728, avg episodic return=9.29
timesteps=4257832 - 4258728, avg episodic return=9.50
timesteps=4258824 - 4259720, avg episodic return=10.50
timesteps=4258920 - 4259816, avg episodic return=9.44
timesteps=4258824 - 4259752, avg episodic return=10.00
timesteps=4258856 - 4259752, avg episodic return=11.25
timesteps=4258856 - 4259720, avg episodic return=10.00
timesteps=4259912 - 4260776, avg episodic return=10.45
timesteps=4259912 - 4260840, avg episodic return=10.00
timesteps=4259848 - 4260808, avg episodic return=10.00
timesteps=4259944 - 4260840, avg episodic return=10.00
timesteps=4259976 - 4260808, avg episodic return=10.00
timesteps=4260904 - 4261864, avg episodic return=10.00
timesteps=4260904 - 4261832, avg episodic return=10.00
timesteps=4260872 - 4261832, avg episodic return=10.00
timesteps=4260936 - 4261864, avg episodic return=9.09
timesteps=4260904 - 4261864, avg episodic return=10.50
timesteps=4262088 - 4262888, avg episodic return=9.29
timesteps=4261896 - 4262856, avg episodic return=10.00
timesteps=4261928 - 4262888, avg episodic return=10.00
timesteps=4261928 - 4262888, avg episodic return=9.47
timesteps=4261896 - 4262888, avg episodic return=9.50
timesteps=4262920 - 4263880, avg episodic return=9.44
timesteps=4262920 - 4263912, avg episodic return=10.00
timesteps=4262920 - 4263912, avg episodic return=10.00
timesteps=4262952 - 4263912, avg episodic return=10.00
timesteps=4262920 - 4263848, avg episodic return=10.00
timesteps=4264008 - 4264936, avg episodic return=10.00
timesteps=4264040 - 4264936, avg episodic return=10.00
timesteps=4263976 - 4264936, avg episodic return=10.00
timesteps=4263944 - 4264936, avg episodic return=10.00
timesteps=4264008 - 4264904, avg episodic return=10.00
timesteps=4265000 - 4265960, avg episodic return=10.00
timesteps=4265000 - 4265864, avg episodic return=10.00
timesteps=4264968 - 4265928, avg episodic return=9.47
timesteps=4265032 - 4265928, avg episodic return=9.64
timesteps=4264968 - 4265896, avg episodic return=10.00
timesteps=4265992 - 4266856, avg episodic return=10.59
timesteps=4266024 - 4266888, avg episodic return=9.58
timesteps=4266024 - 4266984, avg episodic return=10.00
timesteps=4266024 - 4266952, avg episodic return=9.44
timesteps=4265992 - 4266952, avg episodic return=10.00
timesteps=4267016 - 4267976, avg episodic return=10.00
timesteps=4267080 - 4268008, avg episodic return=10.00
timesteps=4267016 - 4267976, avg episodic return=10.00
timesteps=4267016 - 4267848, avg episodic return=10.00
timesteps=4267016 - 4268008, avg episodic return=10.00
timesteps=4268040 - 4268968, avg episodic return=10.00
